"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.401658273620965,0.497226071541609,0,0.1,0.401658273620965,0.0523496484895167
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.511592748453361,0.45597339772831,0,0.9,0.511592748453361,0.509001732223093
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.221170309448091,0.154522506997577,0,0.9,0.221170309448091,0.884798697346538
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.212826591998576,0.25554779859656,0,0.9,0.212826591998576,0.578388738062007
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.282889933998033,0.175821634406042,0,0.9,0.282889933998033,0.908800572668436
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.113355224157519,0.111949341765979,0,0.9,0.113355224157519,0.909926186863399
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.686808347501785,0.606163892571586,0,0.9,0.686808347501785,0.569684826087792
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.563801917091315,0.604599288231121,1,0.9,0.604599288231121,0.81014180818247
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.614338436545318,0.702781007617298,1,0.9,0.702781007617298,0.972435072940328
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.290423422656053,0.211629023237648,0,0.9,0.290423422656053,0.953976879879928
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.160004658829561,0.111427136245822,0,0.9,0.160004658829561,0.947108136013803
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.37058602004349,0.444307190329854,1,0.9,0.444307190329854,0.728987057254012
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.395164205835683,0.480905654015162,1,0.9,0.480905654015162,0.865960249724424
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.251129469537734,0.218236583082772,1,0.1,0.218236583082772,0.409442832676933
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0805417600122785,0.170805134212866,1,0.9,0.170805134212866,0.640030013192872
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.469194490544792,0.410049356230388,0,0.9,0.469194490544792,0.769621016077699
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.302307207181723,0.252241971004179,0,0.9,0.302307207181723,0.807056020265256
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.330288157324604,0.330026522147739,1,0.9,0.330026522147739,0.543780834302549
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.232366248886957,0.214293395123929,0,0.9,0.232366248886957,0.782115582714831
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.416755772182088,0.391553483226361,0,0.9,0.416755772182088,0.527860829317796
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.301515020433692,0.203117185468356,0,0.9,0.301515020433692,0.963876780204001
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.671612236420099,0.725406880854978,1,0.9,0.725406880854978,0.94530888435209
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.384010509127279,0.483054181054525,1,0.9,0.483054181054525,0.831187544581449
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.422304555390264,0.530363884922283,1,0.9,0.530363884922283,0.928751692645575
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.405064784284248,0.418185212301547,1,0.9,0.418185212301547,0.706400971081795
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.335183438804879,0.288672179664806,1,0.1,0.288672179664806,0.149327299987955
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.62113601171883,0.471219773651232,0,0.9,0.62113601171883,0.912605755421405
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0892569782794699,0.230247150767234,0,0.1,0.0892569782794699,0.0401846639607654
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.211500319551181,0.135217810401266,0,0.9,0.211500319551181,0.971503876779034
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.320763262001712,0.321005598881404,0,0.9,0.320763262001712,0.68018255067856
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.287546961102033,0.349119470096759,1,0.9,0.349119470096759,0.739742617876773
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.357388655170375,0.299134111474658,0,0.9,0.357388655170375,0.515151795349235
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.383532319157185,0.363390429435054,1,0.9,0.363390429435054,0.535157630375246
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.431173162148327,0.336436751175819,0,0.9,0.431173162148327,0.961775004393438
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.411259306108439,0.267111584738255,0,0.9,0.411259306108439,0.973576248337892
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.588600806426066,0.635436620232966,1,0.9,0.635436620232966,0.910767931459464
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.529164689980198,0.519009526104566,1,0.9,0.519009526104566,0.691571618786288
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.395669362671567,0.44810948698041,1,0.9,0.44810948698041,0.77698348500859
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.394499134189214,0.446157773641344,1,0.9,0.446157773641344,0.892456679447945
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.534750868865379,0.657190710024755,1,0.9,0.657190710024755,0.974438635098237
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.298858968492477,0.238898273035172,0,0.9,0.298858968492477,0.812012976983472
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.171032285967689,0.160939667334707,0,0.9,0.171032285967689,0.677801081531594
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.379037347862854,0.366691730591231,1,0.1,0.366691730591231,0.330122645848455
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.404407954375465,0.371707543503564,1,0.1,0.371707543503564,0.620022069931399
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.406990962843767,0.319604976936553,0,0.9,0.406990962843767,0.860057889544854
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.459386099851224,0.388141651686098,0,0.9,0.459386099851224,0.867203022960354
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.341536516750842,0.308979531060415,0,0.1,0.341536516750842,0.382602754097757
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0673245349511794,0.104460070370666,0,0.9,0.0673245349511794,0.742962992593093
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.171874100056028,0.152409382513766,0,0.9,0.171874100056028,0.695017285253131
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.42504042473836,0.33348767301699,0,0.9,0.42504042473836,0.789518111362456
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0441413631710754,0.146174786016154,1,0.9,0.146174786016154,0.685750180062863
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.369764735012793,0.415447347192265,0,0.9,0.369764735012793,0.491523999477497
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.596253691177904,0.623612608060875,1,0.9,0.623612608060875,0.881351292509
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.441419744405115,0.400435100629635,0,0.9,0.441419744405115,0.563654075190815
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.223356620236232,0.27068354009576,1,0.9,0.27068354009576,0.599479351912798
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.658697886719911,0.673828187448863,1,0.9,0.673828187448863,0.894151248350797
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.470601178462587,0.46251839182503,0,0.9,0.470601178462587,0.564840612864807
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.424941973349035,0.380010944436195,0,0.9,0.424941973349035,0.779363972566622
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.272788809468451,0.163945650588347,1,0.1,0.163945650588347,0.0758948213135547
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.574355928903741,0.527652487184715,1,0.9,0.527652487184715,0.669178027039189
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.181786145153964,0.258364059633875,1,0.9,0.258364059633875,0.679350280668595
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.255633848580226,0.212749223779123,1,0.9,0.212749223779123,0.492733551217567
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.375193769241486,0.494068922050507,1,0.9,0.494068922050507,0.920874592776401
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.492590117343221,0.459217579254603,1,0.1,0.459217579254603,0.38927475309931
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0491973806467675,0,0,0.9,0.0491973806467675,0.952547969013696
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.357346089833176,0.298710463092798,0,0.9,0.357346089833176,0.799979096918274
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.161038416824851,0.196842617258423,1,0.9,0.196842617258423,0.530148982909602
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.319918438288382,0.35753596969796,0,0.9,0.319918438288382,0.551154447875466
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.582557121792563,0.580265909941929,1,0.9,0.580265909941929,0.777879511022603
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.461120872732746,0.457300961986807,1,0.9,0.457300961986807,0.563436837192467
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.108819091921457,0.0773040801125683,0,0.9,0.108819091921457,0.878284589222794
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.307376183668633,0.404928852154749,1,0.9,0.404928852154749,0.935456654956824
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.508150368805794,0.561517918837976,1,0.9,0.561517918837976,0.839725691376744
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.343436273213686,0.317988177365154,1,0.1,0.317988177365154,0.405613924600905
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.541446422628157,0.507429518458726,0,0.1,0.541446422628157,0.313054158727583
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.380622057952572,0.409760832131611,1,0.9,0.409760832131611,0.766065152540528
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.558457361291124,0.358104350086727,0,0.9,0.558457361291124,0.976691740154117
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.301396704524433,0.383872682570803,1,0.9,0.383872682570803,0.875269436872226
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.258270607093795,0.27608135006002,1,0.9,0.27608135006002,0.518063148181765
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.221650161295454,0.153687434500945,0,0.9,0.221650161295454,0.895344483770145
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.438407397672733,0.330010239084143,0,0.9,0.438407397672733,0.925878695758028
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.354951500332552,0.290547439586916,0,0.9,0.354951500332552,0.860996998253032
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.169120738488889,0.0652915403804737,0,0.9,0.169120738488889,0.957334903091044
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.277389114901742,0.344095241577986,1,0.9,0.344095241577986,0.68659586260054
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.512549197161362,0.420707735885315,0,0.9,0.512549197161362,0.893786802498127
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.139575468813785,0.0171741545425911,0,0.9,0.139575468813785,0.990266457351515
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.29695786407441,0.416086121850455,0,0.1,0.29695786407441,0.0315790119419744
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.360791216083678,0.424692831732891,1,0.9,0.424692831732891,0.712232908129414
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0586677592762969,0.0638055923750486,0,0.9,0.0586677592762969,0.803052982091273
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.381979744243763,0.44453673127436,1,0.9,0.44453673127436,0.740706242356475
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.609802193925433,0.586361605141759,0,0.1,0.609802193925433,0.150285878646209
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.538134559038777,0.691820005338124,1,0.9,0.691820005338124,0.979758474755448
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.471413080006799,0.447654194465799,1,0.1,0.447654194465799,0.590357768402383
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.2677829762302,0.281479862264546,0,0.9,0.2677829762302,0.602443634276378
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.9,1,0.972241760613271
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.582231409730896,0.604448121424455,1,0.9,0.604448121424455,0.881674748884548
