"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.483326398202492,0.507675350846054,1,0.5,0.507675350846054,0.505354719333405
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.595489855769329,0.530810225240507,0,0.5,0.595489855769329,0.40303125388438
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.943335268032775,0.887190563495204,0,0.5,0.943335268032775,0.426982056214842
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.528135409147981,0.592149606569331,0,0.5,0.528135409147981,0.516335179281114
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.381921307137585,0.376915759914905,0,0.5,0.381921307137585,0.456003525205678
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.384084217471885,0.453726543091821,0,0.5,0.384084217471885,0.486872182481932
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.642085550933104,0.650383513401906,1,0.5,0.650383513401906,0.496627792662056
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.803186504738883,0.782216233768741,1,0.5,0.782216233768741,0.537839027044367
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.377043343265899,0.374315038359163,0,0.5,0.377043343265899,0.472455548418564
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.5,0,0.55980589794327
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.583338474718792,0.703320058254034,0,0.5,0.583338474718792,0.584488379716454
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.929739824313889,0.807276258661628,1,0.5,0.807276258661628,0.595761981269524
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.68002162271949,0.651314866774397,1,0.5,0.651314866774397,0.539260692281367
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.785859888663464,0.806890402078876,1,0.5,0.806890402078876,0.470786869430172
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.393757394188697,0.471729055372879,0,0.5,0.393757394188697,0.533755054724999
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.753902291288829,0.84167946636802,0,0.5,0.753902291288829,0.582846500968777
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.545924240158695,0.656254906633312,1,0.5,0.656254906633312,0.42984790051416
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.497275206637702,0.426388644276084,0,0.5,0.497275206637702,0.408064768417932
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.827809273598326,0.796931815220109,1,0.5,0.796931815220109,0.523229279730085
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.749663280694915,0.662923955840827,0,0.5,0.749663280694915,0.434474288592621
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.476052351729506,0.509074046205781,0,0.5,0.476052351729506,0.489184735730193
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.356372930045848,0.462478802149218,0,0.5,0.356372930045848,0.546623367771721
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.804244823812867,0.759050952084342,0,0.5,0.804244823812867,0.448499461942402
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.627537832317546,0.645009215909398,0,0.5,0.627537832317546,0.482934837040055
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.800530899274956,0.837602866844582,0,0.5,0.800530899274956,0.49808368824075
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.365736967679146,0.403397509703573,1,0.5,0.403397509703573,0.508216927339204
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.502353239632981,0.425501396929051,1,0.5,0.425501396929051,0.577683965208635
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.535493361879832,0.557559023676058,0,0.5,0.535493361879832,0.486264889264407
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.540189860989214,0.533471940308489,1,0.5,0.533471940308489,0.546032397210772
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.4727143320033,0.479051155464696,1,0.5,0.479051155464696,0.545893165263931
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.430659999286276,0.591275364731284,0,0.5,0.430659999286276,0.595775002665461
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.497285070528625,0.589336202091781,0,0.5,0.497285070528625,0.519623254305249
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.255537340882153,0.328221089144057,1,0.5,0.328221089144057,0.487282036271109
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.712070827559065,0.818030494788784,1,0.5,0.818030494788784,0.437023341883192
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.510226053125005,0.470762884277245,0,0.5,0.510226053125005,0.433569417063008
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.724862042720347,0.71388983327732,1,0.5,0.71388983327732,0.527091528376274
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.450678820093008,0.563514555716756,0,0.5,0.450678820093008,0.558393751057528
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.567905207847274,0.677078491973391,0,0.5,0.567905207847274,0.568273536797114
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.748098477658619,0.783028819995498,1,0.5,0.783028819995498,0.480481628320728
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.454539509627144,0.519608177928568,0,0.5,0.454539509627144,0.51543136005458
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.910150799068013,1,0,0.5,0.910150799068013,0.557838525578539
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.541700515297568,0.500355038110605,1,0.5,0.500355038110605,0.527227435430826
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.908138459117351,0.806697654429569,1,0.5,0.806697654429569,0.590433168281474
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.490509386062967,0.551830714928305,1,0.5,0.551830714928305,0.473614909019451
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.538626455392905,0.49732075587318,1,0.5,0.49732075587318,0.5515259559113
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.544071071106004,0.595214025294403,1,0.5,0.595214025294403,0.478393900755393
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.690443449278892,0.691041335811456,1,0.5,0.691041335811456,0.499738393914023
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.578038709408357,0.582320015092201,1,0.5,0.582320015092201,0.526761262845054
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.667846697963648,0.641861990791921,0,0.5,0.667846697963648,0.452499993455094
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.959831758580535,0.877392140424389,1,0.5,0.877392140424389,0.541664895816203
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.623239151877862,0.661362774316204,1,0.5,0.661362774316204,0.5018573939791
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.619791713096967,0.639943841822202,0,0.5,0.619791713096967,0.50795492518554
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.715340006763298,0.651354548555568,1,0.5,0.651354548555568,0.532120987160434
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.831098209558848,0.78791152918035,0,0.5,0.831098209558848,0.480354647015191
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.549157907768367,0.497922870979956,0,0.5,0.549157907768367,0.425526289606266
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.519602062057123,0.415136542934196,0,0.5,0.519602062057123,0.383601977891002
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.639555438359351,0.604102314364623,0,0.5,0.639555438359351,0.454503522729805
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.387870189966641,0.439108605814869,0,0.5,0.387870189966641,0.507615049261225
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.630045975463173,0.603793031313298,1,0.5,0.603793031313298,0.572934974616071
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.786997568763406,0.820000355621931,0,0.5,0.786997568763406,0.525124984974063
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217471737050642,0.311029431338853,1,0.5,0.311029431338853,0.486477417348544
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.560439250734293,0.606667257514793,1,0.5,0.606667257514793,0.509076516094853
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.389729131190271,0.432835668190974,0,0.5,0.389729131190271,0.503335423783971
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.522201412872233,0.589290577220323,1,0.5,0.589290577220323,0.477133981571124
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.581958142779764,0.642159914492976,0,0.5,0.581958142779764,0.531194962434685
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.430894236220719,0.362568339325097,0,0.5,0.430894236220719,0.440823102465822
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.552339172757242,0.472429492771603,1,0.5,0.472429492771603,0.579596895445027
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.658312600435599,0.706502727214803,1,0.5,0.706502727214803,0.510941208502692
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.561151239211677,0.520058622592668,1,0.5,0.520058622592668,0.566558195986925
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.502877605172159,0.571128139588453,0,0.5,0.502877605172159,0.526804199050101
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.819573995636213,0.82715058251812,0,0.5,0.819573995636213,0.517672314108852
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.832516194664283,0.84574093248876,1,0.5,0.84574093248876,0.501368118700208
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.964086913424358,0.933471519151313,1,0.5,0.933471519151313,0.530274736613066
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.533599356130574,0.538414364794504,1,0.5,0.538414364794504,0.521735882331507
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.749389396572555,0.761313481009407,0,0.5,0.749389396572555,0.482005495060133
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.455149609908483,0.623451096091634,0,0.5,0.455149609908483,0.588974072878726
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.275114447050465,0.352221004444443,1,0.5,0.352221004444443,0.47774341619481
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5197254240945,0.471580335200887,1,0.5,0.471580335200887,0.574899504545459
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.512681894159839,0.548851035116646,1,0.5,0.548851035116646,0.497993197393393
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.518710132767874,0.621471568906662,0,0.5,0.518710132767874,0.531922414232855
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.852044897147618,0.804673384576567,1,0.5,0.804673384576567,0.541867090884715
