"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.33591880351728,0.27932929220919,0,0.5,0.33591880351728,0.551290753358552
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.838158067665769,0.753269402484125,1,0.5,0.753269402484125,0.55388944688967
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.504332801823506,0.362307279289101,1,0.5,0.362307279289101,0.424540660615701
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.49931228021137,0.623461051829546,1,0.5,0.623461051829546,0.712333633255522
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.27793328263157,0.258725824653551,0,0.5,0.27793328263157,0.433735151670823
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.599944164092372,0.385257849769166,1,0.5,0.385257849769166,0.427373097041667
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.444266480634274,0.414432676376989,1,0.5,0.414432676376989,0.586897707062783
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.630962827579684,0.588751337313091,1,0.5,0.588751337313091,0.618620423557237
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.495210242654664,0.48766353456341,1,0.5,0.48766353456341,0.598091257522103
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.525288256060799,0.412888911247202,0,0.5,0.525288256060799,0.509502814272999
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.963642747799464,1,1,0.5,1,0.707178831449024
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.643975382024726,0.589652107774138,1,0.5,0.589652107774138,0.577096166063453
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.359567477585167,0.235659022791094,0,0.5,0.359567477585167,0.550576285472778
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.739258786544781,0.453847270507583,0,0.5,0.739258786544781,0.726699812011778
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.571861293753949,0.595908196129363,0,0.5,0.571861293753949,0.337582096528381
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.323214360504286,0.266533245690283,0,0.5,0.323214360504286,0.479362832363721
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0.838781338741146,0,0.5,1,0.469035563794373
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.657144144029836,0.648983767637403,1,0.5,0.648983767637403,0.642826393119383
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0646503945179918,0.0501260331968687,0,0.5,0.0646503945179918,0.37736097719592
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.827676622050941,0.732134476403528,1,0.5,0.732134476403528,0.603591934176864
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.590989934548516,0.608323903072678,0,0.5,0.590989934548516,0.360189769750042
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.698246058134758,0.69133159168129,1,0.5,0.69133159168129,0.624661231845535
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.790188295352603,0.676665887197719,0,0.5,0.790188295352603,0.459935133555118
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.626007837304615,0.337903123064433,1,0.5,0.337903123064433,0.294533633493182
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.604667574833466,0.536694906220205,0,0.5,0.604667574833466,0.395802512878372
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.69315362335485,0.581871799168335,0,0.5,0.69315362335485,0.477149238911754
