"V1","V2","V3","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
-1,-1,-1,0.0876893203017714,0.0354068978936598,"0",0.75,0.0876893203017714,0.609331499044759,0.715430861723447
-1,-1,1,0.688942240477428,0.408100523166535,"0",0.75,0.688942240477428,0.635273646358842,0.715430861723447
-1,-1,1,0.674658493160326,0.404436186448456,"0",0.75,0.674658493160326,0.635273646358842,0.715430861723447
1,1,1,0.922469304138313,0.958745299194644,"1",0.75,0.958745299194644,0.843416693853545,0.75343137254902
1,-1,-1,0.200241256028456,0.323897702820603,"0",0.25,0.200241256028456,0.340917035099711,0.257796257796258
-1,1,1,0.794026738022078,0.648149175811675,"1",0.75,0.648149175811675,0.641104131647269,0.75343137254902
-1,1,1,0.826193778969695,0.677558153464932,"1",0.75,0.677558153464932,0.641104131647269,0.75343137254902
-1,-1,1,0.618306893513314,0.415295132338715,"1",0.25,0.415295132338715,0.364726353641158,0.284569138276553
1,1,1,0.92588139367223,0.933966683076647,"1",0.75,0.933966683076647,0.843416693853545,0.75343137254902
-1,1,-1,0.170289354736366,0.30567710733229,"1",0.75,0.30567710733229,0.666092606932346,0.75343137254902
-1,-1,-1,0.0633080418939313,0.0627661956490728,"1",0.25,0.0627661956490728,0.390668500955241,0.284569138276553
1,-1,-1,0.289706100612222,0.298180323062492,"0",0.25,0.289706100612222,0.340917035099711,0.257796257796258
1,-1,-1,0.194749924428297,0.304325592899145,"0",0.25,0.194749924428297,0.340917035099711,0.257796257796258
1,-1,-1,0.212742654317831,0.324935940195152,"1",0.75,0.324935940195152,0.659082964900289,0.742203742203742
-1,1,-1,0.230932631339567,0.321137649255602,"1",0.75,0.321137649255602,0.666092606932346,0.75343137254902
-1,1,-1,0.202137297258517,0.36842287320275,"0",0.25,0.202137297258517,0.333907393067654,0.24656862745098
1,-1,-1,0.209706642212475,0.371427434222384,"1",0.75,0.371427434222384,0.659082964900289,0.742203742203742
1,1,-1,0.362919876018573,0.567972004390427,"1",0.75,0.567972004390427,0.857451016734468,0.75343137254902
1,-1,1,0.771493476763991,0.682719426739914,"1",0.75,0.682719426739914,0.63385826503917,0.742203742203742
1,1,1,0.929331018532145,0.917736058722092,"1",0.75,0.917736058722092,0.843416693853545,0.75343137254902
-1,-1,1,0.665038359373239,0.366844626455273,"0",0.75,0.665038359373239,0.635273646358842,0.715430861723447
1,-1,-1,0.223022362733355,0.317296081777265,"1",0.75,0.317296081777265,0.659082964900289,0.742203742203742
1,1,-1,0.365342226319145,0.574695966171485,"1",0.75,0.574695966171485,0.857451016734468,0.75343137254902
-1,1,-1,0.215007814999913,0.331639902174979,"1",0.75,0.331639902174979,0.666092606932346,0.75343137254902
-1,1,1,0.792274785177199,0.691038991860156,"1",0.75,0.691038991860156,0.641104131647269,0.75343137254902
1,1,1,0.896376270092569,0.984883415062124,"1",0.75,0.984883415062124,0.843416693853545,0.75343137254902
-1,-1,-1,0.133868233726897,0.064583940978804,"0",0.75,0.133868233726897,0.609331499044759,0.715430861723447
-1,-1,-1,0.0546088480337779,0.0485522927551529,"1",0.25,0.0485522927551529,0.390668500955241,0.284569138276553
1,1,-1,0.382914397348043,0.599506021474061,"1",0.75,0.599506021474061,0.857451016734468,0.75343137254902
1,-1,-1,0.205632849058644,0.306001581492608,"0",0.25,0.205632849058644,0.340917035099711,0.257796257796258
1,-1,1,0.814279757341185,0.698047936464925,"0",0.25,0.814279757341185,0.36614173496083,0.257796257796258
-1,-1,1,0.663894640749494,0.395130215306309,"0",0.75,0.663894640749494,0.635273646358842,0.715430861723447
-1,-1,1,0.663088154312625,0.402884774130307,"1",0.25,0.402884774130307,0.364726353641158,0.284569138276553
-1,-1,1,0.651728386967804,0.427138064694011,"0",0.75,0.651728386967804,0.635273646358842,0.715430861723447
1,-1,1,0.785571460048649,0.657403215960076,"1",0.75,0.657403215960076,0.63385826503917,0.742203742203742
-1,1,-1,0.225306958681437,0.306966098328693,"1",0.75,0.306966098328693,0.666092606932346,0.75343137254902
1,1,1,0.942057903633799,0.950834805641859,"1",0.75,0.950834805641859,0.843416693853545,0.75343137254902
1,1,-1,0.331334128047491,0.594480730712361,"1",0.75,0.594480730712361,0.857451016734468,0.75343137254902
-1,1,-1,0.209596234383048,0.317950508417549,"1",0.75,0.317950508417549,0.666092606932346,0.75343137254902
-1,1,-1,0.278206234240235,0.325818885182974,"1",0.75,0.325818885182974,0.666092606932346,0.75343137254902
1,1,-1,0.377437936871987,0.598687238146814,"1",0.75,0.598687238146814,0.857451016734468,0.75343137254902
-1,1,1,0.739355075868248,0.668624985088541,"0",0.25,0.739355075868248,0.358895868352731,0.24656862745098
1,-1,1,0.775481234754785,0.698960908780057,"1",0.75,0.698960908780057,0.63385826503917,0.742203742203742
1,-1,1,0.781607964021157,0.659790768511634,"1",0.75,0.659790768511634,0.63385826503917,0.742203742203742
1,-1,-1,0.20647239885818,0.315822570556538,"1",0.75,0.315822570556538,0.659082964900289,0.742203742203742
1,1,-1,0.3763060484311,0.567798421284241,"1",0.75,0.567798421284241,0.857451016734468,0.75343137254902
1,1,1,0.895923579153415,0.960582384628733,"0",0.25,0.895923579153415,0.156583306146455,0.24656862745098
1,1,1,0.905541587343714,0.932826966991471,"1",0.75,0.932826966991471,0.843416693853545,0.75343137254902
-1,-1,-1,0.069290604438105,0.052099987571898,"0",0.75,0.069290604438105,0.609331499044759,0.715430861723447
1,-1,1,0.77539898655023,0.696217393636512,"0",0.25,0.77539898655023,0.36614173496083,0.257796257796258
-1,1,1,0.765624443092973,0.697282315172483,"1",0.75,0.697282315172483,0.641104131647269,0.75343137254902
-1,1,-1,0.209671296269454,0.306164773765627,"1",0.75,0.306164773765627,0.666092606932346,0.75343137254902
1,-1,1,0.773939508858853,0.657990572574253,"1",0.75,0.657990572574253,0.63385826503917,0.742203742203742
1,1,-1,0.399923932111967,0.585951651221883,"1",0.75,0.585951651221883,0.857451016734468,0.75343137254902
1,1,1,0.960066555102401,0.957140140508012,"1",0.75,0.957140140508012,0.843416693853545,0.75343137254902
-1,-1,1,0.619048357754592,0.420675278661079,"0",0.75,0.619048357754592,0.635273646358842,0.715430861723447
1,1,-1,0.373476121642424,0.585897434832168,"1",0.75,0.585897434832168,0.857451016734468,0.75343137254902
-1,-1,-1,0.0828837007364416,0.0579109897318488,"1",0.25,0.0579109897318488,0.390668500955241,0.284569138276553
1,1,-1,0.349513839119802,0.576074845788237,"1",0.75,0.576074845788237,0.857451016734468,0.75343137254902
-1,1,1,0.805388055190201,0.690599931257526,"0",0.25,0.805388055190201,0.358895868352731,0.24656862745098
-1,-1,1,0.686720612276605,0.420585954843138,"1",0.25,0.420585954843138,0.364726353641158,0.284569138276553
1,1,-1,0.293589242457286,0.571504784666432,"1",0.75,0.571504784666432,0.857451016734468,0.75343137254902
1,-1,1,0.772968438243531,0.653716840565477,"1",0.75,0.653716840565477,0.63385826503917,0.742203742203742
1,-1,1,0.78838149314658,0.667671917334115,"1",0.75,0.667671917334115,0.63385826503917,0.742203742203742
-1,1,1,0.773761233576961,0.667077597058416,"1",0.75,0.667077597058416,0.641104131647269,0.75343137254902
1,-1,-1,0.171315923826843,0.311979601645509,"0",0.25,0.171315923826843,0.340917035099711,0.257796257796258
-1,1,1,0.804060943053606,0.665583259199318,"1",0.75,0.665583259199318,0.641104131647269,0.75343137254902
-1,-1,-1,0.149693673277245,0.0161134553221063,"0",0.75,0.149693673277245,0.609331499044759,0.715430861723447
1,-1,1,0.793715218213526,0.663037296523251,"1",0.75,0.663037296523251,0.63385826503917,0.742203742203742
1,-1,-1,0.252084157330776,0.311882926895157,"1",0.75,0.311882926895157,0.659082964900289,0.742203742203742
-1,-1,1,0.66104294872055,0.40935919477826,"1",0.25,0.40935919477826,0.364726353641158,0.284569138276553
1,1,1,0.950596145248353,0.937143653788994,"1",0.75,0.937143653788994,0.843416693853545,0.75343137254902
-1,-1,-1,0.0398383131298098,0.0605434683672412,"0",0.75,0.0398383131298098,0.609331499044759,0.715430861723447
-1,-1,-1,0.142033773831961,0.099130234324898,"0",0.75,0.142033773831961,0.609331499044759,0.715430861723447
-1,-1,-1,0.10330624511912,0.067864276519369,"1",0.25,0.067864276519369,0.390668500955241,0.284569138276553
-1,1,-1,0.256818168807788,0.305436372985878,"1",0.75,0.305436372985878,0.666092606932346,0.75343137254902
1,1,1,0.898888245192888,0.932558739769211,"1",0.75,0.932558739769211,0.843416693853545,0.75343137254902
1,1,1,0.922915022868828,0.940734728897579,"1",0.75,0.940734728897579,0.843416693853545,0.75343137254902
1,-1,-1,0.217140387774925,0.290281545578947,"0",0.25,0.217140387774925,0.340917035099711,0.257796257796258
-1,1,-1,0.217614166464904,0.329790974274613,"0",0.25,0.217614166464904,0.333907393067654,0.24656862745098
1,-1,1,0.791084470473061,0.655102165864204,"1",0.75,0.655102165864204,0.63385826503917,0.742203742203742
-1,-1,-1,0.0385211034004612,0.051553433800587,"1",0.25,0.051553433800587,0.390668500955241,0.284569138276553
-1,1,-1,0.191514055481222,0.33618625795888,"0",0.25,0.191514055481222,0.333907393067654,0.24656862745098
1,1,-1,0.35400769159025,0.595289416987441,"1",0.75,0.595289416987441,0.857451016734468,0.75343137254902
1,1,-1,0.341725549396977,0.571438687506629,"1",0.75,0.571438687506629,0.857451016734468,0.75343137254902
-1,-1,-1,0.10371605877026,0.0416558118307136,"0",0.75,0.10371605877026,0.609331499044759,0.715430861723447
1,1,-1,0.387921086045201,0.562560585059128,"0",0.25,0.387921086045201,0.142548983265532,0.24656862745098
1,-1,-1,0.208292212061456,0.321863016716896,"1",0.75,0.321863016716896,0.659082964900289,0.742203742203742
1,1,-1,0.337743824709284,0.573121423673409,"0",0.25,0.337743824709284,0.142548983265532,0.24656862745098
1,1,1,0.920636381523975,0.964089494700634,"1",0.75,0.964089494700634,0.843416693853545,0.75343137254902
1,1,-1,0.343943158816299,0.591653312133572,"1",0.75,0.591653312133572,0.857451016734468,0.75343137254902
-1,-1,1,0.656648688711846,0.409132242110978,"1",0.25,0.409132242110978,0.364726353641158,0.284569138276553
1,1,1,0.920450510694848,0.940486159115046,"0",0.25,0.920450510694848,0.156583306146455,0.24656862745098
1,1,-1,0.373713983092058,0.587285254192618,"1",0.75,0.587285254192618,0.857451016734468,0.75343137254902
-1,-1,-1,0.0426515222456332,0.0176178699935903,"0",0.75,0.0426515222456332,0.609331499044759,0.715430861723447
1,-1,1,0.829138062950187,0.682284830249575,"1",0.75,0.682284830249575,0.63385826503917,0.742203742203742
-1,1,-1,0.234867707120403,0.323676478844217,"1",0.75,0.323676478844217,0.666092606932346,0.75343137254902
-1,1,1,0.780382302885015,0.685324855841008,"0",0.25,0.780382302885015,0.358895868352731,0.24656862745098
-1,-1,1,0.651413111075049,0.386491481586002,"1",0.25,0.386491481586002,0.364726353641158,0.284569138276553
1,1,1,0.925948702870516,0.934301318470967,"0",0.25,0.925948702870516,0.156583306146455,0.24656862745098
-1,1,1,0.775629537387033,0.642632438915981,"1",0.75,0.642632438915981,0.641104131647269,0.75343137254902
-1,-1,1,0.681676695753902,0.41084133221186,"0",0.75,0.681676695753902,0.635273646358842,0.715430861723447
-1,1,1,0.786232141249958,0.702788626185298,"1",0.75,0.702788626185298,0.641104131647269,0.75343137254902
1,1,-1,0.406989811449504,0.588370735544956,"1",0.75,0.588370735544956,0.857451016734468,0.75343137254902
-1,-1,-1,0.142770521726238,0.0537492340752655,"0",0.75,0.142770521726238,0.609331499044759,0.715430861723447
1,1,-1,0.366329906784637,0.579337647194264,"1",0.75,0.579337647194264,0.857451016734468,0.75343137254902
-1,1,-1,0.229574297804662,0.32819531437824,"1",0.75,0.32819531437824,0.666092606932346,0.75343137254902
-1,-1,-1,0.103782260637173,0.0481959214959186,"1",0.25,0.0481959214959186,0.390668500955241,0.284569138276553
1,1,1,0.947309311955995,0.955790660566055,"0",0.25,0.947309311955995,0.156583306146455,0.24656862745098
-1,-1,-1,0.103514560429729,0.0363457963547514,"0",0.75,0.103514560429729,0.609331499044759,0.715430861723447
-1,1,1,0.802900220664565,0.639844083370671,"1",0.75,0.639844083370671,0.641104131647269,0.75343137254902
1,-1,-1,0.270400333426497,0.313713889509929,"1",0.75,0.313713889509929,0.659082964900289,0.742203742203742
-1,-1,-1,0.0672271243546716,0.0413948742336036,"1",0.25,0.0413948742336036,0.390668500955241,0.284569138276553
-1,-1,-1,0.037075627255626,0.0527364965958498,"0",0.75,0.037075627255626,0.609331499044759,0.715430861723447
-1,-1,1,0.625855385737325,0.408513104862534,"0",0.75,0.625855385737325,0.635273646358842,0.715430861723447
-1,-1,-1,0.0725831316088691,0.0649572968383655,"0",0.75,0.0725831316088691,0.609331499044759,0.715430861723447
-1,1,-1,0.242357173210681,0.344306522203873,"0",0.25,0.242357173210681,0.333907393067654,0.24656862745098
1,1,-1,0.365333363019913,0.591922256377567,"0",0.25,0.365333363019913,0.142548983265532,0.24656862745098
-1,-1,1,0.650901450832389,0.397419003968687,"0",0.75,0.650901450832389,0.635273646358842,0.715430861723447
1,-1,1,0.789385320741346,0.670709284475881,"1",0.75,0.670709284475881,0.63385826503917,0.742203742203742
-1,1,-1,0.214828511359196,0.322504173517809,"1",0.75,0.322504173517809,0.666092606932346,0.75343137254902
-1,1,-1,0.234415940214841,0.272374823395285,"1",0.75,0.272374823395285,0.666092606932346,0.75343137254902
-1,1,-1,0.206516202157079,0.298739747361535,"0",0.25,0.206516202157079,0.333907393067654,0.24656862745098
-1,1,1,0.756732995401561,0.679997547769754,"1",0.75,0.679997547769754,0.641104131647269,0.75343137254902
1,-1,-1,0.226624627451674,0.338589482661185,"0",0.25,0.226624627451674,0.340917035099711,0.257796257796258
1,1,1,0.887752324014859,0.943021638145156,"1",0.75,0.943021638145156,0.843416693853545,0.75343137254902
1,1,-1,0.447809632831112,0.598584565967006,"1",0.75,0.598584565967006,0.857451016734468,0.75343137254902
1,-1,-1,0.256747809661327,0.299463794091595,"1",0.75,0.299463794091595,0.659082964900289,0.742203742203742
-1,1,-1,0.241852390411244,0.346907899960782,"1",0.75,0.346907899960782,0.666092606932346,0.75343137254902
1,-1,-1,0.237087392656108,0.28395020598716,"1",0.75,0.28395020598716,0.659082964900289,0.742203742203742
1,1,-1,0.380331261938537,0.592034527067125,"1",0.75,0.592034527067125,0.857451016734468,0.75343137254902
1,1,-1,0.417511281576583,0.57331279676187,"1",0.75,0.57331279676187,0.857451016734468,0.75343137254902
-1,-1,1,0.648319331589149,0.414709734706133,"0",0.75,0.648319331589149,0.635273646358842,0.715430861723447
