V1,V2,V3,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,linear0,lasso0,linear1,lasso1
-1,-1,-1,0.0876893203017714,0.0354068978936598,0,0.25,0.0876893203017714,0.36135258739110404,0.25250501002004,0.08769142706160649,0.3367441587977931,0.04973363342054038,0.22791894134946872
-1,-1,1,0.688942240477428,0.408100523166535,1,0.75,0.408100523166535,0.641171262542809,0.74749498997996,0.6453911901386614,0.7343785673852574,0.4065340811988124,0.42396527251522403
-1,-1,1,0.674658493160326,0.40443618644845597,0,0.25,0.674658493160326,0.35882873745719107,0.25250501002004,0.6453911901386614,0.7343785673852574,0.4065340811988124,0.42396527251522403
1,1,1,0.922469304138313,0.9587452991946441,0,0.75,0.922469304138313,0.842632289768378,0.7421568627450981,0.9248754989722889,0.7343785673852574,0.9401124048036121,0.6759477330384887
1,-1,-1,0.20024125602845602,0.32389770282060304,0,0.75,0.20024125602845602,0.632992532426379,0.743243243243243,0.22660749760722532,0.3367441587977931,0.31645656479301143,0.35490535821236957
-1,1,1,0.794026738022078,0.6481491758116751,0,0.75,0.794026738022078,0.6372321020656271,0.7421568627450981,0.7859594284266701,0.7343785673852574,0.6733894734311411,0.5489613161755877
-1,1,1,0.8261937789696949,0.677558153464932,0,0.75,0.8261937789696949,0.6372321020656271,0.7421568627450981,0.7859594284266701,0.7343785673852574,0.6733894734311411,0.5489613161755877
-1,-1,1,0.618306893513314,0.41529513233871507,1,0.75,0.41529513233871507,0.641171262542809,0.74749498997996,0.6453911901386614,0.7343785673852574,0.4065340811988124,0.42396527251522403
1,1,1,0.92588139367223,0.9339666830766469,0,0.75,0.92588139367223,0.842632289768378,0.7421568627450981,0.9248754989722889,0.7343785673852574,0.9401124048036121,0.6759477330384887
-1,1,-1,0.170289354736366,0.30567710733229,0,0.75,0.170289354736366,0.6397602612739101,0.7421568627450981,0.22825966534961517,0.3367441587977931,0.31658902565286906,0.3529149850098325
-1,-1,-1,0.0633080418939313,0.0627661956490728,1,0.75,0.0627661956490728,0.638647412608896,0.74749498997996,0.08769142706160649,0.3367441587977931,0.04973363342054038,0.22791894134946872
1,-1,-1,0.289706100612222,0.29818032306249204,0,0.75,0.289706100612222,0.632992532426379,0.743243243243243,0.22660749760722532,0.3367441587977931,0.31645656479301143,0.35490535821236957
1,-1,-1,0.19474992442829697,0.304325592899145,0,0.75,0.19474992442829697,0.632992532426379,0.743243243243243,0.22660749760722532,0.3367441587977931,0.31645656479301143,0.35490535821236957
1,-1,-1,0.21274265431783101,0.324935940195152,0,0.75,0.21274265431783101,0.632992532426379,0.743243243243243,0.22660749760722532,0.3367441587977931,0.31645656479301143,0.35490535821236957
-1,1,-1,0.23093263133956696,0.321137649255602,0,0.75,0.23093263133956696,0.6397602612739101,0.7421568627450981,0.22825966534961517,0.3367441587977931,0.31658902565286906,0.3529149850098325
-1,1,-1,0.202137297258517,0.36842287320275,0,0.75,0.202137297258517,0.6397602612739101,0.7421568627450981,0.22825966534961517,0.3367441587977931,0.31658902565286906,0.3529149850098325
1,-1,-1,0.209706642212475,0.37142743422238395,1,0.25,0.37142743422238395,0.36700746757362107,0.25675675675675697,0.22660749760722532,0.3367441587977931,0.31645656479301143,0.35490535821236957
1,1,-1,0.36291987601857295,0.567972004390427,1,0.25,0.567972004390427,0.155920748112317,0.257843137254902,0.367175735895234,0.3367441587977931,0.5833119570253401,0.4799014018727333
1,-1,1,0.7714934767639909,0.6827194267399139,0,0.75,0.7714934767639909,0.630444313206129,0.743243243243243,0.7843072606842802,0.7343785673852574,0.6732570125712835,0.5509516893781248
1,1,1,0.9293310185321451,0.9177360587220921,0,0.75,0.9293310185321451,0.842632289768378,0.7421568627450981,0.9248754989722889,0.7343785673852574,0.9401124048036121,0.6759477330384887
-1,-1,1,0.665038359373239,0.36684462645527294,0,0.25,0.665038359373239,0.35882873745719107,0.25250501002004,0.6453911901386614,0.7343785673852574,0.4065340811988124,0.42396527251522403
1,-1,-1,0.22302236273335502,0.317296081777265,0,0.75,0.22302236273335502,0.632992532426379,0.743243243243243,0.22660749760722532,0.3367441587977931,0.31645656479301143,0.35490535821236957
1,1,-1,0.36534222631914504,0.574695966171485,0,0.75,0.36534222631914504,0.844079251887683,0.7421568627450981,0.367175735895234,0.3367441587977931,0.5833119570253401,0.4799014018727333
-1,1,-1,0.21500781499991298,0.331639902174979,0,0.75,0.21500781499991298,0.6397602612739101,0.7421568627450981,0.22825966534961517,0.3367441587977931,0.31658902565286906,0.3529149850098325
