"V1","V2","V3","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
-1,-1,-1,0.0683953732824876,0.0542212361773389,"0",0.75,0.0683953732824876,0.674096047329899,0.769087523277467
1,-1,-1,0.268413775557298,0.324320782620729,"1",0.75,0.324320782620729,0.675787156339903,0.780808080808081
-1,1,1,0.784862846874854,0.671944270820145,"1",0.75,0.671944270820145,0.636494083016107,0.744186046511628
1,1,1,0.899161197439858,0.958993682170685,"1",0.75,0.958993682170685,0.883028522734736,0.780808080808081
1,-1,-1,0.199572970689912,0.319286539331885,"1",0.75,0.319286539331885,0.675787156339903,0.780808080808081
-1,1,-1,0.273152087768426,0.323497330935204,"0",0.25,0.273152087768426,0.401063173348732,0.255813953488372
1,-1,1,0.843832370993069,0.664950437037329,"1",0.75,0.664950437037329,0.709636713670184,0.780808080808081
1,1,-1,0.321575040533001,0.561659870440799,"1",0.75,0.561659870440799,0.865563062017677,0.780808080808081
1,1,1,0.934357721220615,0.936790835672678,"1",0.75,0.936790835672678,0.883028522734736,0.780808080808081
-1,-1,1,0.674186849707059,0.444623939135104,"1",0.25,0.444623939135104,0.361784443124513,0.230912476722533
1,-1,1,0.794069891154404,0.671671270027942,"1",0.75,0.671671270027942,0.709636713670184,0.780808080808081
-1,-1,-1,0.113793942023095,0.0648349469053803,"0",0.75,0.113793942023095,0.674096047329899,0.769087523277467
1,1,-1,0.394069168984572,0.613540770720384,"1",0.75,0.613540770720384,0.865563062017677,0.780808080808081
1,-1,1,0.819065401617154,0.681334629363673,"1",0.75,0.681334629363673,0.709636713670184,0.780808080808081
-1,1,1,0.760581135107883,0.667979877585563,"1",0.75,0.667979877585563,0.636494083016107,0.744186046511628
1,1,1,0.966110217463512,0.949507370920769,"1",0.75,0.949507370920769,0.883028522734736,0.780808080808081
-1,-1,1,0.666338405877614,0.41544933405181,"1",0.25,0.41544933405181,0.361784443124513,0.230912476722533
-1,1,1,0.772113242455676,0.650711551801083,"1",0.75,0.650711551801083,0.636494083016107,0.744186046511628
-1,-1,-1,0.121839130341163,0.035686454447092,"1",0.25,0.035686454447092,0.325903952670101,0.230912476722533
1,1,-1,0.354635209355737,0.600373170374081,"1",0.75,0.600373170374081,0.865563062017677,0.780808080808081
1,1,1,0.90437001436502,0.932673045921469,"1",0.75,0.932673045921469,0.883028522734736,0.780808080808081
1,-1,-1,0.230405901876656,0.323228936653598,"1",0.75,0.323228936653598,0.675787156339903,0.780808080808081
1,-1,-1,0.223692123019747,0.292466279911382,"0",0.25,0.223692123019747,0.324212843660097,0.219191919191919
1,-1,1,0.835648665510834,0.64839442340951,"0",0.25,0.835648665510834,0.290363286329816,0.219191919191919
1,-1,1,0.812678650324812,0.667092350118742,"1",0.75,0.667092350118742,0.709636713670184,0.780808080808081
1,1,1,0.971164549607962,0.951195765612133,"0",0.25,0.971164549607962,0.116971477265264,0.219191919191919
1,1,1,0.960506870556488,0.938968695694413,"1",0.75,0.938968695694413,0.883028522734736,0.780808080808081
1,-1,1,0.767699034437684,0.652214430455562,"0",0.25,0.767699034437684,0.290363286329816,0.219191919191919
-1,1,-1,0.219880974333613,0.311509553520868,"1",0.75,0.311509553520868,0.598936826651268,0.744186046511628
-1,1,1,0.74734309837687,0.675411382244811,"1",0.75,0.675411382244811,0.636494083016107,0.744186046511628
1,1,-1,0.379417524460372,0.581747879472301,"1",0.75,0.581747879472301,0.865563062017677,0.780808080808081
1,-1,-1,0.241033880883649,0.333294750225467,"1",0.75,0.333294750225467,0.675787156339903,0.780808080808081
1,-1,-1,0.255433377725812,0.293881222518135,"1",0.75,0.293881222518135,0.675787156339903,0.780808080808081
1,1,1,0.897007377343214,0.954369939568549,"1",0.75,0.954369939568549,0.883028522734736,0.780808080808081
-1,-1,1,0.613216192369329,0.390550193862814,"0",0.75,0.613216192369329,0.638215556875487,0.769087523277467
-1,1,1,0.772296913455049,0.710134737547811,"1",0.75,0.710134737547811,0.636494083016107,0.744186046511628
1,-1,-1,0.231905337938252,0.300845092390137,"1",0.75,0.300845092390137,0.675787156339903,0.780808080808081
-1,-1,1,0.664033212364351,0.441876523627961,"1",0.25,0.441876523627961,0.361784443124513,0.230912476722533
-1,-1,1,0.642473964829142,0.399864906535514,"0",0.75,0.642473964829142,0.638215556875487,0.769087523277467
-1,1,-1,0.239413408044081,0.2623061743611,"0",0.25,0.239413408044081,0.401063173348732,0.255813953488372
-1,1,-1,0.259685467282458,0.279092265191857,"0",0.25,0.259685467282458,0.401063173348732,0.255813953488372
-1,-1,1,0.5691207056815,0.414993835284221,"0",0.75,0.5691207056815,0.638215556875487,0.769087523277467
-1,-1,-1,0.0973395922443151,0.0578859178409469,"1",0.25,0.0578859178409469,0.325903952670101,0.230912476722533
-1,1,-1,0.206347609922427,0.311795935021806,"1",0.75,0.311795935021806,0.598936826651268,0.744186046511628
-1,-1,1,0.671515370218946,0.43108427587241,"0",0.75,0.671515370218946,0.638215556875487,0.769087523277467
-1,1,-1,0.195644708955995,0.340546584711639,"1",0.75,0.340546584711639,0.598936826651268,0.744186046511628
-1,1,-1,0.208104618223458,0.273012655775919,"1",0.75,0.273012655775919,0.598936826651268,0.744186046511628
-1,1,1,0.776612196462859,0.694552534646062,"0",0.25,0.776612196462859,0.363505916983893,0.255813953488372
-1,-1,1,0.647976059825305,0.40757240736577,"0",0.75,0.647976059825305,0.638215556875487,0.769087523277467
1,1,-1,0.312037281174909,0.577565129916421,"1",0.75,0.577565129916421,0.865563062017677,0.780808080808081
-1,1,1,0.831642044883288,0.66505823565737,"1",0.75,0.66505823565737,0.636494083016107,0.744186046511628
-1,1,1,0.815756331584234,0.6761732739502,"1",0.75,0.6761732739502,0.636494083016107,0.744186046511628
1,-1,1,0.746708355082225,0.696151709437624,"0",0.25,0.746708355082225,0.290363286329816,0.219191919191919
-1,-1,1,0.64522078732507,0.383820432547236,"0",0.75,0.64522078732507,0.638215556875487,0.769087523277467
1,-1,1,0.770469924696098,0.674084897928694,"1",0.75,0.674084897928694,0.709636713670184,0.780808080808081
-1,1,-1,0.295629258877046,0.345494069507411,"1",0.75,0.345494069507411,0.598936826651268,0.744186046511628
-1,1,1,0.853533764417041,0.666197870765221,"1",0.75,0.666197870765221,0.636494083016107,0.744186046511628
1,1,1,0.947694807244232,0.931544015633267,"1",0.75,0.931544015633267,0.883028522734736,0.780808080808081
1,-1,-1,0.269195414274225,0.331201023785297,"1",0.75,0.331201023785297,0.675787156339903,0.780808080808081
-1,1,1,0.792541795675657,0.662631651519717,"1",0.75,0.662631651519717,0.636494083016107,0.744186046511628
1,-1,-1,0.194762358721567,0.285709112561675,"1",0.75,0.285709112561675,0.675787156339903,0.780808080808081
-1,-1,1,0.693600740501316,0.379018023913901,"0",0.75,0.693600740501316,0.638215556875487,0.769087523277467
-1,-1,1,0.637518160341788,0.371182354519422,"0",0.75,0.637518160341788,0.638215556875487,0.769087523277467
-1,-1,-1,0.0833406277303352,0.0234690446606483,"0",0.75,0.0833406277303352,0.674096047329899,0.769087523277467
1,1,-1,0.304761530733779,0.580527153088331,"1",0.75,0.580527153088331,0.865563062017677,0.780808080808081
-1,-1,-1,0.116340520901199,0.0566886480692216,"0",0.75,0.116340520901199,0.674096047329899,0.769087523277467
1,-1,1,0.820858372114755,0.679021091019961,"0",0.25,0.820858372114755,0.290363286329816,0.219191919191919
1,-1,1,0.805786295853979,0.659814894657728,"1",0.75,0.659814894657728,0.709636713670184,0.780808080808081
1,1,1,0.913437714206227,0.96202326680395,"1",0.75,0.96202326680395,0.883028522734736,0.780808080808081
-1,-1,-1,0.0583134348160312,0.0432544495580526,"0",0.75,0.0583134348160312,0.674096047329899,0.769087523277467
1,1,-1,0.338981168950171,0.594576829811914,"1",0.75,0.594576829811914,0.865563062017677,0.780808080808081
1,-1,-1,0.245740203079078,0.347045996960729,"1",0.75,0.347045996960729,0.675787156339903,0.780808080808081
1,-1,1,0.818522702448008,0.671797035002761,"1",0.75,0.671797035002761,0.709636713670184,0.780808080808081
-1,-1,1,0.631263086655413,0.39615665241862,"0",0.75,0.631263086655413,0.638215556875487,0.769087523277467
-1,-1,-1,0.0767542208305817,0.0123146141280652,"0",0.75,0.0767542208305817,0.674096047329899,0.769087523277467
-1,1,-1,0.278792555194525,0.331590351640109,"0",0.25,0.278792555194525,0.401063173348732,0.255813953488372
-1,-1,-1,0.102140118020479,0.0133495188985136,"0",0.75,0.102140118020479,0.674096047329899,0.769087523277467
1,-1,1,0.746439426111789,0.663858758810534,"1",0.75,0.663858758810534,0.709636713670184,0.780808080808081
-1,-1,-1,0.0910662208964015,0.044739081776261,"0",0.75,0.0910662208964015,0.674096047329899,0.769087523277467
-1,-1,1,0.631415232231681,0.440182627511819,"0",0.75,0.631415232231681,0.638215556875487,0.769087523277467
-1,1,1,0.785697128959404,0.676648498838489,"1",0.75,0.676648498838489,0.636494083016107,0.744186046511628
1,1,-1,0.341843406150863,0.58067702524362,"1",0.75,0.58067702524362,0.865563062017677,0.780808080808081
-1,-1,1,0.601173144836939,0.3972697969465,"1",0.25,0.3972697969465,0.361784443124513,0.230912476722533
1,-1,-1,0.226457506619626,0.299477440668791,"1",0.75,0.299477440668791,0.675787156339903,0.780808080808081
-1,1,1,0.790130863381996,0.680883154870447,"1",0.75,0.680883154870447,0.636494083016107,0.744186046511628
-1,-1,-1,0.10421673614457,0.0340008820863844,"0",0.75,0.10421673614457,0.674096047329899,0.769087523277467
1,-1,1,0.792523537693522,0.65548641898565,"1",0.75,0.65548641898565,0.709636713670184,0.780808080808081
1,1,1,0.939136422904521,0.944628502105029,"1",0.75,0.944628502105029,0.883028522734736,0.780808080808081
1,-1,-1,0.174892045271329,0.308815654992027,"1",0.75,0.308815654992027,0.675787156339903,0.780808080808081
-1,-1,-1,0.0825089142782495,0.0246024632448962,"0",0.75,0.0825089142782495,0.674096047329899,0.769087523277467
-1,-1,-1,0.146620539465183,0.0255376274584338,"0",0.75,0.146620539465183,0.674096047329899,0.769087523277467
1,1,-1,0.406240485141703,0.539712448045299,"1",0.75,0.539712448045299,0.865563062017677,0.780808080808081
-1,1,-1,0.192649874608385,0.333919576954896,"1",0.75,0.333919576954896,0.598936826651268,0.744186046511628
1,1,1,0.931310130545085,0.957054438843202,"1",0.75,0.957054438843202,0.883028522734736,0.780808080808081
-1,1,-1,0.208599149504113,0.326600447559133,"1",0.75,0.326600447559133,0.598936826651268,0.744186046511628
-1,1,-1,0.253621694795735,0.303138195070774,"1",0.75,0.303138195070774,0.598936826651268,0.744186046511628
1,-1,-1,0.199185160958873,0.329872848620028,"1",0.75,0.329872848620028,0.675787156339903,0.780808080808081
-1,1,1,0.814524481276299,0.637150972052966,"1",0.75,0.637150972052966,0.636494083016107,0.744186046511628
-1,-1,-1,0.0908062809302225,0.0508877233764815,"0",0.75,0.0908062809302225,0.674096047329899,0.769087523277467
1,1,1,0.884015264131652,0.9248804241213,"1",0.75,0.9248804241213,0.883028522734736,0.780808080808081
1,1,-1,0.343080846732452,0.581302918516471,"1",0.75,0.581302918516471,0.865563062017677,0.780808080808081
-1,-1,1,0.636863325931584,0.394817571341053,"0",0.75,0.636863325931584,0.638215556875487,0.769087523277467
-1,1,-1,0.208833891320338,0.308274877262418,"1",0.75,0.308274877262418,0.598936826651268,0.744186046511628
1,-1,-1,0.2727354758798,0.287847570570463,"1",0.75,0.287847570570463,0.675787156339903,0.780808080808081
-1,-1,-1,0.110098218367556,0.0321063235264901,"1",0.25,0.0321063235264901,0.325903952670101,0.230912476722533
1,1,-1,0.351234146702579,0.574497192014966,"1",0.75,0.574497192014966,0.865563062017677,0.780808080808081
1,1,1,0.941136703867372,0.96430839894947,"1",0.75,0.96430839894947,0.883028522734736,0.780808080808081
1,-1,-1,0.213430305109473,0.285434732991533,"1",0.75,0.285434732991533,0.675787156339903,0.780808080808081
-1,-1,1,0.637083387901241,0.415200495894034,"0",0.75,0.637083387901241,0.638215556875487,0.769087523277467
-1,-1,1,0.631533213324344,0.407245433584412,"0",0.75,0.631533213324344,0.638215556875487,0.769087523277467
1,-1,1,0.722461541038072,0.658662572926966,"1",0.75,0.658662572926966,0.709636713670184,0.780808080808081
-1,1,-1,0.214050911040297,0.311528955087379,"1",0.75,0.311528955087379,0.598936826651268,0.744186046511628
-1,-1,1,0.61948785173529,0.395167780078697,"0",0.75,0.61948785173529,0.638215556875487,0.769087523277467
1,-1,-1,0.247573860501818,0.33426076276078,"1",0.75,0.33426076276078,0.675787156339903,0.780808080808081
1,-1,-1,0.271693632017895,0.335422088723684,"1",0.75,0.335422088723684,0.675787156339903,0.780808080808081
-1,-1,1,0.648925198748674,0.415895203874957,"0",0.75,0.648925198748674,0.638215556875487,0.769087523277467
1,1,1,0.911096202524216,0.939720081488777,"1",0.75,0.939720081488777,0.883028522734736,0.780808080808081
