"V1","V2","V3","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
-1,-1,-1,0.103696888669164,0.0787334001771454,"1",0.5,0.0787334001771454,0.522811089543941,0.538022813688213
-1,-1,1,0.624136521596299,0.401764008437112,"0",0.5,0.624136521596299,0.532418819586429,0.530318602261048
1,-1,1,0.741321880677394,0.671937830598423,"0",0.5,0.741321880677394,0.538332742369833,0.530318602261048
1,1,-1,0.312262448596906,0.593219964496812,"0",0.5,0.312262448596906,0.473242211264539,0.469387755102041
-1,-1,1,0.656578862515754,0.429005442058012,"0",0.5,0.656578862515754,0.532418819586429,0.530318602261048
1,1,-1,0.369342046398573,0.579613877125247,"1",0.5,0.579613877125247,0.526757788735461,0.530612244897959
1,-1,1,0.840253156871844,0.665235354711453,"1",0.5,0.665235354711453,0.461667257630167,0.469681397738952
1,1,-1,0.431671984587834,0.605768167607225,"1",0.5,0.605768167607225,0.526757788735461,0.530612244897959
1,-1,-1,0.25771397933993,0.323889834033079,"0",0.5,0.25771397933993,0.483123224670199,0.5078125
-1,1,1,0.758780827051622,0.664860465615615,"0",0.5,0.758780827051622,0.522548870078267,0.530318602261048
-1,1,1,0.813148622049234,0.69244695891053,"0",0.5,0.813148622049234,0.522548870078267,0.530318602261048
-1,-1,1,0.667545532060383,0.407369433552606,"0",0.5,0.667545532060383,0.532418819586429,0.530318602261048
1,-1,-1,0.207949476607459,0.336455955713738,"1",0.5,0.336455955713738,0.516876775329801,0.4921875
-1,-1,-1,0.0819800062463799,0.0248528170555345,"0",0.5,0.0819800062463799,0.477188910456059,0.461977186311787
1,1,-1,0.340791057585278,0.611849893616414,"0",0.5,0.340791057585278,0.473242211264539,0.469387755102041
-1,1,1,0.784534816110866,0.698595876012342,"0",0.5,0.784534816110866,0.522548870078267,0.530318602261048
1,1,1,0.919844893516842,0.948573676286151,"1",0.5,0.948573676286151,0.471522929113101,0.469681397738952
1,1,1,0.922163206390814,0.977969313335921,"1",0.5,0.977969313335921,0.471522929113101,0.469681397738952
-1,1,-1,0.19833041169235,0.338952123274185,"1",0.5,0.338952123274185,0.532680466132287,0.538022813688213
1,1,1,0.891284679187363,0.955276644329288,"1",0.5,0.955276644329288,0.471522929113101,0.469681397738952
1,-1,-1,0.175578749795292,0.33383252914922,"1",0.5,0.33383252914922,0.516876775329801,0.4921875
-1,1,-1,0.263825036292647,0.347415303138103,"1",0.5,0.347415303138103,0.532680466132287,0.538022813688213
1,-1,-1,0.214452807919989,0.341747794819849,"0",0.5,0.214452807919989,0.483123224670199,0.5078125
-1,1,-1,0.24295916762392,0.294855313331946,"1",0.5,0.294855313331946,0.532680466132287,0.538022813688213
-1,-1,1,0.615542352021235,0.447650114174796,"1",0.5,0.447650114174796,0.467581180413571,0.469681397738952
-1,1,-1,0.178091274746056,0.349008034035978,"0",0.5,0.178091274746056,0.467319533867713,0.461977186311787
-1,-1,-1,0.136314305006429,0.0433445387827753,"0",0.5,0.136314305006429,0.477188910456059,0.461977186311787
-1,1,-1,0.207915686879765,0.338264337773953,"1",0.5,0.338264337773953,0.532680466132287,0.538022813688213
1,1,-1,0.373502212865416,0.574798154328295,"1",0.5,0.574798154328295,0.526757788735461,0.530612244897959
-1,1,1,0.785677888323655,0.68064150302545,"1",0.5,0.68064150302545,0.477451129921733,0.469681397738952
-1,1,1,0.772523385130536,0.672634603235892,"0",0.5,0.772523385130536,0.522548870078267,0.530318602261048
1,1,-1,0.390021385747534,0.599249852216675,"0",0.5,0.390021385747534,0.473242211264539,0.469387755102041
