"V1","V2","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
-0.626453810742332,0.705110658849183,0.65267119329174,0.577828870263634,"1",0.9,0.577828870263634,0.858442036753664,0.919847328244275
0.183643324222082,-0.626868755088675,0.503399790447914,0.475952077697736,"0",0.9,0.503399790447914,0.561470198554228,0.911764705882353
-0.835628612410047,-0.323029666037114,0.521165603754799,0.442478434107106,"0",0.1,0.521165603754799,0.0897433833601894,0.0801526717557253
1.59528080213779,0.359649135154928,0.681935102634669,0.75597345038231,"0",0.9,0.681935102634669,0.977746922058216,0.911764705882353
0.329507771815361,-0.935663366930745,0.492219079386987,0.4666532049169,"0",0.9,0.492219079386987,0.649516222548461,0.911764705882353
-0.820468384118015,-1.00270296585366,0.433384776841507,0.368618559849689,"1",0.9,0.368618559849689,0.906474711514966,0.919847328244275
0.487429052428485,-0.0946130920738453,0.618404421724492,0.571397857200154,"0",0.9,0.618404421724492,0.731950525118914,0.911764705882353
0.738324705129217,1.96767194264453,0.893265881368318,0.852106338235598,"0",0.9,0.893265881368318,0.8337614144717,0.911764705882353
0.575781351653492,-1.07435039018375,0.473692601582745,0.459899682742913,"0",0.9,0.473692601582745,0.775059307058353,0.911764705882353
-0.305388387156356,0.149509026410048,0.614635647193323,0.549749591232519,"1",0.9,0.549749591232519,0.729051689603604,0.919847328244275
1.51178116845085,1.47926510996204,0.838441795238863,0.861677888362485,"0",0.9,0.838441795238863,0.97237139578153,0.911764705882353
0.389843236411431,-1.10229018416266,0.444465971125101,0.460964314084122,"0",0.9,0.444465971125101,0.683583924554577,0.911764705882353
-0.621240580541804,-1.20013075512554,0.423902901192354,0.344108227566746,"1",0.9,0.344108227566746,0.854295256039136,0.919847328244275
-2.2146998871775,-0.452152976748097,0.447422118336103,0.279824931193784,"1",0.9,0.279824931193784,0.996920420271262,0.919847328244275
1.12493091814311,-2.8227968441321,0.252579795924061,0.319341405433288,"0",0.9,0.252579795924061,0.933117770869948,0.911764705882353
-0.0449336090152309,-0.96116384063807,0.473304901698147,0.431813160817445,"1",0.9,0.431813160817445,0.580172680069736,0.919847328244275
-0.0161902630989461,-1.44657894208338,0.390770981518776,0.392128442765964,"1",0.9,0.392128442765964,0.561196665008754,0.919847328244275
0.943836210685299,-0.08708357157938,0.616700260146539,0.618161446410565,"0",0.9,0.616700260146539,0.895766477106252,0.911764705882353
0.821221195098089,-0.278400627928225,0.591997021722004,0.58651207454427,"1",0.1,0.58651207454427,0.136451249298278,0.0882352941176471
0.593901321217509,-0.222581837584496,0.593270718596881,0.557663468779692,"0",0.9,0.593270718596881,0.781325220220171,0.911764705882353
0.918977371608218,-0.20208140884719,0.594184223653295,0.615827768249005,"0",0.9,0.594184223653295,0.889911760614648,0.911764705882353
0.782136300731067,-0.371961035849675,0.555653536156729,0.556756914869945,"0",0.9,0.555653536156729,0.851688542185945,0.911764705882353
0.0745649833651906,0.261333464110725,0.650846085767555,0.575680302869139,"0",0.9,0.650846085767555,0.490874048933372,0.911764705882353
-1.98935169586337,1.82248800909522,0.751171688914896,0.597947745051635,"0",0.1,0.751171688914896,0.00528084480367841,0.0801526717557253
0.61982574789471,-0.273190353750115,0.574391704749301,0.580979511663115,"0",0.9,0.574391704749301,0.792338756837099,0.911764705882353
-0.0561287395290008,0.390301235075263,0.619121203273515,0.595071444962202,"1",0.9,0.595071444962202,0.590548264457428,0.919847328244275
-0.155795506705329,0.846857821606662,0.690199457717398,0.647964859092695,"1",0.9,0.647964859092695,0.650572369673678,0.919847328244275
-1.47075238389927,0.0632043855616527,0.544877440131548,0.414538303942262,"0",0.1,0.544877440131548,0.0195217721883594,0.0801526717557253
-0.47815005510862,-0.277347035643791,0.551128282926134,0.483573191037997,"1",0.9,0.483573191037997,0.805214379766936,0.919847328244275
0.417941560199702,0.814290006538139,0.713025973878366,0.695372020762354,"0",0.9,0.713025973878366,0.694265775766446,0.911764705882353
1.35867955152904,1.84273947939715,0.886993170947224,0.878830600319098,"1",0.1,0.878830600319098,0.0402203447793271,0.0882352941176471
-0.102787727342996,0.846537612873339,0.734618371467305,0.635135037398209,"1",0.9,0.635135037398209,0.619726249607951,0.919847328244275
0.387671611559369,-0.34506925682201,0.558187316647374,0.547203051542208,"1",0.1,0.547203051542208,0.319375952100114,0.0882352941176471
-0.0538050405829051,-0.683339973242741,0.529849501660224,0.459714660875906,"1",0.9,0.459714660875906,0.586320666406271,0.919847328244275
-1.37705955682861,-1.12110453924789,0.412880347430315,0.299760418735872,"0",0.1,0.412880347430315,0.0248843182376008,0.0801526717557253
-0.41499456329968,-0.0279871517942703,0.599177905878388,0.509351545518457,"1",0.9,0.509351545518457,0.779584784102375,0.919847328244275
-0.394289953710349,1.40550839877565,0.754351433035272,0.689806734215624,"1",0.9,0.689806734215624,0.773248817698837,0.919847328244275
-0.0593133967111857,-1.78531439326029,0.350949388800829,0.322233553404298,"1",0.9,0.322233553404298,0.586784456406194,0.919847328244275
1.10002537198388,0.983046947266264,0.762418299066598,0.746253253597797,"0",0.9,0.762418299066598,0.926344226405843,0.911764705882353
0.763175748457544,-1.42039771325689,0.435775497637424,0.460105678023299,"0",0.9,0.435775497637424,0.847046278278521,0.911764705882353
-0.164523596253587,1.53159714753354,0.780828541625923,0.705835686295522,"0",0.1,0.780828541625923,0.342788316085304,0.0801526717557253
-0.253361680136508,-0.336376067240284,0.516652558690494,0.502433704964319,"1",0.9,0.502433704964319,0.701375567507976,0.919847328244275
