"random","r0.06","r0.11"
0.847041847041847,0.818903318903319,0.659451659451659
0.835497835497836,0.793650793650794,0.65007215007215
0.846320346320346,0.80952380952381,0.661616161616162
0.826118326118326,0.77056277056277,0.751082251082251
0.855699855699856,0.791486291486291,0.700577200577201
0.844877344877345,0.81024531024531,0.625541125541126
0.847763347763348,0.795815295815296,0.665945165945166
0.852813852813853,0.798701298701299,0.665223665223665
0.838383838383838,0.76984126984127,0.704184704184704
0.855699855699856,0.791486291486291,0.611111111111111
0.83044733044733,0.831168831168831,0.821789321789322
0.83982683982684,0.842712842712843,0.778499278499278
0.837662337662338,0.844877344877345,0.837662337662338
0.827561327561328,0.834776334776335,0.810966810966811
0.850649350649351,0.858585858585859,0.834054834054834
0.83044733044733,0.77994227994228,0.678932178932179
0.835497835497836,0.741702741702742,0.725829725829726
0.842712842712843,0.721500721500722,0.823953823953824
0.834776334776335,0.766233766233766,0.826118326118326
0.858585858585859,0.80952380952381,0.792929292929293
0.844877344877345,0.823232323232323,0.772727272727273
0.844155844155844,0.758297258297258,0.75036075036075
0.857864357864358,0.805194805194805,0.747474747474748
0.83982683982684,0.777777777777778,0.751082251082251
0.87012987012987,0.75974025974026,0.746753246753247
