"V1","V2","V3","y0","y1","t","prob_t","y","prob_t_pred"
-1,-1,-1,0.112471332457987,0.0438796178854314,"0",0.5,0.112471332457987,0.499704546963512
1,-1,1,0.771756433315064,0.670643308113298,"0",0.5,0.771756433315064,0.509302681091701
-1,1,1,0.78742531713387,0.697986894920269,"1",0.5,0.697986894920269,0.509671537324989
1,-1,1,0.750502403638852,0.675054552350005,"1",0.5,0.675054552350005,0.490697318908299
1,1,-1,0.412631353758919,0.594145240187099,"0",0.5,0.412631353758919,0.512520204087084
-1,1,1,0.776685149665166,0.682848386494376,"0",0.5,0.776685149665166,0.490328462675011
1,1,1,0.948861812026318,0.961934995442556,"1",0.5,0.961934995442556,0.493775678623076
1,-1,1,0.746860833309579,0.689247908539945,"0",0.5,0.746860833309579,0.509302681091701
1,1,1,0.934843519481177,0.948426479665157,"1",0.5,0.948426479665157,0.493775678623076
-1,1,1,0.780841617709005,0.679578200390535,"0",0.5,0.780841617709005,0.490328462675011
1,-1,1,0.768977970276082,0.660865511829528,"1",0.5,0.660865511829528,0.490697318908299
-1,-1,1,0.647121739716045,0.445778306916434,"0",0.5,0.647121739716045,0.493406750167239
1,-1,1,0.799526007916313,0.673137192010548,"1",0.5,0.673137192010548,0.490697318908299
1,1,1,0.91842183905256,0.958544353156201,"0",0.5,0.91842183905256,0.506224321376924
-1,1,-1,0.255217701267793,0.346645696619061,"1",0.5,0.346645696619061,0.503374513620502
1,1,-1,0.388863881852399,0.588564427218612,"0",0.5,0.388863881852399,0.512520204087084
-1,1,1,0.791969327976364,0.663349889500204,"1",0.5,0.663349889500204,0.509671537324989
-1,-1,-1,0.106657520508763,0.0704920488829879,"1",0.5,0.0704920488829879,0.500295453036488
-1,1,-1,0.238828274217938,0.318254703510088,"0",0.5,0.238828274217938,0.496625486379498
1,1,-1,0.347672332195851,0.600411114855958,"0",0.5,0.347672332195851,0.512520204087084
1,-1,1,0.810468649875911,0.642750711993747,"1",0.5,0.642750711993747,0.490697318908299
1,-1,-1,0.264483787413056,0.31477135157474,"1",0.5,0.31477135157474,0.484403128125796
1,-1,1,0.786401021499106,0.680298423495839,"0",0.5,0.786401021499106,0.509302681091701
1,-1,-1,0.230987427603001,0.313814116380839,"1",0.5,0.313814116380839,0.484403128125796
1,1,-1,0.352571628005918,0.598756250286631,"0",0.5,0.352571628005918,0.512520204087084
1,1,-1,0.361734930088258,0.601940464572226,"1",0.5,0.601940464572226,0.487479795912916
1,1,1,0.940819868544353,0.929685702073763,"0",0.5,0.940819868544353,0.506224321376924
1,1,1,0.922724433181518,0.939001626435903,"1",0.5,0.939001626435903,0.493775678623076
-1,1,-1,0.253428105458456,0.339511291144136,"1",0.5,0.339511291144136,0.503374513620502
-1,-1,-1,0.0729443033295441,0.0882675310662101,"1",0.5,0.0882675310662101,0.500295453036488
1,-1,-1,0.20577013460956,0.334909108904447,"0",0.5,0.20577013460956,0.515596871874204
1,1,1,0.965870417051219,0.951267095818771,"0",0.5,0.965870417051219,0.506224321376924
1,-1,-1,0.226948379615373,0.353348131874045,"1",0.5,0.353348131874045,0.484403128125796
1,-1,-1,0.232154493227686,0.297669885363183,"0",0.5,0.232154493227686,0.515596871874204
-1,1,1,0.815145175179328,0.703273078850213,"0",0.5,0.815145175179328,0.490328462675011
-1,-1,-1,0.0975074915220853,0.078862482083653,"0",0.5,0.0975074915220853,0.499704546963512
1,-1,1,0.780422450746723,0.68330092499342,"0",0.5,0.780422450746723,0.509302681091701
-1,1,1,0.781829717648975,0.670625928045838,"0",0.5,0.781829717648975,0.490328462675011
-1,1,1,0.817758607786932,0.657262122204589,"0",0.5,0.817758607786932,0.490328462675011
-1,-1,1,0.666036276230103,0.424450654657921,"0",0.5,0.666036276230103,0.493406750167239
-1,-1,1,0.653563419969815,0.426917430719926,"1",0.5,0.426917430719926,0.506593249832761
-1,1,1,0.786971971361639,0.678476141738329,"1",0.5,0.678476141738329,0.509671537324989
-1,-1,-1,0.0734539737445646,0.0639117452337484,"1",0.5,0.0639117452337484,0.500295453036488
-1,1,1,0.819431703109006,0.69877090882435,"1",0.5,0.69877090882435,0.509671537324989
-1,1,-1,0.238064871817075,0.2802858942463,"1",0.5,0.2802858942463,0.503374513620502
-1,1,1,0.803770515075858,0.682377701485131,"0",0.5,0.803770515075858,0.490328462675011
-1,1,1,0.757822602279013,0.681431415061343,"1",0.5,0.681431415061343,0.509671537324989
-1,-1,-1,0.0582484764233516,0.0857008405352973,"0",0.5,0.0582484764233516,0.499704546963512
-1,1,1,0.79214834066013,0.693107432006772,"0",0.5,0.79214834066013,0.490328462675011
1,1,1,0.928969866019694,0.922625866828255,"0",0.5,0.928969866019694,0.506224321376924
-1,1,-1,0.225731904661206,0.308444956554324,"0",0.5,0.225731904661206,0.496625486379498
-1,1,-1,0.231521350075969,0.306007397104534,"1",0.5,0.306007397104534,0.503374513620502
1,-1,1,0.817955291359068,0.670046148602706,"0",0.5,0.817955291359068,0.509302681091701
-1,1,1,0.797511953889762,0.696193877081024,"0",0.5,0.797511953889762,0.490328462675011
1,1,-1,0.399882932471212,0.592239251853938,"1",0.5,0.592239251853938,0.487479795912916
-1,-1,1,0.645637403497247,0.417308518075025,"1",0.5,0.417308518075025,0.506593249832761
-1,-1,-1,0.0766823954679725,0.0747784755581352,"0",0.5,0.0766823954679725,0.499704546963512
1,1,-1,0.335129591040501,0.576242029525386,"0",0.5,0.335129591040501,0.512520204087084
1,1,1,0.932335043044453,0.948437790004113,"1",0.5,0.948437790004113,0.493775678623076
-1,1,-1,0.193302995980851,0.307083594830979,"1",0.5,0.307083594830979,0.503374513620502
1,-1,1,0.837215724077676,0.681102466845057,"1",0.5,0.681102466845057,0.490697318908299
-1,1,-1,0.150715715154326,0.335471003961265,"1",0.5,0.335471003961265,0.503374513620502
-1,-1,1,0.579229163927473,0.425420672124096,"1",0.5,0.425420672124096,0.506593249832761
-1,1,1,0.774340636615315,0.673987325307144,"0",0.5,0.774340636615315,0.490328462675011
1,1,1,0.924272884776796,0.958534106399073,"0",0.5,0.924272884776796,0.506224321376924
-1,1,1,0.733526461609675,0.673211197764704,"1",0.5,0.673211197764704,0.509671537324989
1,-1,1,0.785961001306586,0.681716119525157,"1",0.5,0.681716119525157,0.490697318908299
1,1,1,0.892085876440189,0.958988117210346,"0",0.5,0.892085876440189,0.506224321376924
1,-1,1,0.778836047992798,0.667030318942325,"1",0.5,0.667030318942325,0.490697318908299
-1,-1,-1,0.0857597507303517,0.055254155561917,"1",0.5,0.055254155561917,0.500295453036488
1,1,1,0.974476994425643,0.953477858850115,"0",0.5,0.974476994425643,0.506224321376924
1,-1,1,0.776307780846086,0.694464478728127,"1",0.5,0.694464478728127,0.490697318908299
1,1,1,0.888003155822636,0.965771937323633,"1",0.5,0.965771937323633,0.493775678623076
-1,1,-1,0.237172654918483,0.318227295613339,"0",0.5,0.237172654918483,0.496625486379498
-1,1,-1,0.236250255850622,0.321982322441578,"1",0.5,0.321982322441578,0.503374513620502
-1,-1,-1,0.0925041642213142,0.0515343804027164,"0",0.5,0.0925041642213142,0.499704546963512
-1,1,-1,0.222667070925312,0.279729673055733,"1",0.5,0.279729673055733,0.503374513620502
1,1,1,0.937813114806794,0.926425085091819,"0",0.5,0.937813114806794,0.506224321376924
-1,-1,1,0.623948793968459,0.439363296785715,"1",0.5,0.439363296785715,0.506593249832761
-1,1,-1,0.203691200936121,0.343674418144245,"1",0.5,0.343674418144245,0.503374513620502
-1,1,-1,0.214526322347308,0.323372488355463,"0",0.5,0.214526322347308,0.496625486379498
1,-1,1,0.792546003023253,0.695088362667287,"1",0.5,0.695088362667287,0.490697318908299
-1,1,1,0.786370376076019,0.685453287520075,"1",0.5,0.685453287520075,0.509671537324989
1,1,1,0.90779798024173,0.938386105195555,"1",0.5,0.938386105195555,0.493775678623076
-1,1,1,0.818273351359856,0.657805670718766,"0",0.5,0.818273351359856,0.490328462675011
-1,-1,1,0.670659916146956,0.416191327588569,"1",0.5,0.416191327588569,0.506593249832761
1,-1,1,0.83913803746871,0.694570061082369,"0",0.5,0.83913803746871,0.509302681091701
1,1,1,0.948991508184375,0.936673801549016,"1",0.5,0.936673801549016,0.493775678623076
1,-1,1,0.820104100915492,0.662895807721613,"0",0.5,0.820104100915492,0.509302681091701
-1,1,-1,0.267394591501615,0.330087589023805,"0",0.5,0.267394591501615,0.496625486379498
-1,1,1,0.735037382226956,0.654085933395616,"0",0.5,0.735037382226956,0.490328462675011
1,-1,-1,0.208940368478689,0.322412456868829,"1",0.5,0.322412456868829,0.484403128125796
-1,1,-1,0.189744560694541,0.326089434387357,"0",0.5,0.189744560694541,0.496625486379498
1,1,-1,0.389015509341644,0.599381202263089,"1",0.5,0.599381202263089,0.487479795912916
-1,-1,1,0.598325043262795,0.441288756999687,"1",0.5,0.441288756999687,0.506593249832761
-1,1,-1,0.184227490655777,0.330541921509059,"1",0.5,0.330541921509059,0.503374513620502
1,-1,1,0.782259838858882,0.683618997430756,"0",0.5,0.782259838858882,0.509302681091701
-1,-1,-1,0.083310648206401,0.0708781257296327,"0",0.5,0.083310648206401,0.499704546963512
-1,1,-1,0.243720524927602,0.327898817239497,"0",0.5,0.243720524927602,0.496625486379498
1,1,1,0.920308362907518,0.952287334555807,"0",0.5,0.920308362907518,0.506224321376924
1,1,1,0.962329547108996,0.943923831270228,"0",0.5,0.962329547108996,0.506224321376924
-1,-1,-1,0.00913972182908169,0.0413465999369955,"0",0.5,0.00913972182908169,0.499704546963512
-1,1,1,0.814659868867215,0.676853970004167,"0",0.5,0.814659868867215,0.490328462675011
1,1,1,0.911673119920407,0.938467213360706,"1",0.5,0.938467213360706,0.493775678623076
-1,-1,-1,0.0530218785967597,0.0432837011320201,"0",0.5,0.0530218785967597,0.499704546963512
1,1,-1,0.319339735521968,0.602195758047,"0",0.5,0.319339735521968,0.512520204087084
1,-1,1,0.830696289904419,0.662091743979689,"0",0.5,0.830696289904419,0.509302681091701
