Direct,data_train_enc_1,2000,0,3600,1794,0,0.330765009,897,55.15,50,1105,53.68818106,48.6169321,1
Direct,data_train_enc_1,2000,1,3600,1887,0,4.451700926,733,63.35,55.15,872,63.45347863,56.74769489,1
Direct,data_train_enc_1,2000,2,3600,1899,0,152.32111,716,64.2,55.65,869,63.57921207,56.45431685,1
Direct,data_train_enc_2,2000,0,3600,1784,0,0.356568098,937,53.15,48.35,1065,55.36462699,50,1
Direct,data_train_enc_2,2000,1,3600,1823,0,6.950273752,735,63.25,56.6,870,63.53730092,55.53227158,1
Direct,data_train_enc_2,2000,2,3600,1833,0,244.1541531,712,64.4,57.05,841,64.75272422,56.58005029,1
Direct,data_train_enc_3,2000,0,3600,1800,0,0.387120247,881,55.95,50.65,1121,53.01760268,48.07208718,1
Direct,data_train_enc_3,2000,1,3600,1870,0,5.644487858,763,61.85,54.35,957,59.89103101,53.64626991,1
Direct,data_train_enc_3,2000,2,3600,1882,0.001578266,214.2122209,709,64.55,56.4,901,62.23805532,55.0293378,1
Direct,data_train_enc_4,2000,0,3600,1806,0,0.357244253,907,54.65,50.15,1095,54.10729254,48.49119866,1
Direct,data_train_enc_4,2000,1,3600,1878,0,4.854973078,792,60.4,53.7,928,61.10645432,54.19111484,1
Direct,data_train_enc_4,2000,2,3600,1888,0.008827683,199.5593281,792,60.4,53.75,925,61.23218776,54.44258173,1
Direct,data_train_enc_5,2000,0,3600,1817,0,0.553333759,893,55.35,49.9,1109,53.52053646,48.7007544,1
Direct,data_train_enc_5,2000,1,3600,1874,0,11.37456608,727,63.65,56.05,878,63.20201174,55.99329422,1
Direct,data_train_enc_5,2000,2,3600,1883,0,271.6959653,715,64.25,56.25,870,63.53730092,55.95138307,1
