"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.46438398722685,0.334135590564901,1,0.25,0.334135590564901,0.307673775179495,0.313725490196078
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.269458112083624,0.210874823826692,1,0.25,0.210874823826692,0.324609942548838,0.313725490196078
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.559789590034422,0.497701715207969,1,0.75,0.497701715207969,0.62315067515735,0.816326530612245
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.562602953384474,0.479060604787676,0,0.75,0.562602953384474,0.4190519422717,0.686274509803922
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.279332569458068,0.386699506721148,1,0.75,0.386699506721148,0.780219689666598,0.816326530612245
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.335474640889621,0.267581863719056,1,0.25,0.267581863719056,0.425690196397348,0.313725490196078
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.58838463166803,0.541999276501468,1,0.75,0.541999276501468,0.612416211195541,0.816326530612245
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.308549053849099,0.315855048358964,0,0.75,0.308549053849099,0.456232788294528,0.686274509803922
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.572066434465424,0.603513689860909,0,0.25,0.572066434465424,0.249579953460465,0.183673469387755
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.222773748245535,0.280954803098295,1,0.75,0.280954803098295,0.649511650757599,0.816326530612245
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.383270739309557,0.369823938702444,1,0.25,0.369823938702444,0.54491936895684,0.313725490196078
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.540067603286422,0.557611642527686,1,0.75,0.557611642527686,0.71923773253686,0.816326530612245
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.497175258407425,0.407855221574934,0,0.75,0.497175258407425,0.533621599604761,0.686274509803922
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.364568008113947,0.281837832627063,1,0.25,0.281837832627063,0.275772500290577,0.313725490196078
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.329010563169532,0.361045477464759,1,0.75,0.361045477464759,0.666095503342016,0.816326530612245
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.297708891318762,0.316216528936893,1,0.75,0.316216528936893,0.615035536960237,0.816326530612245
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.518119962124794,0.452776414059442,0,0.75,0.518119962124794,0.516556519502835,0.686274509803922
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.609456865618612,0.583357409795107,0,0.25,0.609456865618612,0.284136019240033,0.183673469387755
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.733886600623131,0.681637724421733,1,0.75,0.681637724421733,0.725464851344825,0.816326530612245
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.382489946177018,0.3419748528541,1,0.25,0.3419748528541,0.444677765423725,0.313725490196078
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.555703170940637,0.609522995207373,0,0.25,0.555703170940637,0.205288933824565,0.183673469387755
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.79290275591152,0.694572506035817,1,0.75,0.694572506035817,0.623147101891028,0.816326530612245
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.471049417189845,0.512110962695552,1,0.75,0.512110962695552,0.70771083130264,0.816326530612245
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.253201201260265,0.334220467414798,0,0.25,0.253201201260265,0.318381386384615,0.183673469387755
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.410882572006972,0.285825343696952,0,0.75,0.410882572006972,0.596653810218059,0.686274509803922
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.243883058963803,0.231346325225154,0,0.75,0.243883058963803,0.519758748870881,0.686274509803922
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.909582089584855,0.770407622169579,1,0.75,0.770407622169579,0.659854261405783,0.816326530612245
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.786323366743347,0.796516174145756,1,0.75,0.796516174145756,0.794135335175772,0.816326530612245
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.734259481494609,0.634903380626067,1,0.75,0.634903380626067,0.622386028388745,0.816326530612245
