"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.642541465171329,0.61456426560655,0,0.5,0.642541465171329,0.540735190959784,0.534
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.39438118744454,0.444755122682673,1,0.5,0.444755122682673,0.472217409777182,0.466
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.691691186651946,0.768311921684225,1,0.5,0.768311921684225,0.457726862076969,0.466
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.474047752047339,0.529248817158821,1,0.5,0.529248817158821,0.467139977295312,0.466
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.444901387350765,0.524217060713402,0,0.5,0.444901387350765,0.53274479955496,0.534
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.662113697658955,0.788769565061653,0,0.5,0.662113697658955,0.542633041250761,0.534
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.954810481203773,0.918350211581587,1,0.5,0.918350211581587,0.444488706777021,0.466
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.438560906834828,0.383442229804858,1,0.5,0.383442229804858,0.469381715173823,0.466
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.33780006641292,0.347270315994075,0,0.5,0.33780006641292,0.525491934567499,0.534
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.667583610274511,0.626176057332157,1,0.5,0.626176057332157,0.45856716440309,0.466
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.491766190823757,0.614530445963017,1,0.5,0.614530445963017,0.46586237998077,0.466
