"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06719094239664,0.0199655472478828,0,0.9,0.06719094239664,0.94022185936565
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.545173863503952,0.460127294817548,0,0.9,0.545173863503952,0.935135234669031
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.55894110287678,0.544181142345768,0,0.9,0.55894110287678,0.393829195993065
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.54866168476098,0.54811062757789,1,0.9,0.54811062757789,0.47498942948535
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.279566117735207,0.380479631967878,1,0.9,0.380479631967878,0.960796436094635
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.631417820683667,0.571751414650672,0,0.9,0.631417820683667,0.832240461469174
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.487669094557851,0.478702866317489,0,0.9,0.487669094557851,0.43965527202427
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.424561189877195,0.422232487105534,1,0.9,0.422232487105534,0.485624700448294
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.370227889242666,0.484067735536577,1,0.9,0.484067735536577,0.895699939676766
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.591159537331944,0.616705958634643,1,0.9,0.616705958634643,0.762842574181754
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.462340719404647,0.473247403282587,1,0.9,0.473247403282587,0.452836220971677
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.332802277073554,0.390337347179045,1,0.9,0.390337347179045,0.853015346160786
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.479365904464531,0.433601772421951,0,0.9,0.479365904464531,0.772560992639207
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.425677358311984,0.338743136050217,0,0.9,0.425677358311984,0.967036939334975
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.421831055505076,0.446982727473339,1,0.9,0.446982727473339,0.797062461319395
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.465291141357134,0.491896537500148,1,0.9,0.491896537500148,0.684035479043803
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.630152828356386,0.560405276471333,0,0.9,0.630152828356386,0.771866042367371
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.515719614794972,0.541469199974474,1,0.9,0.541469199974474,0.818948608140227
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.389610962463875,0.448598940443984,1,0.9,0.448598940443984,0.825820686142023
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.456193557224118,0.416389738791362,0,0.9,0.456193557224118,0.795095881709441
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.481599299009641,0.553059665277398,1,0.9,0.553059665277398,0.942760288560129
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.387102612084566,0.406311154738579,1,0.9,0.406311154738579,0.531130371296385
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.193844649734259,0.268135195289436,1,0.9,0.268135195289436,0.862897974942696
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.552510377328227,0.572018502935703,1,0.9,0.572018502935703,0.82753835134247
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.271548638038644,0.226175248849889,0,0.9,0.271548638038644,0.835402439770805
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.452313791939402,0.437594842483521,0,0.9,0.452313791939402,0.664608778733778
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.519577633395059,0.530845227060623,1,0.9,0.530845227060623,0.576834500146181
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.550117925628697,0.599058192421184,1,0.9,0.599058192421184,0.911984043182354
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.482903563211101,0.479783655499805,1,0.9,0.479783655499805,0.531443314942701
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.55649143971719,0.648722115937368,1,0.9,0.648722115937368,0.941681851787327
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19833532343708,0.0421106422005725,1,0.1,0.0421106422005725,0.0147341946797992
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.473067784846322,0.501530469487567,1,0.9,0.501530469487567,0.691462463877771
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.247664722376692,0.230683726549198,1,0.1,0.230683726549198,0.414748433032956
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.569681395543639,0.568757694450234,1,0.9,0.568757694450234,0.315958398608742
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.560074466469141,0.548777327399289,0,0.9,0.560074466469141,0.403807454996663
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.435450229869925,0.362043920239841,0,0.9,0.435450229869925,0.760843639735304
