"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.631679538038787,0.633507856017206,0,0.5,0.631679538038787,0.50311099348899
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.377039583648816,0.431223941464139,1,0.5,0.431223941464139,0.525012006028836
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.690256170258545,0.795600848113287,1,0.5,0.795600848113287,0.485932966288108
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.475499300563532,0.549754771623973,1,0.5,0.549754771623973,0.512493384893653
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.482648931465974,0.539153795471588,0,0.5,0.482648931465974,0.487453299329313
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.665752550804725,0.813917415031869,1,0.5,0.813917415031869,0.484566456697548
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.932273716859657,0.92219404166198,1,0.5,0.92219404166198,0.459785086995154
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.45153073163674,0.435332041094227,0,0.5,0.45153073163674,0.477740699127117
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.34594358642214,0.370164529983209,1,0.5,0.370164529983209,0.531773515002547
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.66407281923398,0.6520748604047,0,0.5,0.66407281923398,0.505097466437997
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.496858525150775,0.626264994083452,0,0.5,0.496858525150775,0.494461855146129
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.524396956252391,0.619547871737269,0,0.5,0.524396956252391,0.491823960567905
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.375106141988994,0.458062249811237,0,0.5,0.375106141988994,0.475416042303408
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.588539216875091,0.6175879390877,0,0.5,0.588539216875091,0.498652837526596
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.248320608631501,0.278846805096826,1,0.5,0.278846805096826,0.542318046804749
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.40116943501963,0.573425304821693,1,0.5,0.573425304821693,0.517071377767254
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.583748646392598,0.655476362981596,0,0.5,0.583748646392598,0.502657263054706
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.655716072344656,0.544719507618516,1,0.5,0.544719507618516,0.502007870472907
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.699252446407954,0.756433823590422,1,0.5,0.756433823590422,0.487561006555825
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.629952964823097,0.59818605198497,1,0.5,0.59818605198497,0.500456432569949
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.220761015192165,0.245177776749922,0,0.5,0.220761015192165,0.450862977946856
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.579396138022065,0.58203840831724,0,0.5,0.579396138022065,0.496132690795957
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.336412452001884,0.354119124809372,1,0.5,0.354119124809372,0.533108260025975
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.471527658672548,0.472627436330471,1,0.5,0.472627436330471,0.515733262556175
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.710081950363712,0.671574171205749,0,0.5,0.710081950363712,0.509159484195726
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210857482510318,0.169635700105677,0,0.5,0.210857482510318,0.445828018971003
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.710822165433455,0.777835476598133,0,0.5,0.710822165433455,0.513526097175364
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.198386500357412,0.311258858944129,1,0.5,0.311258858944129,0.543390607166868
