"V1","V2","y0","y1","t","prob_t","y","prob_t_pred"
-0.037513761786902,0.0164416883394463,0.564076756548654,0.498006940284312,"0",0.5,0.564076756548654,0.510847053724452
-1.57460441409851,-0.0820653968755078,0.452451473414093,0.345375605693571,"0",0.5,0.452451473414093,0.538704690609673
-0.485967523389708,1.46469398174931,0.777848781571401,0.683552620334626,"1",0.5,0.683552620334626,0.50415899264184
0.465186226628516,1.0667940348634,0.733534103276667,0.730408401699227,"0",0.5,0.733534103276667,0.485753820495241
-0.90409807291804,-1.85709087027943,0.19686626759753,0.153747082077548,"1",0.5,0.153747082077548,0.445120659603848
-0.277432798105787,-1.13770859609765,0.384800200193225,0.367343002777332,"0",0.5,0.384800200193225,0.533015405348879
0.386434414838596,1.33152457438011,0.795096216597875,0.753307077562778,"0",0.5,0.795096216597875,0.482957913517826
-0.0604041171339084,1.09250012979,0.732178194322367,0.676688432007731,"0",0.5,0.732178194322367,0.494370585744027
-0.686179761164799,0.35223935687494,0.59221283369572,0.495081022091173,"0",0.5,0.59221283369572,0.516714005586958
-1.90613678791591,-0.102002624222544,0.478971776820725,0.291238639511019,"1",0.5,0.291238639511019,0.455332719075493
1.80375975385028,-0.355021211639153,0.562199819976513,0.657727623950403,"0",0.5,0.562199819976513,0.485066015654423
-0.966872882381395,0.559605778523862,0.621612377284987,0.512715281304043,"1",0.5,0.512715281304043,0.481720200472063
-0.353118257797152,0.0432605428877512,0.52399155575961,0.518386797797836,"1",0.5,0.518386797797836,0.484158684116189
1.1069374930087,0.544552116228805,0.671085636021206,0.701639575748992,"0",0.5,0.671085636021206,0.482927074824974
0.566324381168837,-1.07800770889076,0.410625576767634,0.437070690433583,"0",0.5,0.410625576767634,0.517634382859326
2.06430873046717,-0.0951112524515365,0.639951062294691,0.74064851101163,"1",0.5,0.74064851101163,0.52346941655314
1.46927779176464,-0.0853187145192598,0.611244156335165,0.642862200197045,"1",0.5,0.642862200197045,0.513421391389443
-1.65150015968741,-0.23444962561141,0.454038864666811,0.337865173597814,"1",0.5,0.337865173597814,0.457610346527014
0.202636472875564,0.771997191682396,0.694853091123515,0.662081673769398,"0",0.5,0.694853091123515,0.494879727734309
-0.72097983442858,-0.0101085070900051,0.545910443782795,0.464463221953152,"1",0.5,0.464463221953152,0.477017308001849
-0.159042227958278,-0.0569666124519348,0.538416305230841,0.501524723038379,"0",0.5,0.538416305230841,0.514082412558516
0.734248404927906,1.23290771397214,0.816446858759702,0.777002353504997,"0",0.5,0.816446858759702,0.478539373145831
-0.363303234401068,-0.796478058231877,0.41049393310777,0.389226523310907,"0",0.5,0.41049393310777,0.529154530821061
-0.0100940304090083,0.600836441425033,0.639310640365715,0.634765620150621,"1",0.5,0.634765620150621,0.498784649823918
0.582795890524894,0.271200843943634,0.638057633805927,0.596583169257771,"1",0.5,0.596583169257771,0.503795094923385
-0.293288336752912,-0.638313706695089,0.474863723320835,0.371185509724783,"0",0.5,0.474863723320835,0.525483670872275
-1.39438238586405,-0.69029657136561,0.368018742684044,0.288846213859347,"1",0.5,0.288846213859347,0.45489834566708
-0.0850817123520079,-0.578611954396306,0.431849871957399,0.420701028443754,"0",0.5,0.431849871957399,0.52098285599159
-0.68809534731814,1.25089963216275,0.741455325412232,0.628118792262198,"0",0.5,0.741455325412232,0.502663108611807
-0.776521947867065,0.907281517861732,0.692484730360865,0.569426760974774,"0",0.5,0.692484730360865,0.509567637128833
1.74423239086827,-0.595983269459773,0.540710380828711,0.617281045603644,"1",0.5,0.617281045603644,0.510137046376762
0.456555512737473,-0.142777065912997,0.538912153431903,0.555045592059894,"1",0.5,0.555045592059894,0.49513729326731
-0.118176270269686,0.0100985809068278,0.53658237993439,0.506280329155048,"1",0.5,0.506280329155048,0.487669463801377
1.67541187213349,-0.216226080293882,0.58534231588597,0.675408928160481,"1",0.5,0.675408928160481,0.514906662288458
-1.15896187191516,-0.15986487358931,0.518953431985162,0.378034206900454,"1",0.5,0.378034206900454,0.467180990666264
-0.0406093336334415,-0.513082371760195,0.467697596937108,0.443784721883255,"1",0.5,0.443784721883255,0.480805191279046
1.08890962952811,-0.0125172975261905,0.586302031565324,0.642389766599334,"0",0.5,0.586302031565324,0.491964857945866
1.51213328772347,-0.498284114691917,0.513582971617457,0.609576382027194,"1",0.5,0.609576382027194,0.507684925851022
0.885686367268819,0.416144620839011,0.687787269893416,0.692236442118056,"1",0.5,0.692236442118056,0.51126589395329
0.31456894519486,-0.560411188746504,0.440636058717023,0.480418120088866,"1",0.5,0.480418120088866,0.486154993531439
1.88236075138475,-0.15595894102711,0.583557624301045,0.711353818618022,"0",0.5,0.583557624301045,0.480600805580532
-0.414480446349311,-0.804219453913689,0.413173087850517,0.361754055452138,"0",0.5,0.413173087850517,0.530151009131879
-0.914062690798219,0.658310200902618,0.636371710353486,0.547172133497247,"0",0.5,0.636371710353486,0.515828429999442
