"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082438698206866,0.0136804084417078,0,0.1,0.082438698206866,0.0475827971328102,0.104838709677419
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.533709756917176,0.466118406454133,1,0.9,0.466118406454133,0.94952478088689,0.895161290322581
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.507324935534782,0.550343616916764,1,0.1,0.550343616916764,0.419756514099223,0.126984126984127
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.558271587864971,0.52934962985451,1,0.9,0.52934962985451,0.55870321685358,0.895161290322581
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.245474789690148,0.370588502384737,0,0.9,0.245474789690148,0.962523441100909,0.873015873015873
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.614173021348558,0.536834773607236,1,0.9,0.536834773607236,0.860152469168853,0.895161290322581
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.498073967014495,0.496330704386043,0,0.9,0.498073967014495,0.532113905331425,0.873015873015873
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.428797576966448,0.42134708143158,1,0.9,0.42134708143158,0.545819995661115,0.895161290322581
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.381098619997327,0.442917875390066,0,0.9,0.381098619997327,0.894488921310635,0.873015873015873
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.559367913228338,0.61302896007093,0,0.9,0.559367913228338,0.749043192421215,0.873015873015873
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.468398652669852,0.475289985815575,1,0.9,0.475289985815575,0.580464452480453,0.895161290322581
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.320886214182088,0.375233645428697,0,0.9,0.320886214182088,0.849342982352364,0.873015873015873
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.454843031420629,0.429493527109902,1,0.9,0.429493527109902,0.803955215611148,0.895161290322581
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.442385822335734,0.343783292503785,1,0.9,0.343783292503785,0.975237032533715,0.895161290322581
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.410625916640719,0.461288959879474,0,0.9,0.410625916640719,0.788136486146155,0.873015873015873
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.426011298738036,0.46407809148841,0,0.9,0.426011298738036,0.665222374662748,0.873015873015873
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.594130009346118,0.577930680111268,0,0.1,0.594130009346118,0.195411172041754,0.104838709677419
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.52283917927996,0.548760020987218,1,0.1,0.548760020987218,0.189066465574123,0.126984126984127
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375592576160008,0.449246202277731,0,0.9,0.375592576160008,0.819557945947745,0.873015873015873
