V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082438698206866,0.0136804084417078,0,0.5,0.082438698206866,0.45651370876770003,0.45799999999999996,0.34180163308683287,0.34056323096645225
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.533709756917176,0.466118406454133,1,0.5,0.466118406454133,0.5766367525674,0.542,0.4883322020424377,0.4720377573048256
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.5073249355347821,0.550343616916764,1,0.5,0.550343616916764,0.543326812058477,0.542,0.4580178402726591,0.475619685558248
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5582715878649711,0.52934962985451,0,0.5,0.5582715878649711,0.44963626908565707,0.45799999999999996,0.4687665396519367,0.4799544992971924
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.24547478969014802,0.37058850238473706,0,0.5,0.24547478969014802,0.501631485523828,0.45799999999999996,0.3675750031786438,0.4223274327277509
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.614173021348558,0.536834773607236,1,0.5,0.536834773607236,0.569228909659546,0.542,0.4952242173109696,0.48871398129392163
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.49807396701449497,0.49633070438604293,1,0.5,0.49633070438604293,0.541644727306001,0.542,0.4438788986943963,0.4611535647639643
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.428797576966448,0.42134708143158006,1,0.5,0.42134708143158006,0.541392994959472,0.542,0.4317911593917278,0.4474160114383758
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.381098619997327,0.44291787539006605,1,0.5,0.44291787539006605,0.516933590987854,0.542,0.4082160145735816,0.4482003355696989
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.559367913228338,0.61302896007093,1,0.5,0.61302896007093,0.541237785540049,0.542,0.4760939832435165,0.49900987237573974
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.4683986526698521,0.475289985815575,1,0.5,0.475289985815575,0.545664453876437,0.542,0.44529421649031986,0.4581520695440802
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.320886214182088,0.375233645428697,0,0.5,0.320886214182088,0.483436067131652,0.45799999999999996,0.392263839691383,0.43011166771602816
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.45484303142062893,0.4294935271099021,1,0.5,0.4294935271099021,0.5568369077610821,0.542,0.4554765822694137,0.4570232878969551
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.442385822335734,0.343783292503785,0,0.5,0.442385822335734,0.42492408644983903,0.45799999999999996,0.45546441109857777,0.43572539812739114
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.410625916640719,0.461288959879474,1,0.5,0.461288959879474,0.527060087678724,0.542,0.4227396607609952,0.45342257602512837
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.426011298738036,0.46407809148840995,0,0.5,0.426011298738036,0.46537250044858597,0.45799999999999996,0.4332477100320357,0.4569081772909578
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.5941300093461179,0.5779306801112679,0,0.5,0.5941300093461179,0.433757364636129,0.45799999999999996,0.49630492202519855,0.49345593066572213
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.52283917927996,0.548760020987218,1,0.5,0.548760020987218,0.5326245237265129,0.542,0.45170757598860023,0.4806382112629411
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375592576160008,0.449246202277731,1,0.5,0.449246202277731,0.522981632431515,0.542,0.4122288234175863,0.4459121316901052
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47745993171388396,0.425127872049118,1,0.5,0.425127872049118,0.557312077738592,0.542,0.452645102775209,0.45318530424035514
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.454619471471584,0.583412838437167,1,0.5,0.583412838437167,0.516483435980962,0.542,0.4301858836169782,0.4742136717015162
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.35745565054682893,0.373127009717767,0,0.5,0.35745565054682893,0.46397368906508707,0.45799999999999996,0.41547623554016755,0.43467210068172585
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.194937347292038,0.277966677839358,1,0.5,0.277966677839358,0.505938742448676,0.542,0.34995462833545504,0.3931989504831698
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.502758870039902,0.582776732104007,1,0.5,0.582776732104007,0.532979416725445,0.542,0.4553916698130513,0.48450506644010627
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.24560331200615398,0.21599429686840801,0,0.5,0.24560331200615398,0.455157457455698,0.45799999999999996,0.3891160060626464,0.39390575130562433
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.416779468473567,0.425054850024578,0,0.5,0.416779468473567,0.4505616897516289,0.45799999999999996,0.44336980809381965,0.4515525298293579
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.489931186873698,0.5354319647978929,1,0.5,0.5354319647978929,0.5441907336067121,0.542,0.4572709903415042,0.47375482034001193
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.513583752019177,0.610013926614803,0,0.5,0.513583752019177,0.47421422531640095,0.45799999999999996,0.45288197388690704,0.4898686727506148
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.438790617644701,0.483472889022577,1,0.5,0.483472889022577,0.543440632112048,0.542,0.4473066407955112,0.46305754924081777
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.5434970016151189,0.646814971136092,0,0.5,0.5434970016151189,0.4766999588102879,0.45799999999999996,0.4585425468295184,0.49929469240270274
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17147816415493,0.0552607985634011,1,0.5,0.0552607985634011,0.5650929230527529,0.542,0.3743153070037221,0.3532247741577128
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.43345543335902603,0.518012229012205,1,0.5,0.518012229012205,0.5361290979927079,0.542,0.44094502468839986,0.46411089588177923
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22381517432233397,0.262655814346854,1,0.5,0.262655814346854,0.532646397324678,0.542,0.376256803529094,0.3930502517370139
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.564127526429687,0.5589346082110699,0,0.5,0.564127526429687,0.44014767838950897,0.45799999999999996,0.48502187991482126,0.48780656524644794
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5424782477799189,0.5515184921812141,1,0.5,0.5515184921812141,0.546587627878057,0.542,0.47049455305126864,0.48633028215994506
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.37086230626876704,0.365851708307086,1,0.5,0.365851708307086,0.550238579459183,0.542,0.4294465363980224,0.4344674657898476
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.44620697946079796,0.413603827374176,0,0.5,0.44620697946079796,0.44346132530747207,0.45799999999999996,0.4483455073371801,0.44909384617453685
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18420081151700798,0.15643996545223599,0,0.5,0.18420081151700798,0.459946371361174,0.45799999999999996,0.36697487209191704,0.373740688962246
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7291063762945458,0.815802980738165,1,0.5,0.815802980738165,0.538903388081899,0.542,0.5189360521096104,0.5514229897326168
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5556017031864201,0.569612634260459,1,0.5,0.569612634260459,0.551916364459605,0.542,0.4762235441983949,0.48680966331980885
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.433261906347415,0.5519333959428571,0,0.5,0.433261906347415,0.49737059208013706,0.45799999999999996,0.4143764006417712,0.47175667419932166
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47602882851209605,0.48088027707110703,1,0.5,0.48088027707110703,0.554408888296309,0.542,0.46005595590008874,0.46515637480933436
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.358087989479844,0.43977344562202203,0,0.5,0.358087989479844,0.487275761981624,0.45799999999999996,0.4011142059010454,0.44478875174738086
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.42822129466855197,0.447221576575933,0,0.5,0.42822129466855197,0.464425786780298,0.45799999999999996,0.42860509724154316,0.45042951682183757
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.509180095163534,0.5542990683310389,1,0.5,0.5542990683310389,0.537139765262686,0.542,0.45521182799313525,0.47950295163838
