V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5637110300196421,0.5550812593285699,1,0.5,0.5550812593285699,0.545771040019895,0.622568093385214,0.542955972218245,0.5605184771862812
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.4481609540944721,0.35323397628006,1,0.5,0.35323397628006,0.518988957070063,0.465020576131687,0.5359323304420208,0.5541943643073776
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7804435034521731,0.69190427981161,0,0.5,0.7804435034521731,0.367873760085766,0.37743190661478604,0.6462176339384098,0.6315457165150857
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7510536458091,0.7444855100269921,1,0.5,0.7444855100269921,0.619408943329285,0.622568093385214,0.6178470179202129,0.6128198840448101
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.220040039422339,0.18123792317985501,1,0.5,0.18123792317985501,0.411914012801294,0.465020576131687,0.40937145371262446,0.4672561665079873
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.36433332066378293,0.37525546399837,0,0.5,0.36433332066378293,0.533258950350765,0.534979423868313,0.46066404229133207,0.5033461280912723
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7618507530297801,0.786401594152524,1,0.5,0.786401594152524,0.6347399611636939,0.622568093385214,0.6367225381199484,0.625806243038247
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.759370159399092,0.6700735075067171,1,0.5,0.6700735075067171,0.61441125785422,0.622568093385214,0.6196798850874432,0.6135876032982082
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.600982461791683,0.528683524436139,0,0.5,0.600982461791683,0.440874553297465,0.37743190661478604,0.566898641194167,0.5764683787347117
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.43666171096719,0.299913337673614,0,0.5,0.43666171096719,0.486721094119938,0.534979423868313,0.53451078860479,0.5528949406416704
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.6013654847750711,0.7023904409600171,0,0.5,0.6013654847750711,0.4542437046106671,0.534979423868313,0.5164703408861039,0.5439447618421477
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.586727242367,0.535410941304369,0,0.5,0.586727242367,0.43110653622103295,0.37743190661478604,0.5816840493594914,0.5864321573593718
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.543559718911091,0.475358095798067,1,0.5,0.475358095798067,0.543365498177132,0.622568093385214,0.5448681801247618,0.5615410903857865
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.685318236536873,0.716973067592527,1,0.5,0.716973067592527,0.594725375487804,0.622568093385214,0.5806107100037484,0.5876645488076279
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.4180415382000329,0.436149290599745,0,0.5,0.4180415382000329,0.518162437323388,0.534979423868313,0.46492076803394194,0.5070952714578569
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.6344365522696079,0.755353402111104,1,0.5,0.755353402111104,0.56607582994075,0.465020576131687,0.5350021494704649,0.5570164343042873
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.6271103089967459,0.703755987386097,0,0.5,0.6271103089967459,0.441067792062517,0.534979423868313,0.5357003660339366,0.5569328694301976
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.438336599187312,0.330713501228539,1,0.5,0.330713501228539,0.507938997659541,0.465020576131687,0.5250672009678141,0.546602744720645
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.684896459058807,0.687289285441933,0,0.5,0.684896459058807,0.402412582156005,0.37743190661478604,0.596827743837065,0.5980250454118279
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.542553293660725,0.434116125603601,0,0.5,0.542553293660725,0.46498330219965706,0.534979423868313,0.5410629199430884,0.5585575961734793
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.537338338228035,0.5002978898404229,0,0.5,0.537338338228035,0.46063130452987106,0.534979423868313,0.5377218958364812,0.5567808894686376
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7803421574392441,0.7990932524144341,1,0.5,0.7990932524144341,0.63299786457062,0.622568093385214,0.6296910692759556,0.6212719126792902
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.41174691229623994,0.386167257709784,1,0.5,0.386167257709784,0.48802991759095604,0.465020576131687,0.48499407962669383,0.5201000894538617
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.654120436260841,0.62442948919739,0,0.5,0.654120436260841,0.416046043865261,0.37743190661478604,0.5846238318714008,0.5893776534621286
