"V1","V2","V3","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
-1,1,1,0.814271482280547,0.642105211754533,"0",0.9,0.814271482280547,0.853212368002443,0.91566265060241
1,1,1,0.903307332401357,0.940000126307079,"1",0.1,0.940000126307079,0.00696748855226674,0.0843373493975903
-1,1,-1,0.219523937769487,0.321911711630906,"0",0.9,0.219523937769487,0.844952292149575,0.91566265060241
1,-1,-1,0.187750887877004,0.325825043873984,"0",0.9,0.187750887877004,0.818553640633541,0.875912408759124
-1,1,1,0.773727698492725,0.650419656452221,"0",0.9,0.773727698492725,0.853212368002443,0.91566265060241
1,-1,-1,0.267455443802306,0.352642302015719,"1",0.1,0.352642302015719,0.181446359366459,0.124087591240876
1,-1,1,0.808823002654668,0.678892423669072,"0",0.9,0.808823002654668,0.827933695085513,0.875912408759124
1,-1,1,0.799717689067866,0.683000736128022,"1",0.1,0.683000736128022,0.172066304914487,0.124087591240876
-1,-1,-1,0.0840312025555542,0.0347075395096648,"1",0.9,0.0347075395096648,0.844606218699208,0.903508771929825
1,-1,-1,0.250864302401657,0.287433355348078,"0",0.9,0.250864302401657,0.818553640633541,0.875912408759124
-1,-1,-1,0.055608190009659,0.0365512395303353,"1",0.9,0.0365512395303353,0.844606218699208,0.903508771929825
-1,1,1,0.825488035717637,0.688907456181695,"0",0.9,0.825488035717637,0.853212368002443,0.91566265060241
1,1,1,0.904353065204016,0.97668683727101,"0",0.9,0.904353065204016,0.993032511447733,0.91566265060241
-1,-1,1,0.620355467685424,0.386000585555801,"1",0.9,0.386000585555801,0.835954967937342,0.903508771929825
-1,1,1,0.817763829486341,0.678701359225233,"0",0.9,0.817763829486341,0.853212368002443,0.91566265060241
1,1,-1,0.390245544643282,0.602685079864011,"0",0.9,0.390245544643282,0.992571936153387,0.91566265060241
-1,1,1,0.817594869784754,0.644639537656492,"0",0.9,0.817594869784754,0.853212368002443,0.91566265060241
-1,-1,1,0.664422611571713,0.42746252387422,"0",0.1,0.664422611571713,0.164045032062658,0.0964912280701754
-1,-1,-1,0.0785204195123463,0.055502280380214,"1",0.9,0.055502280380214,0.844606218699208,0.903508771929825
-1,-1,1,0.693812769839032,0.42544109060759,"1",0.9,0.42544109060759,0.835954967937342,0.903508771929825
1,-1,-1,0.215574184176703,0.315887396068691,"0",0.9,0.215574184176703,0.818553640633541,0.875912408759124
1,1,-1,0.412392839004688,0.590274001201109,"0",0.9,0.412392839004688,0.992571936153387,0.91566265060241
-1,-1,1,0.657315545363108,0.421241977745251,"1",0.9,0.421241977745251,0.835954967937342,0.903508771929825
-1,1,-1,0.19148471015537,0.350003217096879,"0",0.9,0.19148471015537,0.844952292149575,0.91566265060241
-1,1,1,0.825726732311637,0.64019039395316,"0",0.9,0.825726732311637,0.853212368002443,0.91566265060241
-1,-1,1,0.720070397739039,0.359877669170356,"1",0.9,0.359877669170356,0.835954967937342,0.903508771929825
