"random","r0.06","r0.11","random_oos_regret","r0.06_oos_regret","r0.11_oos_regret","time_random","time_r0.06","time_r0.11"
0.857142857142857,0.717171717171717,0.645021645021645,198,392,492,3.62853980064392,4.13946914672852,5.28626799583435
0.860750360750361,0.702020202020202,0.686868686868687,193,413,434,3.57820796966553,3.85696697235107,4.41821885108948
0.873737373737374,0.712121212121212,0.683261183261183,175,399,439,3.5022759437561,4.06639909744263,4.15737891197205
0.852813852813853,0.694805194805195,0.696248196248196,204,423,421,3.44427990913391,4.13899207115173,4.34066700935364
0.869408369408369,0.61038961038961,0.714285714285714,181,540,396,3.42301201820374,3.99237990379333,4.39926791191101
0.863636363636364,0.227994227994228,0.227272727272727,189,1070,1071,3.67542195320129,3.7799551486969,3.71071791648865
0.877344877344877,0.293650793650794,0.194805194805195,170,979,1116,3.54593801498413,3.48951292037964,3.55775308609009
0.885281385281385,0.26046176046176,0.253246753246753,159,1025,1035,3.66986799240112,3.65386199951172,3.56650114059448
0.862193362193362,0.295815295815296,0.274891774891775,191,976,1005,3.4976978302002,3.74770092964172,3.49506998062134
0.878066378066378,0.295815295815296,0.256132756132756,169,976,1031,3.41606187820435,3.70022988319397,3.55857491493225
0.837662337662338,0.663780663780664,0.66955266955267,225,466,458,3.48610401153564,3.90054798126221,4.02406001091003
0.84992784992785,0.598845598845599,0.632756132756133,208,556,509,3.4660530090332,3.85155701637268,4.01664209365845
0.853535353535353,0.684704184704185,0.653679653679654,203,437,480,3.51062822341919,3.92041993141174,4.14693212509155
0.844877344877345,0.643578643578644,0.676046176046176,215,494,449,3.53492307662964,4.03505802154541,3.97462797164917
0.857142857142857,0.565656565656566,0.656565656565657,198,602,476,3.51167798042297,3.90040707588196,4.01953482627869
0.857142857142857,0.178932178932179,0.266233766233766,198,1138,1017,3.47599411010742,3.92785501480103,3.53465008735657
0.852092352092352,0.267676767676768,0.329004329004329,205,1015,930,3.50198101997375,3.77654099464417,3.41919684410095
0.857864357864358,0.203463203463203,0.227272727272727,197,1104,1071,3.46767401695251,3.5403938293457,3.57403612136841
0.84992784992785,0.224386724386724,0.215007215007215,208,1075,1088,3.41696190834045,3.53787112236023,3.60090589523315
0.871572871572872,0.290764790764791,0.25974025974026,178,983,1026,3.43553113937378,3.62037801742554,3.65159010887146
0.859307359307359,0.548340548340548,0.55988455988456,195,626,610,3.38725805282593,3.729416847229,3.78482699394226
0.863636363636364,0.567821067821068,0.606060606060606,189,599,546,3.37050008773804,3.69199109077454,3.93899607658386
0.875901875901876,0.613997113997114,0.61976911976912,172,535,527,3.45987606048584,3.78815507888794,3.78714394569397
0.857864357864358,0.523088023088023,0.54040404040404,197,661,637,3.4543080329895,4.25610589981079,3.82568001747131
0.885281385281385,0.595238095238095,0.564213564213564,159,561,604,3.50984311103821,4.42346119880676,3.86608695983887
