"random","r0.06","r0.11","random_oos_regret","r0.06_oos_regret","r0.11_oos_regret","time_random","time_r0.06","time_r0.11"
0.857142857142857,0.777056277056277,0.774170274170274,198,309,313,3.66296887397766,4.09695911407471,3.97642302513123
0.860750360750361,0.761183261183261,0.792207792207792,193,331,288,3.68752098083496,4.23226594924927,3.88796091079712
0.873737373737374,0.776334776334776,0.777056277056277,175,310,309,3.6442379951477,3.99284982681274,3.91899490356445
0.852813852813853,0.769119769119769,0.793650793650794,204,320,286,3.69469904899597,3.72805118560791,3.8602409362793
0.869408369408369,0.668831168831169,0.802308802308802,181,459,274,3.81879591941833,4.00665092468262,3.87543201446533
0.863636363636364,0.774891774891775,0.745310245310245,189,312,353,3.66813182830811,3.76680302619934,3.43701100349426
0.877344877344877,0.774891774891775,0.725829725829726,170,312,380,3.6989848613739,3.81538009643555,3.40572190284729
0.885281385281385,0.758297258297258,0.735209235209235,159,335,367,3.72694611549377,3.74716114997864,3.48714303970337
0.862193362193362,0.772005772005772,0.733766233766234,191,316,369,3.70432996749878,3.73716807365417,3.48015522956848
0.878066378066378,0.768398268398268,0.670995670995671,169,321,456,3.65375709533691,3.94151091575623,3.43448305130005
0.837662337662338,0.72943722943723,0.743867243867244,225,375,355,3.65335702896118,3.84880805015564,3.74072194099426
0.84992784992785,0.74963924963925,0.707070707070707,208,347,406,3.47731304168701,3.7442569732666,3.68542790412903
0.853535353535353,0.722943722943723,0.72943722943723,203,384,375,3.51334595680237,3.67523097991943,3.92499899864197
0.844877344877345,0.717893217893218,0.751803751803752,215,391,344,3.55652809143066,3.68521308898926,3.78432893753052
0.857142857142857,0.659451659451659,0.755411255411255,198,472,339,3.55278396606445,3.83182811737061,3.82599806785583
0.857142857142857,0.727994227994228,0.588744588744589,198,377,570,3.49746799468994,3.74151921272278,3.38440990447998
0.852092352092352,0.733766233766234,0.621933621933622,205,369,524,3.53867602348328,3.78136801719666,3.35512900352478
0.857864357864358,0.733766233766234,0.731601731601732,197,369,372,3.60739302635193,3.76440286636353,3.38269996643066
0.84992784992785,0.748196248196248,0.751803751803752,208,349,344,3.665442943573,3.85779094696045,3.26180696487427
0.871572871572872,0.743145743145743,0.66017316017316,178,356,471,3.64168286323547,3.68457293510437,3.26234602928162
0.859307359307359,0.740981240981241,0.741702741702742,195,359,358,3.65743613243103,3.7629189491272,3.5050950050354
0.863636363636364,0.772727272727273,0.773448773448773,189,315,314,3.37237286567688,3.57424902915955,3.57597184181213
0.875901875901876,0.764790764790765,0.75974025974026,172,326,333,3.53456997871399,3.59869480133057,3.63770699501038
0.857864357864358,0.758297258297258,0.733766233766234,197,335,369,3.49160504341125,3.59904003143311,3.62644910812378
0.885281385281385,0.73953823953824,0.725829725829726,159,361,380,3.62448287010193,3.57671999931335,3.5602560043335
