"random","r0.06","r0.11"
0.859307359307359,0.608946608946609,0.595959595959596
0.863636363636364,0.588023088023088,0.593073593073593
0.88023088023088,0.591630591630592,0.595238095238095
0.855699855699856,0.544733044733045,0.611832611832612
0.882395382395382,0.593073593073593,0.6002886002886
0.869408369408369,0.45959595959596,0.358585858585859
0.88023088023088,0.391053391053391,0.353535353535354
0.886724386724387,0.518037518037518,0.369408369408369
0.865079365079365,0.43001443001443,0.343434343434343
0.878787878787879,0.39033189033189,0.353535353535354
0.852813852813853,0.549062049062049,0.605339105339105
0.860750360750361,0.562770562770563,0.556277056277056
0.862914862914863,0.512265512265512,0.574314574314574
0.850649350649351,0.5995670995671,0.577200577200577
0.870851370851371,0.395382395382395,0.534632034632035
0.86002886002886,0.373015873015873,0.359307359307359
0.866522366522366,0.414141414141414,0.391053391053391
0.870851370851371,0.427128427128427,0.384559884559885
0.857142857142857,0.431457431457431,0.368686868686869
0.880952380952381,0.485569985569986,0.403318903318903
0.860750360750361,0.675324675324675,0.631313131313131
0.868686868686869,0.60966810966811,0.55988455988456
0.880952380952381,0.624098124098124,0.584415584415584
0.862193362193362,0.545454545454545,0.566378066378066
0.887445887445887,0.59018759018759,0.537518037518038
