"random","r0.06","r0.11","random_oos_regret","r0.06_oos_regret","r0.11_oos_regret","time_random","time_r0.06","time_r0.11"
0.839105339105339,0.534632034632035,0.497113997113997,223,645,697,1.87919497489929,2.63074207305908,2.82300496101379
0.842712842712843,0.499278499278499,0.524531024531025,218,694,659,1.90073895454407,2.56823110580444,2.4617121219635
0.841269841269841,0.433621933621934,0.514430014430014,220,785,673,1.79268884658813,2.64393901824951,2.5450758934021
0.850649350649351,0.438672438672439,0.558441558441558,207,778,612,1.78692197799683,2.51844215393066,2.73946285247803
0.863636363636364,0.503607503607504,0.491341991341991,189,688,705,1.89336204528809,2.53661608695984,2.62608098983765
0.856421356421356,0.342712842712843,0.22005772005772,199,911,1081,1.81463503837585,2.51574802398682,2.33546304702759
0.837662337662338,0.217893217893218,0.212121212121212,225,1084,1092,1.86996579170227,2.4112811088562,2.36970496177673
0.857142857142857,0.226551226551227,0.261183261183261,198,1072,1024,1.8789370059967,2.45822787284851,2.31817293167114
0.847763347763348,0.176767676767677,0.255411255411255,211,1141,1032,1.79164600372314,2.42979097366333,2.31929707527161
0.873737373737374,0.311688311688312,0.0836940836940837,175,954,1270,1.8320209980011,2.44226312637329,2.33869504928589
0.831890331890332,0.468253968253968,0.416305916305916,233,737,809,2.01481103897095,2.65382385253906,2.497398853302
0.834776334776335,0.466810966810967,0.370851370851371,229,739,872,1.75055289268494,2.60083889961243,2.43019390106201
0.847763347763348,0.367965367965368,0.488455988455988,211,876,709,1.80016088485718,2.48882699012756,2.51999378204346
0.852813852813853,0.474025974025974,0.458152958152958,204,729,751,1.83383202552795,2.49638509750366,2.52019095420837
0.83982683982684,0.429292929292929,0.43001443001443,222,791,790,1.8219039440155,2.4177839756012,2.60685396194458
0.848484848484849,0.258297258297258,0.167388167388167,210,1028,1154,1.83524894714355,2.45252323150635,2.35552597045898
0.857864357864358,0.211399711399711,0.231601731601732,197,1093,1065,1.93927812576294,2.36668109893799,2.33268189430237
0.845598845598846,0.154401154401154,0.183982683982684,214,1172,1131,1.94074583053589,2.44121098518372,2.40793681144714
0.862914862914863,0.313852813852814,0.139249639249639,190,951,1193,1.71435785293579,2.39604091644287,2.3156898021698
0.874458874458874,0.222943722943723,0.327561327561328,174,1077,932,1.76339602470398,2.39764404296875,2.35899496078491
0.854978354978355,0.264069264069264,0.489177489177489,201,1020,708,1.80848217010498,2.42268109321594,2.40234303474426
0.852092352092352,0.439393939393939,0.310966810966811,205,777,955,1.78293490409851,2.47215294837952,2.39938402175903
0.857142857142857,0.284271284271284,0.365800865800866,198,992,879,1.81140995025635,2.48920202255249,2.51959896087646
0.844155844155844,0.321067821067821,0.279220779220779,216,941,999,1.7132670879364,2.46328783035278,2.44345307350159
0.878066378066378,0.483405483405483,0.361471861471861,169,716,885,1.93554306030273,2.43679404258728,2.43363404273987
