"random","r0.06","r0.11"
0.856421356421356,0.622655122655123,0.591630591630592
0.860750360750361,0.632034632034632,0.582972582972583
0.872294372294372,0.573593073593074,0.528860028860029
0.850649350649351,0.580808080808081,0.61976911976912
0.876623376623377,0.587301587301587,0.527417027417027
0.863636363636364,0.336219336219336,0.333333333333333
0.878787878787879,0.353535353535354,0.341269841269841
0.883838383838384,0.365079365079365,0.329004329004329
0.861471861471861,0.376623376623377,0.331890331890332
0.878066378066378,0.352813852813853,0.343434343434343
0.838383838383838,0.594516594516595,0.616161616161616
0.851370851370851,0.519480519480519,0.575757575757576
0.854978354978355,0.624098124098124,0.595238095238095
0.844877344877345,0.575036075036075,0.595959595959596
0.857142857142857,0.54040404040404,0.588744588744589
0.857142857142857,0.32034632034632,0.321789321789322
0.852092352092352,0.312409812409812,0.336219336219336
0.857142857142857,0.32972582972583,0.327561327561328
0.851370851370851,0.306637806637807,0.316738816738817
0.872294372294372,0.373015873015873,0.352092352092352
0.858585858585859,0.626262626262626,0.619047619047619
0.865800865800866,0.613275613275613,0.624098124098124
0.876623376623377,0.667388167388167,0.670995670995671
0.857142857142857,0.590909090909091,0.634920634920635
0.885281385281385,0.630591630591631,0.611111111111111
