"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prop_score_t","y","prop_score_t_pred"
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.483326398202492,0.507675350846054,0,0.1,0.483326398202492,0.101495960636291
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.595489855769329,0.530810225240507,1,0.9,0.530810225240507,0.862261719661207
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.943335268032775,0.887190563495204,1,0.9,0.887190563495204,0.799659822856531
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.528135409147981,0.592149606569331,0,0.1,0.528135409147981,0.104586228746189
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.381921307137585,0.376915759914905,1,0.9,0.376915759914905,0.901626338924529
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.384084217471885,0.453726543091821,1,0.9,0.453726543091821,0.903811220683294
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.642085550933104,0.650383513401906,1,0.9,0.650383513401906,0.879803446071864
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.803186504738883,0.782216233768741,1,0.9,0.782216233768741,0.838624461180497
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.377043343265899,0.374315038359163,1,0.9,0.374315038359163,0.910653332145007
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.9,0,0.939541662888483
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.583338474718792,0.703320058254034,0,0.1,0.583338474718792,0.095550838129192
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.929739824313889,0.807276258661628,0,0.1,0.929739824313889,0.202435642218393
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.68002162271949,0.651314866774397,0,0.1,0.68002162271949,0.135044099830386
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.785859888663464,0.806890402078876,1,0.9,0.806890402078876,0.864628842446411
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.393757394188697,0.471729055372879,1,0.9,0.471729055372879,0.913901702048174
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.753902291288829,0.84167946636802,1,0.9,0.84167946636802,0.881995532945938
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.545924240158695,0.656254906633312,1,0.9,0.656254906633312,0.90599095847892
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.497275206637702,0.426388644276084,1,0.9,0.426388644276084,0.879086526733911
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.827809273598326,0.796931815220109,1,0.9,0.796931815220109,0.843775790073861
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.749663280694915,0.662923955840827,1,0.9,0.662923955840827,0.845627061908374
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.476052351729506,0.509074046205781,1,0.9,0.509074046205781,0.898905639838983
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.356372930045848,0.462478802149218,1,0.9,0.462478802149218,0.920386454112475
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.804244823812867,0.759050952084342,1,0.9,0.759050952084342,0.83974591341801
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.627537832317546,0.645009215909398,1,0.9,0.645009215909398,0.87659673800035
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.800530899274956,0.837602866844582,1,0.9,0.837602866844582,0.851271138211366
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.365736967679146,0.403397509703573,1,0.9,0.403397509703573,0.911821661746287
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.502353239632981,0.425501396929051,1,0.9,0.425501396929051,0.883628297880727
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.535493361879832,0.557559023676058,1,0.9,0.557559023676058,0.888622632836286
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.540189860989214,0.533471940308489,0,0.1,0.540189860989214,0.118305902559637
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.4727143320033,0.479051155464696,1,0.9,0.479051155464696,0.889083207588588
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.430659999286276,0.591275364731284,1,0.9,0.591275364731284,0.923615724861693
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.497285070528625,0.589336202091781,0,0.1,0.497285070528625,0.0988681374665116
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.255537340882153,0.328221089144057,1,0.9,0.328221089144057,0.927631579207939
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.712070827559065,0.818030494788784,1,0.9,0.818030494788784,0.878442595567004
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.510226053125005,0.470762884277245,1,0.9,0.470762884277245,0.884334200012968
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.724862042720347,0.71388983327732,1,0.9,0.71388983327732,0.859953282613411
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.450678820093008,0.563514555716756,1,0.9,0.563514555716756,0.914229529167995
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.567905207847274,0.677078491973391,1,0.9,0.677078491973391,0.900166750340553
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.748098477658619,0.783028819995498,1,0.9,0.783028819995498,0.866010260356488
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.454539509627144,0.519608177928568,0,0.1,0.454539509627144,0.0951784911918658
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.910150799068013,1,1,0.9,1,0.848722973630754
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.541700515297568,0.500355038110605,1,0.9,0.500355038110605,0.891920995393991
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.908138459117351,0.806697654429569,0,0.1,0.908138459117351,0.194274263420329
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.490509386062967,0.551830714928305,1,0.9,0.551830714928305,0.904760528423621
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.538626455392905,0.49732075587318,1,0.9,0.49732075587318,0.881902309060956
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.544071071106004,0.595214025294403,1,0.9,0.595214025294403,0.898981405384287
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.690443449278892,0.691041335811456,1,0.9,0.691041335811456,0.873978682371683
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.578038709408357,0.582320015092201,1,0.9,0.582320015092201,0.878904993966106
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.667846697963648,0.641861990791921,1,0.9,0.641861990791921,0.862093084306628
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.959831758580535,0.877392140424389,1,0.9,0.877392140424389,0.818705280803863
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.623239151877862,0.661362774316204,1,0.9,0.661362774316204,0.87824306486169
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.619791713096967,0.639943841822202,1,0.9,0.639943841822202,0.886639731212431
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.715340006763298,0.651354548555568,1,0.9,0.651354548555568,0.862498409766985
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.831098209558848,0.78791152918035,1,0.9,0.78791152918035,0.847806715416733
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.549157907768367,0.497922870979956,1,0.9,0.497922870979956,0.876606280225317
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.519602062057123,0.415136542934196,1,0.9,0.415136542934196,0.869695715778505
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.639555438359351,0.604102314364623,1,0.9,0.604102314364623,0.867039404677186
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.387870189966641,0.439108605814869,1,0.9,0.439108605814869,0.913708560896729
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.630045975463173,0.603793031313298,1,0.9,0.603793031313298,0.858112332519136
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.786997568763406,0.820000355621931,1,0.9,0.820000355621931,0.862210179577679
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217471737050642,0.311029431338853,1,0.9,0.311029431338853,0.929113083668459
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.560439250734293,0.606667257514793,1,0.9,0.606667257514793,0.887586830539111
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.389729131190271,0.432835668190974,1,0.9,0.432835668190974,0.91261023356175
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.522201412872233,0.589290577220323,1,0.9,0.589290577220323,0.899775893253841
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.581958142779764,0.642159914492976,0,0.1,0.581958142779764,0.104545095309852
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.430894236220719,0.362568339325097,1,0.9,0.362568339325097,0.899435128772188
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.552339172757242,0.472429492771603,1,0.9,0.472429492771603,0.872044314175182
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.658312600435599,0.706502727214803,1,0.9,0.706502727214803,0.87046529402755
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.561151239211677,0.520058622592668,1,0.9,0.520058622592668,0.874412157087983
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.502877605172159,0.571128139588453,1,0.9,0.571128139588453,0.901874066072758
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.819573995636213,0.82715058251812,1,0.9,0.82715058251812,0.858493808867604
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.832516194664283,0.84574093248876,1,0.9,0.84574093248876,0.850842657582281
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.964086913424358,0.933471519151313,1,0.9,0.933471519151313,0.820084991633617
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.533599356130574,0.538414364794504,1,0.9,0.538414364794504,0.890613615624564
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.749389396572555,0.761313481009407,1,0.9,0.761313481009407,0.856014123901866
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.455149609908483,0.623451096091634,1,0.9,0.623451096091634,0.917535210224084
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.275114447050465,0.352221004444443,1,0.9,0.352221004444443,0.924963241859091
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5197254240945,0.471580335200887,1,0.9,0.471580335200887,0.87745423535681
