"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.442330943080153,0.442201694264013,0,0.9,0.442330943080153,0.818281436243951
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.442913520362189,0.509444080447392,1,0.9,0.509444080447392,0.366022091918436
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.661420853059667,0.815043349880449,1,0.9,0.815043349880449,0.989883490152118
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.773024203980654,0.791780523434224,1,0.9,0.791780523434224,0.545935553960106
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.678741019353498,0.732464199968369,1,0.9,0.732464199968369,0.598126772527398
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.415473604593297,0.618633062473412,1,0.9,0.618633062473412,0.994241886806365
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.62400294136237,0.674749524198002,0,0.1,0.62400294136237,0.65263595268024
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.418421178311138,0.399862178386989,0,0.9,0.418421178311138,0.972489247545287
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.556425871324932,0.507914665860385,0,0.9,0.556425871324932,0.873158316905493
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.398142182313562,0.414007151698766,0,0.9,0.398142182313562,0.758890452172384
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.438791163379604,0.577145675458308,1,0.9,0.577145675458308,0.976327045041099
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.692949867914507,0.751012357651577,1,0.9,0.751012357651577,0.741722977111757
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.48790187613005,0.582616122656846,1,0.9,0.582616122656846,0.778964620533884
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.632687349694724,0.642150951238684,0,0.9,0.632687349694724,0.409538302941868
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.328229239826501,0.330514630698514,0,0.9,0.328229239826501,0.808813788782342
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0642775411641471,0.328589833149383,1,0.9,0.328589833149383,0.99611723756405
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.414332750881372,0.505294554827781,1,0.9,0.505294554827781,0.83136927302011
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.408265820481221,0.286249470535213,0,0.9,0.408265820481221,0.996333889615316
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.902522601814382,0.952020413253651,1,0.9,0.952020413253651,0.875737179619414
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.435216520783059,0.469335886431741,0,0.9,0.435216520783059,0.778843259594917
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.1,0,0.00820721427144516
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.391320873477405,0.465048781567555,0,0.1,0.391320873477405,0.924146167652742
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.244610742658602,0.243583607244874,0,0.9,0.244610742658602,0.941169354412779
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.560606742401679,0.535593166826491,0,0.9,0.560606742401679,0.886083570539173
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.41327089754699,0.417823736287805,0,0.9,0.41327089754699,0.842792928805687
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.525219084700198,0.452899042009375,0,0.9,0.525219084700198,0.99215837009453
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.725014435693441,0.794307785713963,0,0.1,0.725014435693441,0.394096555120972
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.317586967952926,0.438572986289007,1,0.9,0.438572986289007,0.654750674878965
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.635912475739933,0.562430385301171,0,0.9,0.635912475739933,0.964064475296364
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.425550970201421,0.556906623864348,1,0.9,0.556906623864348,0.97833605529827
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.501202115101315,0.544662739977733,1,0.9,0.544662739977733,0.796033365993682
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.381122629966325,0.42720807077525,0,0.9,0.381122629966325,0.671070937612521
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.118219981741935,0.305469370589689,1,0.9,0.305469370589689,0.947857040588903
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.450793323945932,0.598960021172919,1,0.9,0.598960021172919,0.936264493400162
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.147078472605048,0.292566374094032,0,0.1,0.147078472605048,0.340228180292056
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.241589301040844,0.365158468803708,1,0.9,0.365158468803708,0.904208939554752
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.579768736739017,0.636726515701905,1,0.9,0.636726515701905,0.844895638497523
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.532007846875248,0.596678140979225,1,0.9,0.596678140979225,0.474421486377606
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.606876877842236,0.611855082459256,0,0.9,0.606876877842236,0.698967444014217
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.356865366692079,0.391033800369461,0,0.9,0.356865366692079,0.717495309353812
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.516962978198839,0.536646913473219,0,0.9,0.516962978198839,0.875632885390853
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.689180529787963,0.687635688421146,0,0.9,0.689180529787963,0.646073272389389
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.382190145277759,0.296039937867763,0,0.9,0.382190145277759,0.971139901039212
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.698557396498672,0.915384980844363,1,0.9,0.915384980844363,0.998241991523399
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.227868182532083,0.420411533966561,1,0.9,0.420411533966561,0.977382739471741
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.38744743110771,0.305919631481937,0,0.9,0.38744743110771,0.957333919691848
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.488909269663632,0.495308568076981,0,0.9,0.488909269663632,0.74239195487385
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.583414262690318,0.557862737066641,0,0.9,0.583414262690318,0.784475905535949
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.358259177923947,0.474971395170262,1,0.9,0.474971395170262,0.921038962009555
