"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.438197357884891,0.477246838519611,0,0.5,0.438197357884891,0.572045220506102
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.495646430893029,0.433138245097084,0,0.5,0.495646430893029,0.471020232465099
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.2209880578872,0.145946103351603,0,0.5,0.2209880578872,0.502355009273634
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.236656529852227,0.225152518124004,1,0.5,0.225152518124004,0.45650218538044
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.268785939406248,0.206311023364836,0,0.5,0.268785939406248,0.473732551436164
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.156120181198307,0.0855519161364589,1,0.5,0.0855519161364589,0.487316936228185
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.677686837970733,0.607937364689481,0,0.5,0.677686837970733,0.409032046726404
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.552537436303321,0.582169058884271,0,0.5,0.552537436303321,0.49585793259489
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.59725263811373,0.670435844472471,1,0.5,0.670435844472471,0.459116504462152
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.305132710977273,0.175946259838332,1,0.5,0.175946259838332,0.552251769000618
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.195521425387895,0.101713954381939,0,0.5,0.195521425387895,0.486656933832461
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.38956418174616,0.43180825359747,0,0.5,0.38956418174616,0.536361585499844
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.43153242809159,0.429736302866985,0,0.5,0.43153242809159,0.555464013089448
