"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","y0","y1","t","y","prop_score"
-0.560475646552213,"0",0.235842385538918,"1",1.45759623455852,"1",-1.6659936485387,"0",-1.39097484641963,"1",0.200584115330409,"0",0.543974517736667,"0",-0.906230351907253,"0",0.639882304776699,"1",-0.864985598000113,"0",-1.42400552141311,-6.42400552141311,"0",-1.49114014157659,0.0252461541344966
-0.23017748948328,"0",0.733942309562215,"0",2.1109190350826,"1",-0.176613683900578,"1",1.02695532621163,"1",-0.389450577108798,"0",-0.881672786172104,"0",-0.558579299984688,"0",0.5211054803259,"1",1.77436754440881,"0",4.96502549747258,-0.0349745025274171,"1",-0.0448987555787552,0.999996608986445
1.55870831414912,"1",-0.136487313451662,"0",0.317978092275091,"0",-0.253300971713678,"0",-0.836063965095812,"0",-0.320913772703095,"0",0.374536957259432,"0",0.570498350811781,"0",-0.626259083732928,"0",0.0986878661322887,"1",-1.34916584383694,-1.34916584383694,"0",-1.35476750902708,0.494665715646918
0.070508391424576,"1",1.009325582774,"0",0.533698190958825,"0",0.312320504932595,"1",1.09279886041313,"1",-0.382797966310937,"0",0.601023744717507,"1",1.11433380734327,"1",-0.202591611437802,"0",0.11405111990531,"0",4.51865153050312,-0.481348469496879,"1",-0.330894570435682,0.999966990755735
0.129287735160946,"1",-0.536972253846535,"1",1.06847547241951,"1",-0.868142922993177,"1",0.487533699344191,"1",-1.43015544020769,"0",0.589245264971131,"0",0.553596211676158,"1",0.380763356898798,"0",-0.165471693377273,"1",1.78018173008494,-3.21981826991506,"1",-3.27144564357696,0.971767661369217
1.71506498688328,"0",0.662153991261868,"0",0.509769840461149,"0",0.271694209569039,"1",-0.150307963425341,"1",-0.614960265080839,"0",0.780317434876204,"0",-1.06394053487979,"1",1.16244671626153,"0",-0.893838016472285,"1",2.00837506475,2.00837506475,"1",2.06220580501927,0.999193063893649
0.460916205989202,"0",0.88376877831044,"1",-0.509708640115796,"1",-0.500856287478294,"1",-0.678983714808346,"1",0.637103720772489,"0",-1.89923909441759,"1",-0.318882623362956,"1",0.544319351801705,"0",-0.0373195699996293,"1",1.15513634189721,-3.84486365810279,"1",-3.79313303843027,0.632859600987093
-1.26506123460653,"1",1.12218348831208,"1",-0.256271450001228,"1",-0.831926653058283,"1",-1.12396670926487,"1",-0.233613735220417,"0",-1.12757908451105,"1",2.12675555565526,"0",0.739964445714096,"1",1.74945134868896,"0",-0.855042558618829,-5.85504255861883,"0",-0.634173169745998,0.259328301237853
-0.686852851893526,"0",1.05804320455201,"0",1.41988238719511,"0",-0.0684351056867227,"0",0.581724100283807,"1",1.64414151619023,"1",-1.8155542437112,"0",-0.155165602704431,"0",-0.68787627485604,"0",-2.03407510680921,"1",2.80436173445068,-2.19563826554932,"1",-2.11992013289798,0.999328497674191
-0.445661970099958,"0",-0.0805908084587743,"0",-0.792817350156064,"0",-0.34337862723184,"1",-0.168319310738085,"1",-1.37004025560902,"1",0.110370398772368,"1",-1.14388213639655,"1",-1.21970490453042,"0",-0.22573131467017,"1",-0.330768066684722,-5.33076806668472,"0",-0.284761837138261,0.205556983620024
