"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","y0","y1","t","y","prop_score"
-0.626453810742332,"0",0.423463726293463,"0",-0.716921829393213,"0",-0.0507155403520118,"0",-0.451091430040899,"0",-0.652824663872976,"1",0.534641070268084,"1",0.877806461227957,"0",1.15357538637727,"0",-0.291454736660037,"0",-0.921718884234993,-5.92171888423499,"0",-0.946168205272822,0.424121256167534
0.183643324222082,"0",1.56963894296764,"0",-0.890556265546433,"1",-0.53213376694218,"0",0.424561761466804,"1",0.86793866859862,"0",1.05894753418847,"1",1.49099723025967,"0",-1.54368012175125,"0",0.337168532031933,"0",1.25515399616792,-3.74484600383208,"1",-3.66498102919333,0.978160014531494
-0.835628612410047,"1",2.32603672510083,"1",2.04346534771931,"0",-1.08949719133944,"0",0.203769394982042,"1",-0.364409574302431,"0",0.280961521451083,"0",-0.0156823008431717,"1",-1.0356951368092,"0",-0.444628448763258,"1",3.14814566405271,-1.85185433594729,"1",-1.79879218162798,0.967146336353075
1.59528080213779,"0",0.150062933039384,"1",-1.96014231701816,"1",-0.331997971598286,"0",-1.12630498119344,"1",0.472094945596094,"1",0.199354966978061,"1",2.89486964041069,"0",1.64710752563882,"1",-0.400622943610805,"1",-3.6731015346327,-3.6731015346327,"0",-3.75194125750584,0.159593487653627
0.329507771815361,"0",-0.683472033160538,"1",-0.614895737235002,"1",-0.520907981951142,"0",1.15736360207741,"1",1.77890901565169,"0",-0.167614268245829,"1",-0.91115327331934,"0",-1.35121747921118,"0",-0.857970177682199,"1",0.167595621546085,-4.83240437845391,"1",-4.79482219532,0.770150075877971
-0.820468384118015,"0",0.555259945597481,"1",0.429490371746062,"0",-1.70940104725543,"1",0.442539810239542,"0",0.782528199492675,"1",0.469242195087609,"0",1.73306185131567,"1",-0.213515138635012,"0",0.424371102700455,"0",0.397420696209642,-4.60257930379036,"1",-4.67193511593133,0.866328750595777
0.487429052428485,"0",-0.637471622834615,"0",-0.897980075256887,"1",1.11474187282785,"0",0.696865625288319,"1",-1.25937354975616,"0",0.0501020409313705,"1",2.64876644836889,"1",-0.689083269868144,"1",-2.36859620711802,"0",1.26358485245315,-3.73641514754685,"1",-3.6973914390797,0.890615359073988
0.738324705129217,"1",0.030288652378978,"1",-0.523786623528085,"0",-0.400262069355318,"1",1.07654256307225,"1",0.902657080315139,"0",1.11249084167683,"1",1.33575572975685,"1",0.37357995235943,"1",-0.666158460681821,"0",2.42110722769704,-2.57889277230296,"1",-2.60930490930423,0.855012284538532
0.575781351653492,"1",-1.37694322217952,"1",-2.26461339271363,"0",0.0826433069137957,"1",1.48415527132576,"1",0.78668585726208,"0",-0.718944723532246,"0",0.407513690790354,"0",-2.46156944252101,"1",1.05699732712066,"0",0.00102331499989905,-4.9989766850001,"0",-0.232394514586653,0.418501028860822
-0.305388387156356,"1",0.973826220475139,"1",0.87049683126374,"1",0.497082389127134,"0",0.508781402930662,"1",1.41666107143738,"1",1.68279582205349,"1",0.589576384188139,"1",-0.0960355383762706,"1",-0.55653168045378,"1",3.04479845664032,-1.95520154335968,"1",-1.84297298078296,0.929915163191067
