"V1.1","V1.2","V1.3","V1.4","V2.1","V3.1","V3.2","V3.3","V3.4","V4.1","V5.1","V5.2","V5.3","V5.4","V6.1","V7.1","V7.2","V7.3","V7.4","V8.1","V9.1","V9.2","V9.3","V9.4","V10.1","V11.1","V11.2","V11.3","V11.4","V12.1","V13.1","V13.2","V13.3","V13.4","V14.1","V15.1","V15.2","V15.3","V15.4","V16.1","V17.1","V17.2","V17.3","V17.4","V18.1","V19.1","V19.2","V19.3","V19.4","V20.1","y0","y1","t.1","y","prop_score"
"0",1,1,1,"0","0",0,1,1,"0","1",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",1,1,1,"0",-0.921718884234993,-5.92171888423499,0,-0.946168205272822,0.424121256167534
"0",0,1,1,"0","0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",0,0,1,"0","1",1,1,1,"0","0",0,1,1,"0",1.25515399616792,-3.74484600383208,1,-3.66498102919333,0.978160014531494
"1",1,1,1,"1","0",0,0,1,"1","0",0,0,1,"0","1",1,1,1,"0","0",0,1,1,"1","0",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","1",1,1,1,"0","0",1,1,1,"1",3.14814566405271,-1.85185433594729,1,-1.79879218162798,0.967146336353075
"0",0,0,1,"0","0",0,1,1,"1","1",1,1,1,"1","0",1,1,1,"0","1",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",1,1,1,"1",-3.6731015346327,-3.6731015346327,0,-3.75194125750584,0.159593487653627
"0",0,1,1,"0","1",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"1","0",0,0,1,"0","0",1,1,1,"1","1",1,1,1,"0","1",1,1,1,"0","1",1,1,1,"1",0.167595621546085,-4.83240437845391,1,-4.79482219532,0.770150075877971
"1",1,1,1,"0","0",0,1,1,"1","0",0,1,1,"0","1",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"1","0",0,1,1,"0","0",0,0,1,"1","0",1,1,1,"0","0",0,1,1,"0",0.397420696209642,-4.60257930379036,1,-4.67193511593133,0.866328750595777
"0",0,1,1,"0","0",1,1,1,"0","1",1,1,1,"1","0",0,0,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",0,1,1,"1","0",0,0,1,"1","1",1,1,1,"1","1",1,1,1,"0",1.26358485245315,-3.73641514754685,1,-3.6973914390797,0.890615359073988
"0",0,0,1,"1","0",0,1,1,"1","0",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",1,1,1,"0",2.42110722769704,-2.57889277230296,1,-2.60930490930423,0.855012284538532
"0",0,1,1,"1","1",1,1,1,"1","1",1,1,1,"0","0",0,1,1,"1","0",0,0,1,"1","0",0,0,1,"0","1",1,1,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",0,0,1,"0",0.00102331499989905,-4.9989766850001,0,-0.232394514586653,0.418501028860822
"0",1,1,1,"1","0",0,0,1,"1","0",0,0,1,"1","0",0,1,1,"0","0",0,1,1,"1","0",0,0,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",1,1,1,"1","0",1,1,1,"1",3.04479845664032,-1.95520154335968,1,-1.84297298078296,0.929915163191067
"0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"1","0",1,1,1,"1","0",0,1,1,"1","0",0,0,1,"1","0",1,1,1,"1",-0.239019241745634,-0.239019241745634,0,-0.322129112133672,0.700132143735183
"0",0,1,1,"1","0",0,0,1,"0","1",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"1","0",0,1,1,"0","1",1,1,1,"1",1.0996313973714,-3.9003686026286,1,-3.89169961863158,0.541058870256697
"0",1,1,1,"1","0",1,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"1","0",1,1,1,"0","0",0,1,1,"0","0",0,1,1,"1",-2.3666323352359,-7.3666323352359,0,-2.42452896159822,0.0505354794010155
"1",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",0,0,1,"1","1",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"1","0",0,0,1,"0",-0.0887403516793288,-5.08874035167933,0,-0.140337747311688,0.883662186948354
"0",0,0,1,"0","1",1,1,1,"1","1",1,1,1,"0","1",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",1,1,1,"0",-4.43915857591208,-4.43915857591208,0,-4.36759507428766,0.0444626143999654
"0",1,1,1,"0","0",1,1,1,"0","1",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"1","0",0,0,1,"1","0",0,0,1,"1","0",0,1,1,"0",-2.1822789430527,-7.1822789430527,0,-2.2367306827799,0.231347229371448
"0",1,1,1,"1","1",1,1,1,"0","0",0,0,1,"0","0",1,1,1,"0","0",0,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"0","1",1,1,1,"0",0.612559448877096,-4.3874405511229,1,-4.39215620271389,0.33190637523491
"0",0,0,1,"0","0",0,0,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"0","0",0,0,1,"0","0",0,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",0,0,1,"1",3.949278381513,-1.050721618487,1,-1.11794809664911,0.957068267517899
"0",0,0,1,"1","0",0,1,1,"1","0",1,1,1,"0","0",0,1,1,"0","1",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",1,1,1,"0","0",0,0,1,"0","0",0,0,1,"0",1.38307052307746,-3.61692947692254,1,-3.63644046498816,0.182767788445174
