"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","y0","y1","t","y","prop_score"
-0.037513761786902,"1",-0.167917870566752,"1",0.121428919551079,"1",-0.559703656619893,"0",-0.513834606931747,"1",-0.946442505790646,"0",1.04648245619146,"1",-2.46748131230566,"0",1.61160387807285,"1",0.549094829682888,"1",-0.657540976354214,-5.65754097635421,"0",-0.6377469100796,0.119044171269287
-1.57460441409851,"1",-0.0259627907142696,"0",0.966752049633692,"0",0.707567280942343,"1",-0.962525237605408,"0",1.10989919037317,"0",0.710020720359659,"1",1.76239342611157,"0",-0.252188759583703,"1",0.834730213881971,"1",0.611226888157842,-4.38877311184216,"1",-4.28259487945413,0.982133646486968
-0.485967523389708,"1",0.500681293558887,"1",0.562756183309317,"0",0.1148308470366,"0",0.850592481178828,"0",0.294370307913466,"0",-0.266034663051556,"0",1.52560871595981,"0",-0.969939138097895,"0",-0.00865234293577031,"1",2.04289328169392,-2.95710671830608,"1",-3.22984440117758,0.997437942224421
0.465186226628516,"0",-1.33819787655508,"1",0.901743613899688,"0",0.574819614000856,"0",-0.771298103315563,"0",-1.03059477911241,"0",-0.331790581098916,"1",0.436637103223925,"0",-0.521110297369797,"0",0.31205189592029,"0",0.332253474658413,-4.66774652534159,"1",-4.61109029751266,0.293046565930085
-0.90409807291804,"1",0.126139157745009,"1",-1.06789472932819,"0",0.935341534718558,"1",-0.0614184739768285,"0",-1.57000318433447,"0",0.300364700795918,"0",1.10772613499129,"0",0.767614198696773,"1",-1.09398891611075,"0",0.52806941624051,-4.47193058375949,"1",-4.49726959360328,0.715721887668887
-0.277432798105787,"0",-0.217755820106762,"1",0.815882577004475,"0",0.223690675149421,"0",-0.220797068956989,"1",0.417563671289117,"0",0.966859173403092,"1",0.568268166608116,"0",0.210109989199566,"0",0.0117490362900787,"0",0.823587564984358,-4.17641243501564,"1",-4.2566000080638,0.919361029602394
0.386434414838596,"0",1.35155487322036,"0",0.64567516100726,"1",0.152909974940587,"0",1.2912956505951,"1",-0.884172965153601,"1",0.155765767570553,"1",1.97038508314371,"0",0.319970042445249,"0",-0.121299882536757,"0",4.3278700746019,-0.672129925398097,"1",-0.610781476210772,0.999983358257928
-0.0604041171339084,"0",0.748781079310347,"1",-1.65136849690035,"1",1.01581360054434,"1",0.474652072310113,"0",-0.169864500847593,"0",-2.20930548150226,"0",-0.886548413892467,"0",-0.15800234067885,"0",0.551463959254508,"1",2.02747413813054,-2.97252586186946,"1",-2.79327197229287,0.991961448295715
-0.686179761164799,"0",0.595035907942076,"0",0.411760009167723,"1",0.378037118380672,"1",-1.09126543292385,"0",-0.122948602595057,"0",0.335294736443489,"1",-1.85978040356526,"0",0.622701602277703,"1",-0.82222954531431,"0",1.10738784140182,-3.89261215859818,"1",-3.80077035613623,0.959044848355237
-1.90613678791591,"0",0.146946651770433,"1",-0.459655472951724,"1",-0.534724966485102,"0",-1.10387735466175,"1",-0.582183316288251,"1",-0.284854677123476,"1",-1.68525623602067,"0",-0.513302357160765,"0",-1.21293973873332,"0",-3.35744793024405,-8.35744793024405,"0",-3.21111462200742,0.00107168655243242
