"Robust","data_train_enc_0.1_1",500,1,100.0,3600,2,271.8876553007521,0.0,3.45483660697937,9.912030792665206,57.599999999999994,28.799999999999997,38.72832714295484,81.04,25.619999999999997,"log","linear",0.3
"Robust","data_train_enc_0.1_1",500,1,100.0,3600,2,302.2342691325226,0.0,3.867262840270996,9.912030792665206,57.599999999999994,28.799999999999997,38.72832714295484,81.04,25.619999999999997,"log","lasso",0.3
"Robust","data_train_enc_0.1_1",500,1,100.0,3600,2,272.64054567465143,0.0,2.2099945545196533,9.912030792665206,57.599999999999994,28.799999999999997,38.72832714295484,81.04,25.619999999999997,"tree","linear",0.3
"Robust","data_train_enc_0.1_1",500,1,100.0,3600,2,276.4278340135187,0.0,2.7273507118225098,9.912030792665206,57.599999999999994,28.799999999999997,38.72832714295484,81.04,25.619999999999997,"tree","lasso",0.3
"Robust","data_train_enc_0.1_1",500,1,100.0,3600,2,272.6299540665485,0.0,2.0245745182037354,9.912030792665206,57.599999999999994,28.799999999999997,38.72832714295484,81.04,25.619999999999997,"true","linear",0.3
"Robust","data_train_enc_0.1_1",500,1,100.0,3600,2,274.1800956587652,0.0,4.690084934234619,13.512826768582066,53.2,51.800000000000004,131.23664518805498,63.55,50.38,"true","lasso",0.3
"Robust","data_train_enc_0.1_1",500,2,100.0,3600,2,272.99786779671103,0.0,31.240739107131958,8.467877750324412,59.599999999999994,27.6,28.77632913179485,83.7,24.5,"log","linear",0.3
"Robust","data_train_enc_0.1_1",500,2,100.0,3600,2,318.2989495542024,0.0,37.925559282302856,15.181475431278875,44.800000000000004,39.800000000000004,131.08102396816184,67.2,40.129999999999995,"log","lasso",0.3
"Robust","data_train_enc_0.1_1",500,2,100.0,3600,2,273.6979760770063,0.0,23.0689058303833,8.467877750324412,59.599999999999994,27.6,28.77632913179485,83.7,24.5,"tree","linear",0.3
"Robust","data_train_enc_0.1_1",500,2,100.0,3600,2,285.4560165933233,0.0,48.63534355163574,9.30923626940704,60.4,36.0,60.584641297076004,77.88000000000001,33.739999999999995,"tree","lasso",0.3
"Robust","data_train_enc_0.1_1",500,2,100.0,3600,2,273.68830644624916,0.0,20.629875421524048,8.467877750324412,59.599999999999994,27.6,28.77632913179485,83.7,24.5,"true","linear",0.3
"Robust","data_train_enc_0.1_1",500,2,100.0,3600,2,283.40687246795204,0.0,47.825300455093384,9.30923626940704,60.4,36.0,60.584641297076004,77.88000000000001,33.739999999999995,"true","lasso",0.3
"Robust","data_train_enc_0.1_2",500,1,100.0,3600,2,241.31963877814695,0.0,1.0403971672058105,4.147362670960024,70.19999999999999,25.2,63.74597884426457,73.06,25.95,"log","linear",0.3
"Robust","data_train_enc_0.1_2",500,1,100.0,3600,2,245.31562518934936,0.0,1.4973804950714111,15.180500700963378,48.8,50.2,201.79505825605426,53.12,49.82,"log","lasso",0.3
"Robust","data_train_enc_0.1_2",500,1,100.0,3600,2,233.49133432175375,0.0,1.0054917335510254,4.147362670960024,70.19999999999999,25.2,63.74597884426457,73.06,25.95,"tree","linear",0.3
