"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.65267119329174,0.577828870263634,1,0.75,0.577828870263634,0.712791159620897,0.775665399239544
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.503399790447914,0.475952077697736,0,0.75,0.503399790447914,0.516978377336318,0.742616033755274
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.521165603754799,0.442478434107106,0,0.25,0.521165603754799,0.254508059186247,0.224334600760456
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.681935102634669,0.75597345038231,0,0.75,0.681935102634669,0.826598855034282,0.742616033755274
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.492219079386987,0.4666532049169,0,0.75,0.492219079386987,0.561730942093954,0.742616033755274
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.433384776841507,0.368618559849689,1,0.75,0.368618559849689,0.734025679972643,0.775665399239544
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.618404421724492,0.571397857200154,0,0.75,0.618404421724492,0.591271894033996,0.742616033755274
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.893265881368318,0.852106338235598,1,0.25,0.852106338235598,0.373849608879489,0.257383966244726
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.473692601582745,0.459899682742913,0,0.75,0.473692601582745,0.629107543395186,0.742616033755274
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.614635647193323,0.549749591232519,1,0.75,0.549749591232519,0.627159606598114,0.775665399239544
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.838441795238863,0.861677888362485,0,0.75,0.838441795238863,0.802037271750007,0.742616033755274
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.444465971125101,0.460964314084122,0,0.75,0.444465971125101,0.580591373489335,0.742616033755274
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.423902901192354,0.344108227566746,1,0.75,0.344108227566746,0.686347083212891,0.775665399239544
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.447422118336103,0.279824931193784,0,0.25,0.447422118336103,0.0700024660689518,0.224334600760456
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.252579795924061,0.319341405433288,1,0.25,0.319341405433288,0.223750981519622,0.257383966244726
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.473304901698147,0.431813160817445,1,0.75,0.431813160817445,0.540642671655354,0.775665399239544
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.390770981518776,0.392128442765964,1,0.75,0.392128442765964,0.525138702480851,0.775665399239544
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.616700260146539,0.618161446410565,0,0.75,0.616700260146539,0.705125490877435,0.742616033755274
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.591997021722004,0.58651207454427,1,0.25,0.58651207454427,0.321096542495123,0.257383966244726
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.593270718596881,0.557663468779692,0,0.75,0.593270718596881,0.621202190047777,0.742616033755274
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.594184223653295,0.615827768249005,0,0.75,0.594184223653295,0.700918710837617,0.742616033755274
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.555653536156729,0.556756914869945,0,0.75,0.555653536156729,0.670744727700731,0.742616033755274
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.650846085767555,0.575680302869139,0,0.75,0.650846085767555,0.472951902530222,0.742616033755274
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.751171688914896,0.597947745051635,0,0.25,0.751171688914896,0.0771517735910722,0.224334600760456
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.574391704749301,0.580979511663115,0,0.75,0.574391704749301,0.628647838907644,0.742616033755274
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.619121203273515,0.595071444962202,1,0.75,0.595071444962202,0.564756110491683,0.775665399239544
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.690199457717398,0.647964859092695,1,0.75,0.647964859092695,0.598479479839068,0.775665399239544
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.544877440131548,0.414538303942262,0,0.25,0.544877440131548,0.141956838655255,0.224334600760456
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.551128282926134,0.483573191037997,1,0.75,0.483573191037997,0.664533135551414,0.775665399239544
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.713025973878366,0.695372020762354,1,0.25,0.695372020762354,0.441439543929531,0.257383966244726
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.886993170947224,0.878830600319098,1,0.25,0.878830600319098,0.23016124995836,0.257383966244726
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.734618371467305,0.635135037398209,1,0.75,0.635135037398209,0.584357046760577,0.775665399239544
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.558187316647374,0.547203051542208,1,0.25,0.547203051542208,0.431665096585505,0.257383966244726
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.529849501660224,0.459714660875906,0,0.25,0.529849501660224,0.452586128883179,0.224334600760456
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.412880347430315,0.299760418735872,0,0.25,0.412880347430315,0.165042046268932,0.224334600760456
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.599177905878388,0.509351545518457,1,0.75,0.509351545518457,0.652415071440961,0.775665399239544
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.754351433035272,0.689806734215624,0,0.25,0.754351433035272,0.332424395879024,0.224334600760456
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.350949388800829,0.322233553404298,1,0.75,0.322233553404298,0.531660827687269,0.775665399239544
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.762418299066598,0.746253253597797,0,0.75,0.762418299066598,0.726414724599699,0.742616033755274
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.435775497637424,0.460105678023299,1,0.25,0.460105678023299,0.31934885688255,0.257383966244726
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.780828541625923,0.705835686295522,0,0.25,0.780828541625923,0.388901803355931,0.224334600760456
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.516652558690494,0.502433704964319,1,0.75,0.502433704964319,0.606367000723795,0.775665399239544
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.683767019015675,0.655312009402652,0,0.75,0.683767019015675,0.637971734495651,0.742616033755274
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.593064202363562,0.553026317046047,0,0.75,0.593064202363562,0.613094142320508,0.742616033755274
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.340372177652245,0.303253873647411,1,0.75,0.303253873647411,0.696488341084906,0.775665399239544
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.53768106256651,0.473234791534987,1,0.75,0.473234791534987,0.719678190062472,0.775665399239544
