"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.563711030019642,0.55508125932857,1,0.9,0.55508125932857,0.593029574977099,0.91304347826087
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.448160954094472,0.35323397628006,1,0.9,0.35323397628006,0.974647391743766,0.91304347826087
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.780443503452173,0.69190427981161,0,0.1,0.780443503452173,0.207336778131087,0.0869565217391304
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7510536458091,0.744485510026992,0,0.9,0.7510536458091,0.66532438368597,0.834008097165992
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.220040039422339,0.181237923179855,1,0.9,0.181237923179855,0.901109698371862,0.91304347826087
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.364333320663783,0.37525546399837,1,0.9,0.37525546399837,0.706786369194427,0.91304347826087
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.76185075302978,0.786401594152524,0,0.9,0.76185075302978,0.626600957064781,0.834008097165992
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.759370159399092,0.670073507506717,1,0.9,0.670073507506717,0.60643151616729,0.91304347826087
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.600982461791683,0.528683524436139,1,0.9,0.528683524436139,0.853221373109654,0.91304347826087
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.43666171096719,0.299913337673614,0,0.1,0.43666171096719,0.012678556176606,0.0869565217391304
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.601365484775071,0.702390440960017,0,0.9,0.601365484775071,0.971997507723956,0.834008097165992
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.586727242367,0.535410941304369,1,0.9,0.535410941304369,0.913663842683997,0.91304347826087
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.543559718911091,0.475358095798067,1,0.9,0.475358095798067,0.740540866937119,0.91304347826087
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.685318236536873,0.716973067592527,0,0.9,0.685318236536873,0.886673638967824,0.834008097165992
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.418041538200033,0.436149290599745,0,0.9,0.418041538200033,0.714352530414388,0.834008097165992
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.634436552269608,0.755353402111104,0,0.9,0.634436552269608,0.983700785505804,0.834008097165992
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.627110308996746,0.703755987386097,0,0.9,0.627110308996746,0.944432278764989,0.834008097165992
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.438336599187312,0.330713501228539,1,0.9,0.330713501228539,0.978372934009415,0.91304347826087
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.684896459058807,0.687289285441933,0,0.9,0.684896459058807,0.532438570378321,0.834008097165992
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.542553293660725,0.434116125603601,1,0.9,0.434116125603601,0.861977969953063,0.91304347826087
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.537338338228035,0.500297889840423,1,0.9,0.500297889840423,0.653582360917935,0.91304347826087
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.780342157439244,0.799093252414434,0,0.9,0.780342157439244,0.778854816557059,0.834008097165992
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.41174691229624,0.386167257709784,1,0.9,0.386167257709784,0.743633664678332,0.91304347826087
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.654120436260841,0.62442948919739,1,0.9,0.62442948919739,0.579801870984868,0.91304347826087
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.604924343843697,0.615159886991709,1,0.1,0.615159886991709,0.280333059248828,0.165991902834008
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.4271646721467,0.392834728980763,1,0.9,0.392834728980763,0.714406205542277,0.91304347826087
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375561591588146,0.289840112324648,1,0.9,0.289840112324648,0.963080372939433,0.91304347826087
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.460767726872671,0.473717319773022,1,0.9,0.473717319773022,0.616302683806018,0.91304347826087
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.757750953241817,0.639266043557978,1,0.9,0.639266043557978,0.854468991236351,0.91304347826087
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.661562071470682,0.590759585651086,1,0.9,0.590759585651086,0.87611445153759,0.91304347826087
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.504590652142252,0.6278469465322,0,0.9,0.504590652142252,0.96838135560867,0.834008097165992
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.546593391345718,0.569791494116463,1,0.1,0.569791494116463,0.336998469013935,0.165991902834008
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.542304490609528,0.52076661600531,1,0.9,0.52076661600531,0.633726762145395,0.91304347826087
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.589913188733419,0.712088237227638,0,0.9,0.589913188733419,0.963484520057027,0.834008097165992
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.48853969575682,0.407290611380139,1,0.9,0.407290611380139,0.940673650826057,0.91304347826087
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.466783374679726,0.470104211975973,1,0.9,0.470104211975973,0.59377874674768,0.91304347826087
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.600386856236838,0.677805569857347,0,0.9,0.600386856236838,0.883137429402968,0.834008097165992
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.529588441000748,0.648700835132306,1,0.1,0.648700835132306,0.0508365812734153,0.165991902834008
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.649286641837757,0.707561648717209,0,0.9,0.649286641837757,0.830176896018547,0.834008097165992
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.44505488995057,0.509672725105664,0,0.9,0.44505488995057,0.593168446539805,0.834008097165992
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.634073006862048,0.726017288772429,0,0.9,0.634073006862048,0.976180314780134,0.834008097165992
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.392507497735971,0.380358651166343,1,0.9,0.380358651166343,0.763844812717119,0.91304347826087
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.621471545288399,0.554325364788467,1,0.9,0.554325364788467,0.904426145707356,0.91304347826087
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.525651056487708,0.577666900274656,1,0.1,0.577666900274656,0.294713104588995,0.165991902834008
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.334337449505201,0.312386695503062,1,0.9,0.312386695503062,0.882040143351686,0.91304347826087
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.412255955530616,0.434269069632666,0,0.9,0.412255955530616,0.697703173684133,0.834008097165992
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.790991858305483,0.781237569648879,0,0.9,0.790991858305483,0.627609278538108,0.834008097165992
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.370474176568939,0.358143899996132,1,0.9,0.358143899996132,0.691573427580778,0.91304347826087
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.709741270645855,0.6470491837567,1,0.9,0.6470491837567,0.796768066281805,0.91304347826087
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.670979611587381,0.647507789408429,0,0.9,0.670979611587381,0.443152483584043,0.834008097165992
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.545017777651236,0.569290055165717,0,0.9,0.545017777651236,0.581660763300235,0.834008097165992
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.62157928673482,0.647853236713159,0,0.9,0.62157928673482,0.635175609794534,0.834008097165992
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.366445885085983,0.367986873631747,1,0.9,0.367986873631747,0.659488588133511,0.91304347826087
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.448875887156516,0.46057838078256,1,0.1,0.46057838078256,0.445205872710687,0.165991902834008
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.666308537776359,0.553896326854055,0,0.1,0.666308537776359,0.0499353314480839,0.0869565217391304
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.300200199732709,0.189721367370701,1,0.9,0.189721367370701,0.991296450099803,0.91304347826087
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.429600716659972,0.417715750678437,1,0.9,0.417715750678437,0.79847943777158,0.91304347826087
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.74787162599523,0.737920142458598,1,0.1,0.737920142458598,0.568636953239076,0.91304347826087
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.401393075817115,0.354689756704244,1,0.9,0.354689756704244,0.919416736953553,0.91304347826087
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.688146432946575,0.736597557208905,0,0.9,0.688146432946575,0.872882876587914,0.834008097165992
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.714909583731505,0.659827384281413,1,0.9,0.659827384281413,0.64059143538992,0.91304347826087
