"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082438698206866,0.0136804084417078,0,0.25,0.082438698206866,0.227720858953715,0.227272727272727
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.533709756917176,0.466118406454133,1,0.75,0.466118406454133,0.820329123028807,0.772727272727273
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.507324935534782,0.550343616916764,1,0.25,0.550343616916764,0.486759906685862,0.275193798449612
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.558271587864971,0.52934962985451,1,0.75,0.52934962985451,0.557075957279037,0.275193798449612
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.245474789690148,0.370588502384737,0,0.75,0.245474789690148,0.832451939684603,0.724806201550388
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.614173021348558,0.536834773607236,1,0.75,0.536834773607236,0.734552637477014,0.772727272727273
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.498073967014495,0.496330704386043,0,0.75,0.498073967014495,0.498586533424051,0.724806201550388
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.428797576966448,0.42134708143158,1,0.75,0.42134708143158,0.53070823679564,0.772727272727273
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.381098619997327,0.442917875390066,0,0.75,0.381098619997327,0.731257816190492,0.724806201550388
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.559367913228338,0.61302896007093,0,0.75,0.559367913228338,0.590998352261525,0.724806201550388
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.468398652669852,0.475289985815575,1,0.75,0.475289985815575,0.554301436776234,0.772727272727273
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.320886214182088,0.375233645428697,0,0.75,0.320886214182088,0.700182700595586,0.724806201550388
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.454843031420629,0.429493527109902,1,0.75,0.429493527109902,0.677496469737431,0.772727272727273
