V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,linear0,lasso0,linear1,lasso1
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.642541465171329,0.6145642656065501,0,0.75,0.642541465171329,0.723685119381487,0.836734693877551,0.6507159472801842,0.5933982742609634,0.620376084368308,0.6421844974475113
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.39438118744454,0.444755122682673,0,0.75,0.39438118744454,0.640191910658461,0.836734693877551,0.38377010132554196,0.4254297589444976,0.4343407304417149,0.5662853835521503
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.691691186651946,0.7683119216842249,1,0.75,0.7683119216842249,0.8265578102470309,0.7215686274509799,0.6750916974662531,0.5516837136551369,0.7773180983784703,0.6233351423731309
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.474047752047339,0.5292488171588211,1,0.75,0.5292488171588211,0.44632448399561203,0.7215686274509799,0.48682921325714873,0.47891068554563265,0.5340453685389671,0.5904515490485901
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.444901387350765,0.524217060713402,0,0.25,0.444901387350765,0.536335782852435,0.27843137254902,0.48426444104410826,0.47582086486337494,0.535878746426898,0.5890553668448176
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.6621136976589549,0.788769565061653,1,0.75,0.788769565061653,0.851674534191936,0.7215686274509799,0.6819607416696348,0.5516299295533951,0.7928397402144688,0.6233108392133621
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.954810481203773,0.918350211581587,1,0.75,0.918350211581587,0.564903095031431,0.7215686274509799,0.9518610949673911,0.745883205615405,0.921015645664742,0.7110871197656983
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.43856090683482796,0.383442229804858,0,0.75,0.43856090683482796,0.859003224285813,0.836734693877551,0.4454290309348518,0.4896719106245145,0.41489236205310126,0.5953141713464464
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.33780006641292,0.34727031599407504,0,0.75,0.33780006641292,0.754205621615928,0.836734693877551,0.33841430511536374,0.4105025083845806,0.36934150951679423,0.5595402796363531
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.667583610274511,0.626176057332157,0,0.75,0.667583610274511,0.695453101421285,0.836734693877551,0.6646689232540696,0.5986719226851597,0.6387002086729591,0.6445674752433085
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.49176619082375705,0.6145304459630171,1,0.75,0.6145304459630171,0.761107147763433,0.7215686274509799,0.5090925226399434,0.4615675395377573,0.6264693318144988,0.5826147862381578
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5101556139379729,0.584527371624718,1,0.75,0.584527371624718,0.532383208943938,0.7215686274509799,0.5157604786850609,0.48848535942153976,0.5753767045742486,0.5947780102407322
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.37002728960865006,0.4584418836723889,1,0.75,0.4584418836723889,0.5435651027746239,0.7215686274509799,0.3653248833333126,0.39768145616169,0.4610843174326964,0.5537468932919531
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.596667133669994,0.6105710338436291,0,0.25,0.596667133669994,0.541201989042762,0.27843137254902,0.586521631106997,0.5372988206458471,0.614169300432983,0.6168351109188572
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.251109991705247,0.31306763053649606,0,0.75,0.251109991705247,0.724659036596811,0.836734693877551,0.2376105896067462,0.3469076442709237,0.2995003472989932,0.5308039785180847
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.38553688688426,0.564910078588766,0,0.25,0.38553688688426,0.138730875984542,0.27843137254902,0.38450776801342135,0.37232789967668956,0.5662570126099777,0.542290505363049
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.5989205379648199,0.6481748460664589,1,0.75,0.6481748460664589,0.5735731592283929,0.7215686274509799,0.6091335897383904,0.5405071246617628,0.6569598586106896,0.61828483160881
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.616688242921434,0.535075239088256,1,0.25,0.535075239088256,0.0667802907143411,0.163265306122449,0.6540702706158661,0.632723438687675,0.5314231314228043,0.6599541677226416
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.707075503711172,0.734080395920977,1,0.75,0.734080395920977,0.6320079064713431,0.7215686274509799,0.6906679040257696,0.5837306654578956,0.7336016854888481,0.6378160422030426
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6659729072359829,0.6013700335031011,1,0.25,0.6013700335031011,0.29748794025862,0.163265306122449,0.6152564495793905,0.569923456622366,0.5985169019347498,0.6315770460792126
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.185118917670436,0.21228075453123998,0,0.75,0.185118917670436,0.8289917038824358,0.836734693877551,0.19336829160949354,0.33411253959260445,0.23176551267797701,0.5250223169641135
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.594278190418261,0.5734445294964399,0,0.75,0.594278190418261,0.63572254610659,0.836734693877551,0.5752995974606261,0.5393301387727638,0.5840439654174714,0.6177529927348755
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.327022304390293,0.37709749541095794,0,0.75,0.327022304390293,0.821281168222073,0.836734693877551,0.33826431730049966,0.41941552139337046,0.3471410570018588,0.5635677593591477
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.450234032489495,0.471542851831748,0,0.75,0.450234032489495,0.7626972532815791,0.836734693877551,0.4857219981218327,0.49946968207329223,0.481131669466551,0.5997414425508767
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.6924806822507871,0.667297121372191,0,0.75,0.6924806822507871,0.7385146573269871,0.836734693877551,0.7078676056686314,0.6291961389636046,0.6606057947320374,0.6583603039976698
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17238180711168,0.18040625864162502,0,0.75,0.17238180711168,0.9102007282406558,0.836734693877551,0.16911984630743843,0.33607857751792086,0.17261537796478565,0.5259107009337822
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.6824198714881159,0.739579937584351,1,0.75,0.739579937584351,0.668949142143641,0.7215686274509799,0.6957041258256522,0.5831127280471542,0.7464009107155072,0.6375368178387044
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.172536512707062,0.321827177192794,1,0.75,0.321827177192794,0.469039027099728,0.7215686274509799,0.20270320954496784,0.3072641640335897,0.31854131998075697,0.5128904724299176
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20477077471124,0.251418023472125,0,0.75,0.20477077471124,0.8404437442794649,0.836734693877551,0.2210697390519839,0.3524995170665974,0.24872414697267453,0.5333307508087581
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.615978482243194,0.707607438967606,0,0.25,0.615978482243194,0.23210088100493803,0.27843137254902,0.6012771791616638,0.5157553508169931,0.7000763172537484,0.6071003682668742
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.816960039618336,0.827835717265882,1,0.75,0.827835717265882,0.553882029325504,0.7215686274509799,0.8052130697011992,0.6593398096028604,0.8047576918190112,0.6719811774498319
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.419352286409915,0.446093250449224,0,0.75,0.419352286409915,0.6577115294414699,0.836734693877551,0.3982181009743597,0.435768801817536,0.4413480643512476,0.5709572364354796
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.408129623751581,0.514838560697812,1,0.75,0.514838560697812,0.682242818910487,0.7215686274509799,0.3928917415245108,0.4009995969771042,0.5147066081228796,0.5552462454008616
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.51610376025957,0.603915497611144,0,0.25,0.51610376025957,0.321336605532242,0.27843137254902,0.542839557989379,0.4908764583456372,0.6301802704600629,0.5958584644510537
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.722078464609951,0.7644648791549592,1,0.75,0.7644648791549592,0.66476455670955,0.7215686274509799,0.7140907350911085,0.594508299033211,0.7596407191001242,0.6426860789281641
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7094654745953821,0.717820427683491,1,0.75,0.717820427683491,0.628437400476105,0.7215686274509799,0.6835552443113433,0.5798263452444787,0.7272438186661958,0.63605181606814
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.502054982420829,0.6071049115908729,0,0.25,0.502054982420829,0.41074639700223997,0.27843137254902,0.5164747581909805,0.48375903618690236,0.5885710984494337,0.5926423496092372
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.696069719616801,0.6598074966235771,0,0.75,0.696069719616801,0.5910881902840699,0.836734693877551,0.6759662245771912,0.5952231102350274,0.672471416251841,0.6430090771800575
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.531173172867383,0.5490066424757529,1,0.25,0.5490066424757529,0.34008806504909195,0.163265306122449,0.5246173313711603,0.5114398215015991,0.5389106453839456,0.6051503310803769
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.465471523597967,0.49060239462033006,0,0.75,0.465471523597967,0.67979370048093,0.836734693877551,0.47716795451714894,0.4851197350352355,0.49716851489236724,0.5932572019622054
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.485974934693779,0.48937487204173297,0,0.75,0.485974934693779,0.755260218751659,0.836734693877551,0.4837086021097976,0.4973615447186099,0.48179221803969463,0.5987888488050271
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.687897453634786,0.688404784248299,0,0.75,0.687897453634786,0.632258096235307,0.836734693877551,0.692654234767558,0.6090510807656543,0.6759387172421318,0.6492574547898038
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.318156871107422,0.315052382271423,0,0.75,0.318156871107422,0.859449603453962,0.836734693877551,0.3146255122390244,0.4116722548099925,0.31317457388284226,0.5600688472491808
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.416528883044926,0.626391019456652,1,0.75,0.626391019456652,0.9073722320007329,0.7215686274509799,0.42971310961572645,0.38914647315273965,0.62627956524562,0.5498902321416728
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.532707818062238,0.611229459776419,1,0.75,0.611229459776419,0.7575943510666201,0.7215686274509799,0.5080098389354182,0.46134973408217855,0.6245779364158529,0.5825163675491025
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.46191434696689504,0.408361606312615,0,0.75,0.46191434696689504,0.8372853543711031,0.836734693877551,0.43845880546846977,0.4817470096111985,0.41871645324460527,0.5917331849723877
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.594504019266458,0.579239362972261,0,0.75,0.594504019266458,0.684978118398521,0.836734693877551,0.5872758486897933,0.5513807920980716,0.5813147543213217,0.6231982626863768
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.586667243431233,0.558560004071682,0,0.75,0.586667243431233,0.701303733989487,0.836734693877551,0.5543687422218403,0.5334483937562793,0.5515780126689478,0.6150952372973845
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.874276777926094,0.8530980081889691,1,0.75,0.8530980081889691,0.654382635282214,0.7215686274509799,0.8459718054035301,0.6742641369415658,0.8594646298561146,0.6787249604639156
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.440967704850599,0.47959588873719106,1,0.25,0.47959588873719106,0.40141007159765296,0.163265306122449,0.4544040182983614,0.46365749403777023,0.4988159897858292,0.5835591637861389
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.8635154618454941,0.819182516514978,0,0.25,0.8635154618454941,0.497210741489771,0.27843137254902,0.8441278976756409,0.687143810701051,0.8237384742049856,0.6845448358361809
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.760318758142672,0.708784301288255,0,0.75,0.760318758142672,0.5810241143441489,0.836734693877551,0.745681543589412,0.6359142632412279,0.7288456257243573,0.6613959900531774
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6454937950289671,0.6376216501003841,1,0.25,0.6376216501003841,0.41423450000545003,0.163265306122449,0.6482729464838016,0.5782019716042693,0.6521805608112174,0.6353178182728115
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.6187925075593039,0.733080323252908,1,0.75,0.733080323252908,0.7914478834754101,0.7215686274509799,0.6209263070454675,0.5244267665508335,0.7228273221465813,0.6110186786072185
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.527621647641774,0.552954822809101,0,0.75,0.527621647641774,0.638117669179376,0.836734693877551,0.5326469510134557,0.5140999096426514,0.5503751209020101,0.6063523321364024
