FlowOPT,data_train_enc_1,0.85,2000,0,100,3600,2,1983.255791,0,0.133347034,735,63.25,52.4,888,62.78290025,51.84409053,1
FlowOPT,data_train_enc_1,0.85,2000,1,100,3600,2,2533.235365,0,5.535013199,591,70.45,69.9,690,71.08130763,70.57837385,1
FlowOPT,data_train_enc_1,0.85,2000,2,100,3600,2,2986.983712,0,38.68733096,853,57.35,57.95,993,58.38222967,58.63369656,1
FlowOPT,data_train_enc_2,0.85,2000,0,100,3600,2,1978.480363,0,0.142937183,730,63.5,53,893,62.57334451,51.34115675,1
FlowOPT,data_train_enc_2,0.85,2000,1,100,3600,2,2477.323457,0,5.171897173,379,81.05,76.25,486,79.63118189,74.05699916,1
FlowOPT,data_train_enc_2,0.85,2000,2,100,3600,2,3152.460675,0,43.60571599,675,66.25,63.65,805,66.26152557,63.70494552,1
FlowOPT,data_train_enc_3,0.85,2000,0,100,3600,2,1975.664927,0,0.13492012,762,61.9,50.95,861,63.91450126,53.05951383,1
FlowOPT,data_train_enc_3,0.85,2000,1,100,3600,2,2523.031831,0,4.453870058,386,80.7,75.1,479,79.92455993,75.02095557,1
FlowOPT,data_train_enc_3,0.85,2000,2,100,3600,2,3060.033419,0,52.65086102,775,61.25,61.7,913,61.73512154,64.58507963,1
FlowOPT,data_train_enc_4,0.85,2000,0,100,3600,2,1986.069627,0,0.142222881,730,63.5,53.4,893,62.57334451,51.00586756,1
FlowOPT,data_train_enc_4,0.85,2000,1,100,3600,2,2614.670268,0,5.609959126,562,71.9,72.55,719,69.86588433,68.35708298,1
FlowOPT,data_train_enc_4,0.85,2000,2,100,3600,2,3066.08946,0,48.61595798,836,58.2,59.6,1010,57.66974015,57.25062867,1
FlowOPT,data_train_enc_5,0.85,2000,0,100,3600,2,1979.550201,0,0.129852057,753,62.35,52.6,870,63.53730092,51.67644593,1
FlowOPT,data_train_enc_5,0.85,2000,1,100,3600,2,2557.033938,0,6.622903109,569,71.55,70.55,712,70.15926236,70.03352892,1
FlowOPT,data_train_enc_5,0.85,2000,2,100,3600,2,3160.23247,0,58.03138113,659,67.05,64.2,821,65.59094719,63.24392288,1
