FlowOPT,data_train_enc_1,0.33,2000,0,100,3600,2,1277.777778,0,0.123609304,735,63.25,32.4,888,62.78290025,33.82229673,1
FlowOPT,data_train_enc_1,0.33,2000,1,100,3600,2,1700.912165,0,2.696977139,305,84.75,31.85,374,84.32523051,33.52891869,1
FlowOPT,data_train_enc_1,0.33,2000,2,100,3600,2,1750.196587,0,16.62195683,269,86.55,32.45,354,85.16345348,33.23554065,1
FlowOPT,data_train_enc_2,0.33,2000,0,100,3600,2,1291.257962,0,0.159765005,730,63.5,33.7,893,62.57334451,32.73260687,1
FlowOPT,data_train_enc_2,0.33,2000,1,100,3600,2,1688.256079,0,2.101388931,299,85.05,31.55,380,84.07376362,33.78038558,1
FlowOPT,data_train_enc_2,0.33,2000,2,100,3600,2,1724.217002,0,15.72904205,277,86.15,32.35,367,84.61860855,33.94803018,1
FlowOPT,data_train_enc_3,0.33,2000,0,100,3600,2,1270.744615,0,0.166503906,762,61.9,34,861,63.91450126,32.48113998,1
FlowOPT,data_train_enc_3,0.33,2000,1,100,3600,2,1722.485515,0,2.497127771,314,84.3,33.25,365,84.70243085,32.35540654,1
FlowOPT,data_train_enc_3,0.33,2000,2,100,3600,2,1754.958462,0,18.96589112,300,85,33.75,346,85.49874267,32.43922883,1
FlowOPT,data_train_enc_4,0.33,2000,0,100,3600,2,1323.430513,0,0.139075279,730,63.5,33.4,893,62.57334451,32.98407376,1
FlowOPT,data_train_enc_4,0.33,2000,1,100,3600,2,1759.805313,0.001070734,2.69865799,309,84.55,32.9,370,84.4928751,32.64878458,1
FlowOPT,data_train_enc_4,0.33,2000,2,100,3600,2,1799.208294,0,20.6718421,278,86.1,33.25,361,84.87007544,32.77451802,1
FlowOPT,data_train_enc_5,0.33,2000,0,100,3600,2,1274.479894,0,0.131617069,753,62.35,33.2,870,63.53730092,33.15171836,1
FlowOPT,data_train_enc_5,0.33,2000,1,100,3600,2,1650.839172,0,3.095381021,318,84.1,31.7,361,84.87007544,33.65465214,1
FlowOPT,data_train_enc_5,0.33,2000,2,100,3600,2,1677.826353,0,23.90460587,304,84.8,32.25,342,85.66638726,33.69656329,1
