FlowOPT,data_train_enc_1,0.6,2000,0,100,3600,2,1372.160974,0,0.128311634,735,63.25,40.3,888,62.78290025,39.6898575,1
FlowOPT,data_train_enc_1,0.6,2000,1,100,3600,2,1693.854095,0,3.264972925,305,84.75,67,374,84.32523051,68.39899413,1
FlowOPT,data_train_enc_1,0.6,2000,2,100,3600,2,1910.856398,0,13.58248711,338,83.1,65.25,406,82.98407376,65.75859179,1
FlowOPT,data_train_enc_2,0.6,2000,0,100,3600,2,1357.086051,0,0.140290022,730,63.5,39.1,893,62.57334451,40.69572506,1
FlowOPT,data_train_enc_2,0.6,2000,1,100,3600,2,1690.363914,0,3.267515898,299,85.05,67.95,380,84.07376362,67.60268231,1
FlowOPT,data_train_enc_2,0.6,2000,2,100,3600,2,1876.813583,0,16.05036902,294,85.3,68.7,377,84.19949707,68.35708298,1
FlowOPT,data_train_enc_3,0.6,2000,0,100,3600,2,1415.14154,0,0.143923283,762,61.9,40.45,861,63.91450126,39.56412406,1
FlowOPT,data_train_enc_3,0.6,2000,1,100,3600,2,1741.682817,0,2.994369984,386,80.7,61.2,479,79.92455993,57.12489522,1
FlowOPT,data_train_enc_3,0.6,2000,2,100,3600,2,2025.718895,0,11.21624303,337,83.15,67.1,407,82.94216262,64.2078793,1
FlowOPT,data_train_enc_4,0.6,2000,0,100,3600,2,1398.801117,0,0.145935059,730,63.5,38.55,893,62.57334451,41.15674769,1
FlowOPT,data_train_enc_4,0.6,2000,1,100,3600,2,1691.416663,0,3.300822973,309,84.55,66.25,370,84.4928751,69.02766136,1
FlowOPT,data_train_enc_4,0.6,2000,2,100,3600,2,1908.86758,0,16.79580188,340,83,63.75,404,83.06789606,67.01592624,1
FlowOPT,data_train_enc_5,0.6,2000,0,100,3600,2,1392.016376,0,0.145850182,753,62.35,40.9,870,63.53730092,39.18692372,1
FlowOPT,data_train_enc_5,0.6,2000,1,100,3600,2,1697.354097,0,3.252390862,396,80.2,59.8,469,80.34367142,58.29840738,1
FlowOPT,data_train_enc_5,0.6,2000,2,100,3600,2,1992.714652,0,13.96787977,336,83.2,66.35,408,82.90025147,64.83654652,1
