FlowOPT,data_train_enc_0.5_1,100,0,100,600,2,58.03638829,0,0.00951314,1.097709243,75,199.6982996,53.35,0,0.5
FlowOPT,data_train_enc_0.5_1,100,0,100,600,2,53.83496778,0,0.009189844,1.097709243,75,199.6982996,53.35,1,0.5
FlowOPT,data_train_enc_0.5_1,100,1,100,600,2,60.09887249,0,0.116447926,2.160545817,56,63.3407065,73.9,0,0.5
FlowOPT,data_train_enc_0.5_1,100,1,100,600,2,57.86918411,0,0.108818769,2.160545817,56,63.3407065,73.9,1,0.5
FlowOPT,data_train_enc_0.5_1,100,2,100,600,2,65.51747985,0,1.614613056,2.629539861,52,149.9442482,55.55,0,0.5
FlowOPT,data_train_enc_0.5_1,100,2,100,600,2,63.55886708,0,1.471564054,2.629539861,52,149.9442482,55.55,1,0.5
FlowOPT,data_train_enc_0.5_2,100,0,100,600,2,45.59862876,0,0.007332087,0.922821117,74,218.4138218,50.09,0,0.5
FlowOPT,data_train_enc_0.5_2,100,0,100,600,2,47.33702952,0,0.00718379,0.922821117,74,218.4138218,50.09,1,0.5
FlowOPT,data_train_enc_0.5_2,100,1,100,600,2,50.48492261,0,0.078854322,6.901444464,19,307.3023407,39.48,0,0.5
FlowOPT,data_train_enc_0.5_2,100,1,100,600,2,49.19133013,0,0.085475206,5.02602578,35,130.8908795,59.95,1,0.5
FlowOPT,data_train_enc_0.5_2,100,2,100,600,2,56.82884858,0,1.198184967,5.421676144,27,219.1738936,49.52,0,0.5
FlowOPT,data_train_enc_0.5_2,100,2,100,600,2,56.12796311,0,1.986758232,5.421676144,27,219.1738936,49.52,1,0.5
FlowOPT,data_train_enc_0.5_3,100,0,100,600,2,36.84895761,0,0.007583857,1.850918067,58,245.6148152,46.59,0,0.5
FlowOPT,data_train_enc_0.5_3,100,0,100,600,2,36.94041734,0,0.007241249,1.850918067,58,245.6148152,46.59,1,0.5
FlowOPT,data_train_enc_0.5_3,100,1,100,600,2,38.67512029,0,0.082180738,2.653282341,57,295.0867031,39.41,0,0.5
FlowOPT,data_train_enc_0.5_3,100,1,100,600,2,40.88904955,0,0.080162764,0.386823022,79,62.37969317,74.43,1,0.5
FlowOPT,data_train_enc_0.5_3,100,2,100,600,2,43.5520073,0,1.624571085,0.759934149,76,80.50967472,72.02,0,0.5
FlowOPT,data_train_enc_0.5_3,100,2,100,600,2,45.79729773,0,1.555031061,0.759934149,76,80.50967472,72.02,1,0.5
FlowOPT,data_train_enc_0.5_4,100,0,100,600,2,52.85351481,0,0.007376909,8.887125996,20,408.7439079,28.81,0,0.5
FlowOPT,data_train_enc_0.5_4,100,0,100,600,2,52.74626978,0,0.007222891,1.187584158,81,99.23499633,71.19,1,0.5
FlowOPT,data_train_enc_0.5_4,100,1,100,600,2,71.11207749,0,0.077955008,1.242264911,70,28.91851726,84.74,0,0.5
FlowOPT,data_train_enc_0.5_4,100,1,100,600,2,61.38604361,0,0.078399181,1.242264911,70,28.91851726,84.74,1,0.5
FlowOPT,data_train_enc_0.5_4,100,2,100,600,2,74.09175987,0,1.199368954,1.422697017,68,34.28550511,83.74,0,0.5
FlowOPT,data_train_enc_0.5_4,100,2,100,600,2,67.84874584,0,1.222369194,1.535661032,65,48.96750273,78.67,1,0.5
FlowOPT,data_train_enc_0.5_5,100,0,100,600,2,61.72811091,0,0.007453918,4.693057579,39,254.3365836,45.88,0,0.5
FlowOPT,data_train_enc_0.5_5,100,0,100,600,2,62.91841634,0,0.007451057,1.236055925,62,196.066425,54.12,1,0.5
FlowOPT,data_train_enc_0.5_5,100,1,100,600,2,66.1354625,0,0.082605839,1.093726582,73,148.7014123,61.28,0,0.5
FlowOPT,data_train_enc_0.5_5,100,1,100,600,2,68.13973476,0,0.084995031,0.38261242,77,67.77039455,73.12,1,0.5
FlowOPT,data_train_enc_0.5_5,100,2,100,600,2,73.16638189,0,1.64502573,1.911164806,69,160.2947969,61.27,0,0.5
FlowOPT,data_train_enc_0.5_5,100,2,100,600,2,73.36935307,0,1.818991899,1.191627197,71,116.763172,64.86,1,0.5
