"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082438698206866,0.0136804084417078,0,0.9,0.082438698206866,0.972701877961621
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.533709756917176,0.466118406454133,0,0.9,0.533709756917176,0.948010566072584
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.507324935534782,0.550343616916764,1,0.9,0.550343616916764,0.630052619521608
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.558271587864971,0.52934962985451,0,0.9,0.558271587864971,0.508737032967992
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.245474789690148,0.370588502384737,0,0.1,0.245474789690148,0.0374668937635459
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.614173021348558,0.536834773607236,0,0.9,0.614173021348558,0.839354808094149
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.498073967014495,0.496330704386043,1,0.9,0.496330704386043,0.564909093604331
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.428797576966448,0.42134708143158,1,0.1,0.42134708143158,0.440872302928255
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.381098619997327,0.442917875390066,1,0.9,0.442917875390066,0.909669815793075
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.559367913228338,0.61302896007093,1,0.9,0.61302896007093,0.809664268918894
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.468398652669852,0.475289985815575,1,0.1,0.475289985815575,0.416761528083356
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.320886214182088,0.375233645428697,1,0.9,0.375233645428697,0.857936287659392
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.454843031420629,0.429493527109902,0,0.9,0.454843031420629,0.797998119192408
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.442385822335734,0.343783292503785,0,0.9,0.442385822335734,0.979076574096264
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.410625916640719,0.461288959879474,1,0.9,0.461288959879474,0.812937985653652
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.426011298738036,0.46407809148841,1,0.9,0.46407809148841,0.695758796137282
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.594130009346118,0.577930680111268,0,0.9,0.594130009346118,0.77037929472507
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.52283917927996,0.548760020987218,1,0.9,0.548760020987218,0.851170064420699
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375592576160008,0.449246202277731,1,0.9,0.449246202277731,0.838099870709779
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.477459931713884,0.425127872049118,0,0.9,0.477459931713884,0.82309141072997
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.454619471471584,0.583412838437167,1,0.9,0.583412838437167,0.958581112077718
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.357455650546829,0.373127009717767,1,0.9,0.373127009717767,0.503865014231419
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.194937347292038,0.277966677839358,1,0.9,0.277966677839358,0.848983785397288
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.502758870039902,0.582776732104007,1,0.9,0.582776732104007,0.861264219163276
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.245603312006154,0.215994296868408,0,0.9,0.245603312006154,0.890164263110841
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.416779468473567,0.425054850024578,0,0.9,0.416779468473567,0.690627360846451
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.489931186873698,0.535431964797893,1,0.9,0.535431964797893,0.596353086276449
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.513583752019177,0.610013926614803,0,0.1,0.513583752019177,0.0697200408248553
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.438790617644701,0.483472889022577,1,0.9,0.483472889022577,0.535126925856691
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.543497001615119,0.646814971136092,0,0.1,0.543497001615119,0.0422224961485131
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17147816415493,0.0552607985634011,0,0.9,0.17147816415493,0.995236108604719
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.433455433359026,0.518012229012205,1,0.9,0.518012229012205,0.710287594345666
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.223815174322334,0.262655814346854,0,0.9,0.223815174322334,0.713156340947276
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.564127526429687,0.55893460821107,0,0.9,0.564127526429687,0.677537203151633
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.542478247779919,0.551518492181214,1,0.9,0.551518492181214,0.630245035299155
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.370862306268767,0.365851708307086,0,0.9,0.370862306268767,0.802181399345809
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.446206979460798,0.413603827374176,0,0.9,0.446206979460798,0.82980176350355
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.184200811517008,0.156439965452236,0,0.9,0.184200811517008,0.902767605751535
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.729106376294546,0.815802980738165,1,0.9,0.815802980738165,0.963253210065274
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.55560170318642,0.569612634260459,1,0.9,0.569612634260459,0.504556896299566
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.433261906347415,0.551933395942857,1,0.9,0.551933395942857,0.988240976815913
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.476028828512096,0.480880277071107,0,0.9,0.476028828512096,0.707980243238025
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.358087989479844,0.439773445622022,1,0.9,0.439773445622022,0.932195703693175
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.428221294668552,0.447221576575933,1,0.9,0.447221576575933,0.63119816953143
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.509180095163534,0.554299068331039,1,0.9,0.554299068331039,0.779524380150436
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.680544595270995,0.736193257302004,1,0.9,0.736193257302004,0.931744124501615
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.47643897937336,0.623887603970629,1,0.9,0.623887603970629,0.988976125782848
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.580572068999774,0.529284101799337,0,0.9,0.580572068999774,0.859217341655802
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.253440136832804,0.24736497211983,0,0.9,0.253440136832804,0.743278753600433
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.312426880967839,0.31744001067202,0,0.9,0.312426880967839,0.729754822871424
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.425055844756027,0.401081323079651,0,0.9,0.425055844756027,0.835859782493748
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.487120572028276,0.43614375678615,0,0.9,0.487120572028276,0.914258120464455
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.358229415501484,0.334209125241292,0,0.9,0.358229415501484,0.817054258670719
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.541286625131275,0.474222048377948,0,0.9,0.541286625131275,0.935267389995069
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.143997976613425,0.170890307447363,1,0.9,0.170890307447363,0.484887653463265
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.463815133962694,0.475993628030858,0,0.9,0.463815133962694,0.718864310676566
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.643918738739131,0.594022517764871,0,0.9,0.643918738739131,0.833579543474303
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.66107315590958,0.574097148277035,1,0.1,0.574097148277035,0.13786322234343
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.477941563095229,0.492162054838113,0,0.9,0.477941563095229,0.516808056423648
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.194871151218959,0.128130767803679,1,0.1,0.128130767803679,0.0181790001768091
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.292555666069959,0.3045665389222,1,0.1,0.3045665389222,0.3654908413928
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.704889956229837,0.655637697513781,0,0.9,0.704889956229837,0.796961221999396
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.406353591315342,0.47642461784993,1,0.9,0.47642461784993,0.825021347711332
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.453145526668838,0.489655173357699,1,0.9,0.489655173357699,0.748316716304537
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.345256296614945,0.328165016746021,0,0.9,0.345256296614945,0.873111775225414
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.690084696742175,0.72109754857608,0,0.1,0.690084696742175,0.0835508662291123
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.208974449907313,0.217304642461825,0,0.9,0.208974449907313,0.651243073545272
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.287972426193052,0.10332191119173,0,0.9,0.287972426193052,0.999165030939831
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.473455421225616,0.551847824946696,1,0.9,0.551847824946696,0.920223527094512
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.608562343110568,0.578623459130745,0,0.9,0.608562343110568,0.835065348321729
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.347354021037631,0.412370944242774,0,0.1,0.347354021037631,0.273349024552448
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.230931041442864,0.315532902851645,1,0.9,0.315532902851645,0.647263355972458
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.378328366486723,0.353303975925884,0,0.9,0.378328366486723,0.91219923187134
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.412578144212415,0.520297975235357,1,0.9,0.520297975235357,0.971210670162675
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.361165821285674,0.475795325973835,1,0.9,0.475795325973835,0.99116393494365
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.331864549746873,0.424121489408988,1,0.9,0.424121489408988,0.941972048936961
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.507377075358963,0.492022174436056,0,0.9,0.507377075358963,0.763082515300204
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.298198758891747,0.366293309899132,1,0.9,0.366293309899132,0.91625417984267
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.312215445852474,0.287957252539126,0,0.9,0.312215445852474,0.905902074608663
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.529754585390238,0.626874848947903,1,0.9,0.626874848947903,0.966920269906144
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.563493322047055,0.662421389111047,1,0.9,0.662421389111047,0.943281313178079
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.422102198084488,0.388720210460644,0,0.9,0.422102198084488,0.925427292580409
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.331703294634601,0.311495643237352,0,0.9,0.331703294634601,0.777045280191963
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.610658607590929,0.637382898560668,1,0.9,0.637382898560668,0.710665384059818
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.572777084567421,0.579014704027309,1,0.9,0.579014704027309,0.621905589080989
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.247556933148624,0.253873396193657,0,0.9,0.247556933148624,0.657272408491243
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.326826216916447,0.311113524558049,1,0.1,0.311113524558049,0.0572297493969476
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.116080675155196,0.0343832979661843,0,0.9,0.116080675155196,0.990716955893076
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.334077061913632,0.30067512600161,0,0.9,0.334077061913632,0.944931947470238
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.721847981727007,0.641167726253615,0,0.9,0.721847981727007,0.890115360979682
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.299471677368498,0.150448852014968,0,0.9,0.299471677368498,0.998904182944797
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.392737611450622,0.300441615486899,1,0.1,0.300441615486899,0.020874310216585
