"V1","V2","y0","y1","t","prob_t","y","prob_t_pred"
-0.560475646552213,0.986316651610666,0.642541465171329,0.61456426560655,"1",0.9,0.61456426560655,0.764921272393421
-0.23017748948328,-0.662967350872686,0.39438118744454,0.444755122682673,"1",0.9,0.444755122682673,0.640948286842423
1.55870831414912,0.576721095275666,0.691691186651946,0.768311921684225,"0",0.9,0.691691186651946,0.978812069054196
0.070508391424576,-0.137837766229678,0.474047752047339,0.529248817158821,"0",0.9,0.474047752047339,0.549419008567169
0.129287735160946,-0.16817673667416,0.444901387350765,0.524217060713402,"0",0.9,0.444901387350765,0.583023024992103
1.71506498688328,0.57619298881224,0.662113697658955,0.788769565061653,"0",0.9,0.662113697658955,0.98531515495946
0.460916205989202,2.48356723710774,0.954810481203773,0.918350211581587,"0",0.9,0.954810481203773,0.806832129527742
-1.26506123460653,-0.0321732234653198,0.438560906834828,0.383442229804858,"1",0.9,0.383442229804858,0.951582239274597
-0.686852851893526,-0.809538126372768,0.33780006641292,0.347270315994075,"1",0.9,0.347270315994075,0.843764637707159
-0.445661970099958,1.03809864161255,0.667583610274511,0.626176057332157,"1",0.9,0.626176057332157,0.710914233223471
1.22408179743946,-0.308130235682242,0.491766190823757,0.614530445963017,"0",0.9,0.491766190823757,0.949454790720353
0.359813827057364,-0.0438239778552511,0.510155613937973,0.584527371624718,"0",0.9,0.510155613937973,0.710900560804976
0.400771450594052,-0.935428125974046,0.37002728960865,0.458441883672389,"0",0.9,0.37002728960865,0.710085908063553
0.11068271594512,0.435475732280363,0.596667133669994,0.610571033843629,"0",0.9,0.596667133669994,0.588958796075322
-0.555841134754075,-1.4339765327321,0.251109991705247,0.313067630536496,"1",0.9,0.313067630536496,0.809224762872716
1.78691313680308,-1.18437487077313,0.38553688688426,0.564910078588766,"0",0.9,0.38553688688426,0.984884045332023
0.497850478229239,0.466978091389648,0.59892053796482,0.648174846066459,"0",0.9,0.59892053796482,0.783742645105539
-1.96661715662964,1.37245071049548,0.616688242921434,0.535075239088256,"1",0.9,0.535075239088256,0.988935837374961
0.701355901563686,0.891390334549842,0.707075503711172,0.734080395920977,"0",0.9,0.707075503711172,0.860794911278872
-0.472791407727934,0.755817256413849,0.665972907235983,0.601370033503101,"1",0.9,0.601370033503101,0.730431311338396
-1.06782370598685,-1.55961175321549,0.185118917670436,0.21228075453124,"1",0.9,0.21228075453124,0.935935966585204
-0.217974914658295,0.455421258883168,0.594278190418261,0.57344452949644,"1",0.9,0.57344452949644,0.604134767176306
-1.02600444830724,-0.722021190584968,0.327022304390293,0.377097495410958,"1",0.9,0.377097495410958,0.923171500258684
-0.72889122929114,0.0640311615053511,0.450234032489495,0.471542851831748,"1",0.9,0.471542851831748,0.843853967836206
-0.625039267849257,1.33781613034269,0.692480682250787,0.667297121372191,"1",0.9,0.667297121372191,0.784804041786041
-1.68669331074241,-1.54030721335937,0.17238180711168,0.180406258641625,"1",0.9,0.180406258641625,0.984586796718542
0.837787044494525,0.885322802880876,0.682419871488116,0.739579937584351,"0",0.9,0.682419871488116,0.895382644503504
0.153373117836515,-1.82323613674189,0.172536512707062,0.321827177192794,"0",0.9,0.172536512707062,0.550782038365841
-1.13813693701195,-1.37906989544683,0.20477077471124,0.251418023472125,"1",0.9,0.251418023472125,0.944219404494219
1.25381492106993,0.223940254457225,0.615978482243194,0.707607438967606,"0",0.9,0.615978482243194,0.955413980616132
0.426464221476814,1.63379703883488,0.816960039618336,0.827835717265882,"0",0.9,0.816960039618336,0.777357107435973
-0.295071482992271,-0.561448218079469,0.419352286409915,0.446093250449224,"1",0.9,0.446093250449224,0.673229967194298
