"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.592401899670407,0.600568965974938,1,0.9,0.600568965974938,0.947039055673449
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.505160283651545,0.442146964916204,1,0.1,0.442146964916204,0.365112152858984
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.231053890040972,0.158506013941753,0,0.9,0.231053890040972,0.883604099244251
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.568579338550148,0.460276943536391,0,0.9,0.568579338550148,0.510253772981858
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.71162845678588,0.523575330833302,0,0.9,0.71162845678588,0.919263966832382
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160672349455491,0.0484518378576716,0,0.9,0.160672349455491,0.905006326889762
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.70555789199635,0.54064753408704,0,0.9,0.70555789199635,0.673715215928103
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.324541793443547,0.299252836310611,1,0.9,0.299252836310611,0.817333929539345
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.434421669696851,0.532045170541361,1,0.9,0.532045170541361,0.980145917925023
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.555320603870947,0.39785253006838,1,0.1,0.39785253006838,0.0233642704234163
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.111957183917779,0,0,0.9,0.111957183917779,0.951568114338645
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.724528032119854,0.667514407017015,1,0.9,0.667514407017015,0.77853756639108
