"Direct","data_train_enc_0.1_1",500,0,100.0,3600,2,275.36685295944295,0.0,0.07279109954833984,6.7783168497090776,71.2,48.199999999999996,269.6823494705317,43.44,50.29,1
"Direct","data_train_enc_0.1_1",500,1,100.0,3600,2,278.3674662855295,0.0,1.1918010711669922,2.8137340358017378,80.60000000000001,26.200000000000003,74.79270573575613,71.66,25.919999999999998,1
"Direct","data_train_enc_0.1_1",500,2,100.0,3600,2,281.64411229306353,0.0,6.629913091659546,1.7518608652068808,86.6,32.0,132.17254596787296,63.129999999999995,34.599999999999994,1
"Direct","data_train_enc_0.1_2",500,0,100.0,3600,2,228.71223941103725,0.0,0.06728291511535645,10.217634228424828,60.199999999999996,50.8,175.04280104981427,57.4,49.93,1
"Direct","data_train_enc_0.1_2",500,1,100.0,3600,2,245.1734410499776,0.0,0.594167947769165,0.5855838979164082,89.0,18.8,15.208549459051538,88.23,18.22,1
"Direct","data_train_enc_0.1_2",500,2,100.0,3600,2,245.1913935404777,0.0,5.753798246383667,0.5584989479980772,89.2,19.400000000000002,13.942289224014827,88.67,19.040000000000003,1
"Direct","data_train_enc_0.1_3",500,0,100.0,3600,2,255.93134293810274,0.0,0.06851482391357422,4.688848731973859,79.4,50.8,222.40112135659427,50.370000000000005,49.730000000000004,1
"Direct","data_train_enc_0.1_3",500,1,100.0,3600,2,259.26484723193806,0.0,0.7041683197021484,1.11463943412055,89.60000000000001,38.2,93.41694843558187,69.02000000000001,33.94,1
"Direct","data_train_enc_0.1_3",500,2,100.0,3600,2,259.91287853889423,0.0,7.0259177684783936,0.7951168694419392,91.2,39.800000000000004,99.30643600922348,66.46,36.9,1
"Direct","data_train_enc_0.1_4",500,0,100.0,3600,2,294.9574221876854,0.0,0.06710386276245117,4.220354876203336,76.6,47.599999999999994,264.7485001985923,42.43,49.980000000000004,1
"Direct","data_train_enc_0.1_4",500,1,100.0,3600,2,297.58784882782004,0.0,0.9247589111328125,0.5246451196991213,90.2,29.799999999999997,110.9384833062861,62.73,33.45,1
"Direct","data_train_enc_0.1_4",500,2,100.0,3600,2,301.2473933954684,0.0,4.897176027297974,1.1233848614459965,89.4,31.6,131.6494567293356,59.650000000000006,35.94,1
"Direct","data_train_enc_0.1_5",500,0,100.0,3600,2,277.12865630780226,0.0,0.08868885040283203,11.699048612925887,56.2,45.6,128.7353364951348,65.68,50.129999999999995,1
"Direct","data_train_enc_0.1_5",500,1,100.0,3600,2,288.44070024684225,0.0,0.8100769519805908,1.2397053270686504,86.8,18.0,26.756559412553425,84.76,18.09,1
"Direct","data_train_enc_0.1_5",500,2,100.0,3600,2,289.0055969224164,0.0,10.481001853942871,0.7960833039315723,89.2,18.4,34.330295249618835,81.71000000000001,17.78,1
"Direct","data_train_enc_0.5_1",500,0,100.0,3600,2,274.4056773153832,0.0,0.07779407501220703,6.7783168497090776,71.2,46.6,269.6823494705317,43.44,49.32,1
"Direct","data_train_enc_0.5_1",500,1,100.0,3600,2,278.44633848603104,0.0,1.0821521282196045,2.8137340358017378,80.60000000000001,48.199999999999996,74.79270573575613,71.66,49.69,1
"Direct","data_train_enc_0.5_1",500,2,100.0,3600,2,280.20197413962325,0.0,5.153200149536133,1.172996497033546,87.4,49.0,67.90574040222248,71.7,49.93,1
"Direct","data_train_enc_0.5_2",500,0,100.0,3600,2,228.1241454159354,0.0,0.06846284866333008,10.217634228424828,60.199999999999996,54.2,175.04280104981427,57.4,50.260000000000005,1
"Direct","data_train_enc_0.5_2",500,1,100.0,3600,2,237.8448516658805,0.0,0.5748107433319092,0.5855838979164082,89.0,51.4,15.208549459051538,88.23,50.24999999999999,1
