"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.483326398202492,0.507675350846054,1,0.25,0.507675350846054,0.537140585766381,0.754716981132076
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.595489855769329,0.530810225240507,0,0.75,0.595489855769329,0.794006292960607,0.723404255319149
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.943335268032775,0.887190563495204,0,0.75,0.943335268032775,0.657561629668889,0.723404255319149
0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.528135409147981,0.592149606569331,0,0.25,0.528135409147981,0.363103711033766,0.245283018867924
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.381921307137585,0.376915759914905,0,0.75,0.381921307137585,0.639977423037039,0.723404255319149
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.384084217471885,0.453726543091821,0,0.75,0.384084217471885,0.506364250018176,0.723404255319149
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.642085550933104,0.650383513401906,1,0.75,0.650383513401906,0.601662166454958,0.754716981132076
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.803186504738883,0.782216233768741,0,0.75,0.803186504738883,0.537365335016246,0.723404255319149
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.377043343265899,0.374315038359163,0,0.75,0.377043343265899,0.582484781699618,0.723404255319149
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.25,0,0.239203459206021,0.276595744680851
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.583338474718792,0.703320058254034,0,0.25,0.583338474718792,0.146656856125863,0.245283018867924
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.929739824313889,0.807276258661628,1,0.25,0.807276258661628,0.255175816583516,0.276595744680851
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.68002162271949,0.651314866774397,1,0.25,0.651314866774397,0.427761951972999,0.276595744680851
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.785859888663464,0.806890402078876,1,0.75,0.806890402078876,0.722756257136276,0.754716981132076
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.393757394188697,0.471729055372879,1,0.75,0.471729055372879,0.681597959059505,0.754716981132076
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.753902291288829,0.84167946636802,1,0.75,0.84167946636802,0.865360026975326,0.754716981132076
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.545924240158695,0.656254906633312,1,0.75,0.656254906633312,0.815171942831682,0.754716981132076
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.497275206637702,0.426388644276084,0,0.75,0.497275206637702,0.791957069398464,0.723404255319149
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.827809273598326,0.796931815220109,1,0.75,0.796931815220109,0.523923517166358,0.754716981132076
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.749663280694915,0.662923955840827,0,0.75,0.749663280694915,0.665516637231948,0.723404255319149
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.476052351729506,0.509074046205781,0,0.75,0.476052351729506,0.488239621972627,0.723404255319149
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.356372930045848,0.462478802149218,1,0.75,0.462478802149218,0.72104970115232,0.754716981132076
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.804244823812867,0.759050952084342,0,0.75,0.804244823812867,0.599850051151943,0.723404255319149
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.627537832317546,0.645009215909398,0,0.75,0.627537832317546,0.485743013295417,0.245283018867924
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.800530899274956,0.837602866844582,0,0.25,0.800530899274956,0.388938088472739,0.245283018867924
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.365736967679146,0.403397509703573,1,0.25,0.403397509703573,0.502779611487272,0.276595744680851
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.502353239632981,0.425501396929051,0,0.75,0.502353239632981,0.749092130728272,0.723404255319149
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.535493361879832,0.557559023676058,0,0.75,0.535493361879832,0.486591941023449,0.723404255319149
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.540189860989214,0.533471940308489,1,0.25,0.533471940308489,0.377874863882829,0.276595744680851
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.4727143320033,0.479051155464696,0,0.75,0.4727143320033,0.630922110890872,0.723404255319149
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.430659999286276,0.591275364731284,1,0.75,0.591275364731284,0.862748452618677,0.754716981132076
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.497285070528625,0.589336202091781,0,0.25,0.497285070528625,0.357253521483642,0.245283018867924
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.255537340882153,0.328221089144057,0,0.75,0.255537340882153,0.432024628697805,0.723404255319149
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.712070827559065,0.818030494788784,1,0.75,0.818030494788784,0.819028281843208,0.754716981132076
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.510226053125005,0.470762884277245,0,0.75,0.510226053125005,0.708584510022234,0.723404255319149
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.724862042720347,0.71388983327732,1,0.25,0.71388983327732,0.488653847699619,0.754716981132076
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.450678820093008,0.563514555716756,1,0.75,0.563514555716756,0.770464769954272,0.754716981132076
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.567905207847274,0.677078491973391,1,0.75,0.677078491973391,0.815450610382835,0.754716981132076
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.748098477658619,0.783028819995498,1,0.75,0.783028819995498,0.684572884574413,0.754716981132076
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.454539509627144,0.519608177928568,0,0.25,0.454539509627144,0.380425521628736,0.245283018867924
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.910150799068013,1,0,0.25,0.910150799068013,0.174441719963199,0.245283018867924
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.541700515297568,0.500355038110605,1,0.25,0.500355038110605,0.44748896776275,0.276595744680851
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.908138459117351,0.806697654429569,1,0.25,0.806697654429569,0.269122876664039,0.276595744680851
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.490509386062967,0.551830714928305,1,0.75,0.551830714928305,0.665463698780104,0.754716981132076
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.538626455392905,0.49732075587318,1,0.25,0.49732075587318,0.35421359702355,0.276595744680851
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.544071071106004,0.595214025294403,1,0.75,0.595214025294403,0.653987260173522,0.754716981132076
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.690443449278892,0.691041335811456,1,0.75,0.691041335811456,0.595213349420113,0.754716981132076
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.578038709408357,0.582320015092201,0,0.75,0.578038709408357,0.532835686802036,0.723404255319149
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.667846697963648,0.641861990791921,0,0.75,0.667846697963648,0.605541984675852,0.723404255319149
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.959831758580535,0.877392140424389,1,0.75,0.877392140424389,0.464467906214984,0.754716981132076
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.623239151877862,0.661362774316204,1,0.75,0.661362774316204,0.580629053955491,0.754716981132076
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.619791713096967,0.639943841822202,0,0.25,0.619791713096967,0.387170447737018,0.245283018867924
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.715340006763298,0.651354548555568,0,0.75,0.715340006763298,0.537166319751911,0.723404255319149
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.831098209558848,0.78791152918035,0,0.25,0.831098209558848,0.464051453276493,0.245283018867924
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.549157907768367,0.497922870979956,0,0.75,0.549157907768367,0.730527882013931,0.723404255319149
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.519602062057123,0.415136542934196,0,0.75,0.519602062057123,0.852569280399174,0.723404255319149
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.639555438359351,0.604102314364623,0,0.75,0.639555438359351,0.602318926525084,0.723404255319149
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.387870189966641,0.439108605814869,1,0.75,0.439108605814869,0.571032293699511,0.754716981132076
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.630045975463173,0.603793031313298,0,0.75,0.630045975463173,0.706813013630416,0.723404255319149
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.786997568763406,0.820000355621931,1,0.75,0.820000355621931,0.709899634455459,0.754716981132076
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217471737050642,0.311029431338853,0,0.75,0.217471737050642,0.431444436189238,0.723404255319149
