V1,V2,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,lasso0,lasso1,linear0,linear1
-0.560475646552213,0.986316651610666,0.642541465171329,0.61456426560655,0,0.9,0.642541465171329,0.796662132141292,0.897959183673469,0.5785657918688685,0.6606138120210866,0.6502584136537367,0.6200976691986761
-0.23017748948328,-0.662967350872686,0.39438118744454,0.444755122682673,0,0.9,0.39438118744454,0.611230341219286,0.897959183673469,0.4159830276761477,0.5711918563140133,0.383433010293021,0.4340408904646913
1.55870831414912,0.576721095275666,0.691691186651946,0.768311921684225,1,0.9,0.768311921684225,0.986733796787634,0.933333333333333,0.5381887690821748,0.6384060930101383,0.6756265867722142,0.7762367334169407
0.070508391424576,-0.137837766229678,0.474047752047339,0.529248817158821,1,0.9,0.529248817158821,0.584716566687406,0.933333333333333,0.4677491390930304,0.5996636746228766,0.4866455298321193,0.5335934425240668
0.129287735160946,-0.16817673667416,0.444901387350765,0.524217060713402,1,0.9,0.524217060713402,0.622437582159322,0.933333333333333,0.4647583905802224,0.5980187365362889,0.4841078744080362,0.5354057907644183
1.71506498688328,0.57619298881224,0.662113697658955,0.788769565061653,1,0.9,0.788769565061653,0.991227621149127,0.933333333333333,0.5381367095166406,0.6383774597894741,0.6825694946808868,0.791697189816795
0.460916205989202,2.48356723710774,0.954810481203773,0.918350211581587,1,0.9,0.918350211581587,0.792316068809151,0.933333333333333,0.7261614385329676,0.7417927207700428,0.9519184795855784,0.9202393601894956
-1.26506123460653,-0.0321732234653198,0.438560906834828,0.383442229804858,0,0.9,0.438560906834828,0.962001383987134,0.897959183673469,0.4781653156968914,0.6053926637167231,0.4446166018705329,0.4149564529355546
-0.686852851893526,-0.809538126372768,0.33780006641292,0.347270315994075,0,0.9,0.33780006641292,0.841726886457275,0.897959183673469,0.4015344052467825,0.5632449864147206,0.3378582797816742,0.3692300655183768
-0.445661970099958,1.03809864161255,0.667583610274511,0.626176057332157,0,0.9,0.667583610274511,0.742585173110551,0.897959183673469,0.5836703457584531,0.6634213617271412,0.6642667548048039,0.638373451578196
