V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,linear0,lasso0,linear1,lasso1
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5637110300196421,0.5550812593285699,1,0.75,0.5550812593285699,0.563483950615285,0.7578125,0.5538523943381123,0.5677623601869365,0.5409173105244659,0.5195742059609789
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.4481609540944721,0.35323397628006,1,0.75,0.35323397628006,0.8278855877123341,0.7578125,0.4690221056394104,0.5593933002046648,0.3589469186773562,0.48316167808183774
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7804435034521731,0.69190427981161,0,0.25,0.7804435034521731,0.29557138031428304,0.2421875,0.776733650628821,0.6908043757593306,0.7061032943113968,0.6284784294881833
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7510536458091,0.7444855100269921,0,0.75,0.7510536458091,0.504189797556338,0.672131147540984,0.7522954043046226,0.656999208190274,0.7508949153636674,0.6138769355751924
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.220040039422339,0.18123792317985501,1,0.75,0.18123792317985501,0.6714091547591129,0.7578125,0.20122335277506842,0.40858897354570994,0.16965378759723404,0.35192148237275933
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.36433332066378293,0.37525546399837,1,0.75,0.37525546399837,0.570470213283695,0.7578125,0.3496858127273653,0.4697069468333441,0.3442208103344551,0.42173369673988237
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7618507530297801,0.786401594152524,1,0.25,0.786401594152524,0.52311666266476,0.327868852459016,0.7931797809857796,0.6794904407703457,0.781440748280215,0.6338435019121045
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.759370159399092,0.6700735075067171,1,0.75,0.6700735075067171,0.608795139128575,0.7578125,0.7332458406323477,0.659183171403491,0.6974490955439784,0.6062322717703703
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.600982461791683,0.528683524436139,0,0.25,0.600982461791683,0.295455512186884,0.2421875,0.5813224531630262,0.5962913824775471,0.5198934460337549,0.5347468951134254
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.43666171096719,0.299913337673614,0,0.25,0.43666171096719,0.13532954133951,0.2421875,0.4509447749894403,0.557699454008897,0.3198915831655539,0.4754139047876142
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.6013654847750711,0.7023904409600171,0,0.75,0.6013654847750711,0.8016147454787621,0.672131147540984,0.5734071769321338,0.5362032567546738,0.686563506485071,0.5235820023619394
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.586727242367,0.535410941304369,0,0.25,0.586727242367,0.24154231276250301,0.2421875,0.6036141129806916,0.613909018988686,0.5199672631363887,0.5463346780790697
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.543559718911091,0.475358095798067,1,0.75,0.475358095798067,0.630114062952591,0.7578125,0.544322038661795,0.5700408623056501,0.5105065932707054,0.515904949629073
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.685318236536873,0.716973067592527,0,0.75,0.685318236536873,0.6577872651240799,0.672131147540984,0.6932589856584063,0.6126300754241162,0.7436120666805422,0.5834880296348695
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.4180415382000329,0.436149290599745,0,0.75,0.4180415382000329,0.6076444340941429,0.672131147540984,0.39719527490554035,0.4747790724062307,0.44494167832960013,0.4421770678237038
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.6344365522696079,0.755353402111104,0,0.75,0.6344365522696079,0.829433196366833,0.672131147540984,0.628563277770535,0.5582849378203999,0.7533519501428992,0.549436518679406
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.6271103089967459,0.703755987386097,0,0.75,0.6271103089967459,0.7436373434477042,0.672131147540984,0.6037594357429618,0.559116901705587,0.6899912139306046,0.5392191717399484
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.438336599187312,0.330713501228539,1,0.75,0.330713501228539,0.833913344747856,0.7578125,0.4400559648922332,0.5464468938841441,0.328051755932041,0.4694069638324292
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.684896459058807,0.687289285441933,0,0.75,0.684896459058807,0.458904754623975,0.672131147540984,0.6912012835583058,0.6319535735764544,0.6787328115731356,0.5851621268352547
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.542553293660725,0.434116125603601,1,0.75,0.434116125603601,0.699072528186771,0.7578125,0.5190249441797269,0.5655066830688363,0.4625537454525399,0.5047794600451789
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.537338338228035,0.5002978898404229,1,0.75,0.5002978898404229,0.5864049674733871,0.7578125,0.5361436082106352,0.5615256669462513,0.5168323932877235,0.5113848977001326
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7803421574392441,0.7990932524144341,0,0.75,0.7803421574392441,0.555741150639975,0.672131147540984,0.7921040848324632,0.6711120544013182,0.8047489281588843,0.6322983698803369
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.41174691229623994,0.386167257709784,1,0.75,0.386167257709784,0.601353017215431,0.7578125,0.40307971472846116,0.49869754007798023,0.3852968402816829,0.44775942194802265
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.654120436260841,0.62442948919739,1,0.75,0.62442948919739,0.579893594197764,0.7578125,0.6530500303596698,0.617411933425508,0.630268295770436,0.5673745525730882
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.604924343843697,0.615159886991709,1,0.25,0.615159886991709,0.43975928900155603,0.327868852459016,0.6241341768989908,0.5894064343124862,0.646127956031368,0.551668516547977
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.4271646721467,0.39283472898076294,1,0.75,0.39283472898076294,0.592680168893319,0.7578125,0.432709131098339,0.5121350196479019,0.41629678727182523,0.46185458517297395
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375561591588146,0.289840112324648,0,0.25,0.375561591588146,0.210780096611633,0.2421875,0.3750565440170319,0.5077186092797688,0.28868862377681026,0.4372743174181434
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.46076772687267104,0.473717319773022,1,0.75,0.473717319773022,0.550843228830944,0.7578125,0.45197222985062735,0.5172072187181002,0.44779665764185933,0.47053847178672936
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7577509532418171,0.639266043557978,1,0.75,0.639266043557978,0.733071080301352,0.7578125,0.7319057216437795,0.6726406291450004,0.6524929811333683,0.6074368495369856
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.661562071470682,0.590759585651086,1,0.75,0.590759585651086,0.7375836376561709,0.7578125,0.6703650363504915,0.643447189878119,0.5920805048170498,0.577992898404917
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.5045906521422521,0.6278469465322,0,0.75,0.5045906521422521,0.79936110391229,0.672131147540984,0.5303620967454863,0.5157313697736323,0.6444695836354529,0.5029803637776542
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5465933913457179,0.569791494116463,1,0.25,0.569791494116463,0.450873204840715,0.327868852459016,0.5491164433079007,0.5542352996538432,0.5711988880435555,0.5158309298622296
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.542304490609528,0.5207666160053099,1,0.75,0.5207666160053099,0.5803378079738101,0.7578125,0.5492039386709539,0.5672234563460428,0.5311945223004313,0.5175683870628641
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.5899131887334189,0.7120882372276379,0,0.75,0.5899131887334189,0.779670478687463,0.672131147540984,0.5909731044410215,0.5479951474287418,0.6930962557293794,0.5324393882649057
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.48853969575682,0.407290611380139,1,0.75,0.407290611380139,0.7683111979361821,0.7578125,0.4744512122115212,0.5527835372034924,0.39271914914386147,0.48455625100568983
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.46678337467972597,0.47010421197597296,0,0.25,0.46678337467972597,0.456174114234877,0.2421875,0.46493538582755145,0.5227745442206071,0.46232464112281235,0.47666441899949846
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.6003868562368381,0.677805569857347,0,0.75,0.6003868562368381,0.6735661433179151,0.672131147540984,0.5990600999806237,0.5653020347270327,0.6593222637676448,0.5380728032903925
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.529588441000748,0.648700835132306,1,0.25,0.648700835132306,0.237542867178582,0.327868852459016,0.5364267819390985,0.5240317888215131,0.6336288927897646,0.5065922948737877
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.6492866418377571,0.7075616487172091,0,0.75,0.6492866418377571,0.6181842991965141,0.672131147540984,0.6618970048269047,0.6017207075472225,0.7005377991774826,0.5690026685375407
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.44505488995057,0.509672725105664,0,0.75,0.44505488995057,0.534714891928043,0.672131147540984,0.4727858868974037,0.51875353692571,0.49401448834667283,0.47940610796720323
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.634073006862048,0.7260172887724291,0,0.75,0.634073006862048,0.807453593535749,0.672131147540984,0.6102750959353527,0.5531153811904342,0.7245426940166513,0.5411457576623478
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.392507497735971,0.38035865116634293,1,0.75,0.38035865116634293,0.611639509874919,0.7578125,0.3995072727133086,0.4980398391149865,0.37857880397154603,0.44618600923118
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.621471545288399,0.5543253647884671,1,0.75,0.5543253647884671,0.7528466724821671,0.7578125,0.6225098935961785,0.6222948445321046,0.5403060925431449,0.5552996218257084
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5256510564877079,0.5776669002746561,1,0.25,0.5776669002746561,0.43053229736572796,0.327868852459016,0.5500206516938476,0.5526230178284367,0.5784072978059779,0.5159962117573811
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.334337449505201,0.31238669550306203,1,0.75,0.31238669550306203,0.684733073188195,0.7578125,0.3608259503444396,0.48730993458802446,0.3170119765613771,0.42867697207060196
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.41225595553061606,0.43426906963266604,0,0.75,0.41225595553061606,0.5987920466380939,0.672131147540984,0.4003247068671023,0.4772113991840885,0.4450788111904628,0.44379846606051576
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7909918583054829,0.781237569648879,1,0.25,0.781237569648879,0.518246623403855,0.327868852459016,0.7737442007241888,0.6696042172012405,0.7644251742853283,0.6244573254518592
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.37047417656893894,0.35814389999613205,1,0.75,0.35814389999613205,0.564006265819982,0.7578125,0.3545776466040497,0.4714193603673699,0.3509061641088018,0.4239945306451957
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7097412706458549,0.6470491837567,1,0.75,0.6470491837567,0.6946326681882838,0.7578125,0.7137230467228348,0.6591666114160388,0.6496576557809688,0.5981023954494105
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.670979611587381,0.647507789408429,0,0.75,0.670979611587381,0.42685088212436495,0.672131147540984,0.6664567613387412,0.6232111717464209,0.6451651726906107,0.5737155415574786
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.545017777651236,0.569290055165717,0,0.75,0.545017777651236,0.5111899051595089,0.672131147540984,0.5542609908436436,0.5605079308916061,0.5643824944185385,0.5187942152363318
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.6215792867348199,0.647853236713159,0,0.75,0.6215792867348199,0.519572377763668,0.672131147540984,0.6225655528551896,0.5927156155138928,0.6320367500641905,0.5514488651756555
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.36644588508598297,0.367986873631747,0,0.25,0.36644588508598297,0.44941350681537107,0.2421875,0.36329286006053746,0.4742843270120328,0.36339215777252976,0.427998057042872
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.448875887156516,0.46057838078255997,1,0.25,0.46057838078255997,0.47212658328738505,0.327868852459016,0.42953769697073063,0.49851524371913575,0.45069948279553756,0.45875050424483366
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.666308537776359,0.5538963268540551,0,0.25,0.666308537776359,0.19071832375417497,0.2421875,0.6602402092264957,0.6487784889770185,0.5507597605437138,0.5744759707128587
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.30020019973270895,0.18972136737070103,1,0.75,0.18972136737070103,0.8672275021927,0.7578125,0.29730840596287006,0.48392754526553905,0.17182917834163358,0.4017904354563282
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.42960071665997207,0.41771575067843697,1,0.75,0.41771575067843697,0.6395541437075091,0.7578125,0.43563935161455325,0.5184787834364608,0.40383367850330193,0.46390532050379707
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7478716259952299,0.737920142458598,1,0.25,0.737920142458598,0.597613965409643,0.7578125,0.7548827419207407,0.6684894917027265,0.7216549580463134,0.6164589510158069
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.40139307581711503,0.35468975670424396,1,0.75,0.35468975670424396,0.7321407507371941,0.7578125,0.41590398790083827,0.5196622729422964,0.3518052719026693,0.45584411528942104
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.688146432946575,0.7365975572089051,0,0.75,0.688146432946575,0.6462946926311789,0.672131147540984,0.6878973586296363,0.6112944879132068,0.7346085644523421,0.581080964077445
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7149095837315049,0.659827384281413,1,0.75,0.659827384281413,0.6197211182911021,0.7578125,0.7158339357587804,0.651905642459219,0.6773147422640002,0.5980302447414574
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.351085326568019,0.364647252741565,1,0.25,0.364647252741565,0.49952282871832704,0.327868852459016,0.33931570903670777,0.4575961657290607,0.3563096736712682,0.41583030367507856
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.8931475082037109,0.838159144621789,1,0.75,0.838159144621789,0.6420093028171129,0.7578125,0.8864713297444657,0.7368259009194918,0.8325183134197702,0.6801916371956236
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.534648036985915,0.566079403138896,0,0.75,0.534648036985915,0.5696916647092201,0.672131147540984,0.5451568920990049,0.5502475711044948,0.573843874141997,0.5136602296600782
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7484226224195258,0.7723157719724109,1,0.25,0.7723157719724109,0.422755514994279,0.327868852459016,0.7432718392170117,0.6453154522339906,0.7649613024699508,0.6085900585141661
0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.419747914681069,0.355615304414406,1,0.75,0.355615304414406,0.765512420310979,0.7578125,0.41809004186713594,0.5251309700452635,0.3402282108406724,0.4574704344225006
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.617752626118321,0.502140090001825,1,0.75,0.502140090001825,0.810200563771554,0.7578125,0.6085877294041055,0.6239406070676642,0.501092097959341,0.5497191041802967
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.45586581779456703,0.45134429263602505,0,0.75,0.45586581779456703,0.5182049381792561,0.672131147540984,0.4220557735311363,0.4958584771744726,0.44059109284436127,0.4552876872768929
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.754730530172311,0.654068215901396,1,0.75,0.654068215901396,0.792594546093787,0.7578125,0.7398448321367442,0.6846854552889124,0.6346509403010151,0.6123195362806291
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.664735682632158,0.6882499033504699,1,0.25,0.6882499033504699,0.44630697024230503,0.327868852459016,0.6685399250055131,0.6115459266903764,0.6863924800733855,0.573055029591228
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.564302077752842,0.609881102516172,0,0.75,0.564302077752842,0.651474292611641,0.672131147540984,0.5461274261075909,0.5421511367876958,0.601293477179324,0.5130039085165504
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.576354291570935,0.620469052314813,0,0.75,0.576354291570935,0.575447387901648,0.672131147540984,0.5727831586238891,0.5630272525331148,0.601971806013481,0.5268352933835299
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.414938463753163,0.422032688412571,0,0.75,0.414938463753163,0.5343912052420411,0.672131147540984,0.4261637485526714,0.49623318473761535,0.4494978206146232,0.4570469894465826
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.421508039020117,0.43569575721923404,0,0.25,0.421508039020117,0.41247664850115096,0.2421875,0.42206741027513645,0.506457822558271,0.4077979572826983,0.45668070557173973
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6177850302494841,0.59958694625493,1,0.25,0.59958694625493,0.522988312127058,0.327868852459016,0.603784134888962,0.5878607690578345,0.6010442422237279,0.5429939775714572
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.136728783473189,0.318224631283956,0,0.75,0.136728783473189,0.8443144040007329,0.672131147540984,0.15328198023087536,0.32566714360013993,0.3089418126789414,0.321102488815124
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.562725043990994,0.577387043917139,0,0.75,0.562725043990994,0.468835661885548,0.672131147540984,0.5805970295151415,0.5774589716735359,0.5764316622432883,0.5319784468117601
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7480975914998871,0.5946570981652629,1,0.75,0.5946570981652629,0.822580440040808,0.7578125,0.7371498067847329,0.6881819340172242,0.617219385473779,0.6116554727471343
