V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,linear0,lasso0,linear1,lasso1
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5637110300196421,0.5550812593285699,1,0.5,0.5550812593285699,0.545771040019895,0.622568093385214,0.5559430151628498,0.545673392894659,0.5406522648525167,0.5565452347197577
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.4481609540944721,0.35323397628006,1,0.5,0.35323397628006,0.518988957070063,0.465020576131687,0.47465223484570007,0.5367585697449189,0.35968089793409885,0.5152916710383129
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7804435034521731,0.69190427981161,0,0.5,0.7804435034521731,0.367873760085766,0.37743190661478604,0.7783277601412903,0.6767392247968138,0.705192485134887,0.6462750702407892
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7510536458091,0.7444855100269921,1,0.5,0.7444855100269921,0.619408943329285,0.622568093385214,0.7521743308013661,0.6407295545275288,0.7496570781177325,0.6401873228578359
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.220040039422339,0.18123792317985501,1,0.5,0.18123792317985501,0.411914012801294,0.465020576131687,0.20719171846986695,0.3761199908330598,0.17110559424648364,0.40802605205900067
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.36433332066378293,0.37525546399837,0,0.5,0.36433332066378293,0.533258950350765,0.534979423868313,0.35350791503473317,0.44122358959851016,0.34483431496444505,0.47164376546701187
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7618507530297801,0.786401594152524,1,0.5,0.786401594152524,0.6347399611636939,0.622568093385214,0.7929607420192755,0.6646874854416036,0.7800829065478583,0.6566615757388758
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.759370159399092,0.6700735075067171,1,0.5,0.6700735075067171,0.61441125785422,0.622568093385214,0.7342735731004624,0.6430559383570879,0.6965151773807149,0.630173118114982
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.600982461791683,0.528683524436139,0,0.5,0.600982461791683,0.440874553297465,0.37743190661478604,0.5845160756851379,0.576062849882008,0.519810536428563,0.5651368102759611
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.43666171096719,0.299913337673614,0,0.5,0.43666171096719,0.486721094119938,0.534979423868313,0.4573369786550732,0.5349542644453849,0.3208402093391496,0.5064839943879138
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.6013654847750711,0.7023904409600171,0,0.5,0.6013654847750711,0.4542437046106671,0.534979423868313,0.571764596453323,0.5120562571041454,0.6854123258945732,0.572238274646456
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.586727242367,0.535410941304369,0,0.5,0.586727242367,0.43110653622103295,0.37743190661478604,0.6072207788114133,0.5948293677640529,0.5199237883279575,0.5731304835565396
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.543559718911091,0.475358095798067,1,0.5,0.475358095798067,0.543365498177132,0.622568093385214,0.5470907049768675,0.5481004807011353,0.5104168206561458,0.551316236441187
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0.685318236536873,0.716973067592527,1,0.5,0.716973067592527,0.594725375487804,0.622568093385214,0.6922434065125389,0.5934670217274861,0.7423146156434934,0.6185945621710227
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.4180415382000329,0.436149290599745,0,0.5,0.4180415382000329,0.518162437323388,0.534979423868313,0.3990686041561241,0.44662647864116767,0.4450032160876777,0.4946768603819828
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.6344365522696079,0.755353402111104,1,0.5,0.755353402111104,0.56607582994075,0.465020576131687,0.6260689168334221,0.5355779288291557,0.751877095228954,0.5959885664821267
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.6271103089967459,0.703755987386097,0,0.5,0.6271103089967459,0.441067792062517,0.534979423868313,0.6025856522655897,0.5364641467459976,0.6888726848185067,0.5833208325028395
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.438336599187312,0.330713501228539,1,0.5,0.330713501228539,0.507938997659541,0.465020576131687,0.44601583087551944,0.5229679023322577,0.3289292824258369,0.5030680522675476
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.684896459058807,0.687289285441933,0,0.5,0.684896459058807,0.402412582156005,0.37743190661478604,0.6919725845917499,0.6140506439057641,0.6778420053553865,0.613988437399906
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.542553293660725,0.434116125603601,0,0.5,0.542553293660725,0.46498330219965706,0.534979423868313,0.522671544003973,0.5432706185528122,0.4627219687226596,0.5393904706859283
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.537338338228035,0.5002978898404229,0,0.5,0.537338338228035,0.46063130452987106,0.534979423868313,0.5385820151244491,0.5390299923935675,0.5166879739903502,0.5487623063736357
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7803421574392441,0.7990932524144341,1,0.5,0.7990932524144341,0.63299786457062,0.622568093385214,0.791209302586835,0.6557627277127434,0.8032417486477583,0.6576658798704813
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.41174691229623994,0.386167257709784,1,0.5,0.386167257709784,0.48802991759095604,0.465020576131687,0.406740568479441,0.47210471750647764,0.3857461341362038,0.4932292983917229
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.654120436260841,0.62442948919739,0,0.5,0.654120436260841,0.416046043865261,0.37743190661478604,0.6544742864407463,0.5985607142688086,0.6296157127728417,0.5974252653243851
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.604924343843697,0.615159886991709,1,0.5,0.615159886991709,0.570446114988177,0.622568093385214,0.6245737880543644,0.5687289204542509,0.6453233099692328,0.5880075872859428
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.4271646721467,0.39283472898076294,0,0.5,0.4271646721467,0.500624595109529,0.534979423868313,0.43604965191352524,0.48641848203891697,0.4166030584334982,0.5056968815069868
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375561591588146,0.289840112324648,0,0.5,0.375561591588146,0.5186627575720011,0.534979423868313,0.3809133504966112,0.48171406870313166,0.28969875418394603,0.4774252696485476
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.46076772687267104,0.473717319773022,0,0.5,0.46076772687267104,0.493927422130357,0.534979423868313,0.45478531002884287,0.49182144937179306,0.4479381888375734,0.5144790135762066
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7577509532418171,0.639266043557978,1,0.5,0.639266043557978,0.616397047134172,0.622568093385214,0.7341732145870355,0.6573909838777072,0.6518409885863466,0.627012159342122
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.661562071470682,0.590759585651086,0,0.5,0.661562071470682,0.406355489436779,0.37743190661478604,0.673186044406466,0.6262937819520156,0.5917004335786434,0.601353838480308
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.5045906521422521,0.6278469465322,0,0.5,0.5045906521422521,0.470810766988601,0.534979423868313,0.5291021183595489,0.4902493573610377,0.6435075756683818,0.5543010365955682
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5465933913457179,0.569791494116463,1,0.5,0.569791494116463,0.541875187395297,0.465020576131687,0.550266981486998,0.531264205644979,0.570733849636021,0.5566535261574593
