V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,linear0,lasso0,linear1,lasso1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082438698206866,0.0136804084417078,0,0.25,0.082438698206866,0.227720858953715,0.22727272727272702,0.08656759062020486,0.3236346030020749,0.024795292861765295,0.2483520270974356
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.533709756917176,0.466118406454133,1,0.75,0.466118406454133,0.820329123028807,0.7727272727272729,0.5458452989309394,0.5161295466793555,0.47334904215167417,0.46328367120963576
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.5073249355347821,0.550343616916764,1,0.25,0.550343616916764,0.4867599066858621,0.275193798449612,0.5043374367336957,0.47630603815770217,0.5304305426175618,0.46018278583922745
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5582715878649711,0.52934962985451,1,0.75,0.52934962985451,0.557075957279037,0.275193798449612,0.5287980960002352,0.49042643840159217,0.537481689117797,0.46881414472897043
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.24547478969014802,0.37058850238473706,0,0.75,0.24547478969014802,0.8324519396846031,0.7248062015503879,0.2692833577607666,0.3574926809414295,0.38921216609305936,0.364956026145742
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.614173021348558,0.536834773607236,1,0.75,0.536834773607236,0.734552637477014,0.7727272727272729,0.5856862914309537,0.525183480615427,0.5455351699270697,0.4874926111673025
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.49807396701449497,0.49633070438604293,0,0.75,0.49807396701449497,0.498586533424051,0.7248062015503879,0.4569269562520845,0.45773192913620053,0.4784821330070142,0.43705180943401845
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.428797576966448,0.42134708143158006,1,0.75,0.42134708143158006,0.5307082367956399,0.7727272727272729,0.4140128713941984,0.4418524528409997,0.4273989428318128,0.4154354027461609
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.381098619997327,0.44291787539006605,0,0.75,0.381098619997327,0.731257816190492,0.7248062015503879,0.37825377386733655,0.4108821494681402,0.46204602186005733,0.41033451660075915
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.559367913228338,0.61302896007093,0,0.75,0.559367913228338,0.590998352261525,0.7248062015503879,0.5734604415640855,0.5000523877957213,0.620682784033784,0.49633387891445746
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.4683986526698521,0.475289985815575,1,0.75,0.475289985815575,0.554301436776234,0.7727272727272729,0.45393803961349743,0.45959121024971555,0.46201675544043835,0.4333878850266033
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.320886214182088,0.375233645428697,0,0.75,0.320886214182088,0.700182700595586,0.7248062015503879,0.32169096983476775,0.38992602388038455,0.3948300853895501,0.38186215064574597
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.45484303142062893,0.4294935271099021,1,0.75,0.4294935271099021,0.6774964697374309,0.7727272727272729,0.4680094807532219,0.4729676267962314,0.4432055821910967,0.43452937592864316
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.442385822335734,0.343783292503785,1,0.75,0.343783292503785,0.856501551246818,0.7727272727272729,0.43096789924814666,0.4729516377172205,0.3395195709817438,0.40590596415353186
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.410625916640719,0.461288959879474,0,0.75,0.410625916640719,0.643010122346496,0.7248062015503879,0.4102012627973833,0.42996163898873274,0.468481832140751,0.4211439467239528
