V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,linear0,lasso0,linear1,lasso1
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.65267119329174,0.577828870263634,0,0.75,0.65267119329174,0.6642501658173721,0.7547892720306508,0.6665807721004072,0.6247911613553432,0.5777847770106227,0.5824916270644998
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.503399790447914,0.475952077697736,1,0.75,0.475952077697736,0.524594842760957,0.719665271966527,0.5143447523835796,0.5592638077224715,0.4918124159867353,0.5574815605939778
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.521165603754799,0.442478434107106,0,0.75,0.521165603754799,0.6514997725826259,0.7547892720306508,0.5203286312188647,0.5742113145888953,0.4375580330977077,0.5593386593555377
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.6819351026346689,0.75597345038231,0,0.25,0.6819351026346689,0.30229175559411603,0.280334728033473,0.6963854311402493,0.6077960192436948,0.733550230479185,0.5852810907759455
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.4922190793869871,0.46665320491690004,1,0.75,0.46665320491690004,0.5626734393843679,0.719665271966527,0.4776070351558271,0.5440725115820308,0.4681687936595282,0.5514900411946566
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.43338477684150706,0.36861855984968894,1,0.25,0.36861855984968894,0.38041423577921396,0.24521072796934898,0.42893071750558576,0.5407744669876023,0.3584402609931682,0.5447404576219147
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.6184044217244921,0.5713978572001539,0,0.25,0.6184044217244921,0.450897773883709,0.280334728033473,0.5967914454522546,0.585448375358063,0.5817110162595561,0.5703690553637661
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.8932658813683181,0.852106338235598,1,0.75,0.852106338235598,0.49326047895497704,0.719665271966527,0.8843399862261023,0.6869034574319325,0.8480527893867534,0.6160324049474964
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.473692601582745,0.459899682742913,0,0.25,0.473692601582745,0.391917443362294,0.280334728033473,0.4673334293196102,0.537249738255435,0.473550414232452,0.5496326422353177
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.614635647193323,0.549749591232519,0,0.75,0.614635647193323,0.5908896089036889,0.7547892720306508,0.6024991048944037,0.5974580777754656,0.5404324020932505,0.571981626929816
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.838441795238863,0.861677888362485,0,0.25,0.838441795238863,0.36099688737384705,0.280334728033473,0.8449280060549264,0.662876053624482,0.8586992101543129,0.609058618682615
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.444465971125101,0.46096431408412203,1,0.75,0.46096431408412203,0.580020909754593,0.719665271966527,0.45715035533381854,0.535875226951936,0.45378422647808014,0.5481722685424316
