"Direct","data_train_enc_1",2000,0,100.0,3600,2,1161.0,0.0,0.6767868995666504,735,63.24999999999999,22.15,888,62.78290025146689,23.72170997485331,1
"Direct","data_train_enc_1",2000,1,100.0,3600,2,1624.0,0.0,6.9063801765441895,305,84.75,13.700000000000001,374,84.32523051131601,14.962279966471081,1
"Direct","data_train_enc_1",2000,2,100.0,3600,2,1634.0,0.0,163.54657411575317,279,86.05000000000001,13.350000000000001,340,85.75020955574183,15.046102263202012,1
"Direct","data_train_enc_2",2000,0,100.0,3600,2,1199.0,0.0,0.44526124000549316,730,63.5,22.6,893,62.57334450963956,23.344509639564123,1
"Direct","data_train_enc_2",2000,1,100.0,3600,2,1642.0,0.0,3.782862901687622,299,85.05,14.2,380,84.07376362112322,14.54316848281643,1
"Direct","data_train_enc_2",2000,2,100.0,3600,2,1658.0,0.0,182.22422409057617,280,86.0,14.149999999999999,360,84.91198658843253,14.54316848281643,1
"Direct","data_train_enc_3",2000,0,100.0,3600,2,1126.0,0.0,0.41777992248535156,762,61.9,24.4,861,63.91450125733446,21.83570829840738,1
"Direct","data_train_enc_3",2000,1,100.0,3600,2,1616.0,0.0,4.758673191070557,314,84.3,14.85,365,84.7024308466052,13.998323554065381,1
"Direct","data_train_enc_3",2000,2,100.0,3600,2,1628.0,0.0,223.74281287193298,293,85.35000000000001,14.799999999999999,338,85.83403185247276,13.621123218776193,1
"Direct","data_train_enc_4",2000,0,100.0,3600,2,1166.0,0.0,0.4862709045410156,730,63.5,22.6,893,62.57334450963956,23.344509639564123,1
"Direct","data_train_enc_4",2000,1,100.0,3600,2,1595.0,0.0,5.184557199478149,309,84.55,14.549999999999999,370,84.49287510477788,14.249790444258172,1
"Direct","data_train_enc_4",2000,2,100.0,3600,2,1629.0,0.0,153.8854420185089,284,85.8,14.649999999999999,365,84.7024308466052,14.207879295892708,1
"Direct","data_train_enc_5",2000,0,100.0,3600,2,1135.0,0.0,0.4599170684814453,753,62.35000000000001,22.8,870,63.53730092204526,23.176865046102265,1
"Direct","data_train_enc_5",2000,1,100.0,3600,2,1588.0,0.0,4.9839091300964355,318,84.1,14.249999999999998,361,84.87007544006705,14.501257334450965,1
"Direct","data_train_enc_5",2000,2,100.0,3600,2,1600.0,0.0,159.17513608932495,298,85.1,14.000000000000002,333,86.04358759430009,14.291701592623637,1
