"Direct","data_train_enc_1",2000,0,100.0,3600,2,1161.0,0.0,0.398684024810791,735,63.24999999999999,22.15,888,62.78290025146689,23.72170997485331,1
"Direct","data_train_enc_1",2000,1,100.0,3600,2,1624.0,0.0,10.189411878585815,305,84.75,13.700000000000001,374,84.32523051131601,14.962279966471081,1
"Direct","data_train_enc_1",2000,2,100.0,3600,2,1634.0,0.0,219.52208995819092,279,86.05000000000001,13.350000000000001,340,85.75020955574183,15.046102263202012,1
"Direct","data_train_enc_2",2000,0,100.0,3600,2,1199.0,0.0,0.7751059532165527,730,63.5,22.6,893,62.57334450963956,23.344509639564123,1
"Direct","data_train_enc_2",2000,1,100.0,3600,2,1642.0,0.0,7.135833024978638,299,85.05,14.2,380,84.07376362112322,14.54316848281643,1
"Direct","data_train_enc_2",2000,2,100.0,3600,2,1658.0,0.0,346.8272268772125,280,86.0,14.149999999999999,360,84.91198658843253,14.54316848281643,1
"Direct","data_train_enc_3",2000,0,100.0,3600,2,1126.0,0.0,0.7299919128417969,762,61.9,24.4,861,63.91450125733446,21.83570829840738,1
"Direct","data_train_enc_3",2000,1,100.0,3600,2,1616.0,0.0,9.699807167053223,314,84.3,14.85,365,84.7024308466052,13.998323554065381,1
"Direct","data_train_enc_3",2000,2,100.0,3600,2,1628.0,0.0,378.4353621006012,293,85.35000000000001,14.799999999999999,338,85.83403185247276,13.621123218776193,1
"Direct","data_train_enc_4",2000,0,100.0,3600,2,1166.0,0.0,0.5016152858734131,730,63.5,22.6,893,62.57334450963956,23.344509639564123,1
"Direct","data_train_enc_4",2000,1,100.0,3600,2,1595.0,0.0,6.281031370162964,309,84.55,14.549999999999999,370,84.49287510477788,14.249790444258172,1
"Direct","data_train_enc_4",2000,2,100.0,3600,2,1629.0,0.0,247.9607810974121,284,85.8,14.649999999999999,365,84.7024308466052,14.207879295892708,1
"Direct","data_train_enc_5",2000,0,100.0,3600,2,1135.0,0.0,0.626596212387085,753,62.35000000000001,22.8,870,63.53730092204526,23.176865046102265,1
"Direct","data_train_enc_5",2000,1,100.0,3600,2,1588.0,0.0,7.8069822788238525,318,84.1,14.249999999999998,361,84.87007544006705,14.501257334450965,1
"Direct","data_train_enc_5",2000,2,100.0,3600,2,1600.0,0.0,269.9952988624573,298,85.1,14.000000000000002,333,86.04358759430009,14.291701592623637,1
