"IPW","data_train_enc_0.1_1",3000,1,100.0,3600,2,1732.8788597386038,0.0,1.924321174621582,510,83.0,16.2,219,84.19913419913419,14.06926406926407,"tree"
"IPW","data_train_enc_0.1_1",3000,2,100.0,3600,2,1746.3896442599626,0.0,13.90853238105774,525,82.5,16.900000000000002,219,84.19913419913419,14.285714285714285,"tree"
"IPW","data_train_enc_0.1_1",3000,3,100.0,3600,9,1762.9261179536684,3.8234442379481965,3610.070254802704,473,84.23333333333333,15.966666666666669,207,85.06493506493507,13.78066378066378,"tree"
"IPW","data_train_enc_0.1_1",3000,4,100.0,3600,9,1770.0927596244092,12.432845006039521,3621.4257383346558,462,84.6,16.1,208,84.992784992785,13.852813852813853,"tree"
"IPW","data_train_enc_0.1_2",3000,1,100.0,3600,2,1792.0177288769714,0.0,2.0447275638580322,499,83.36666666666666,15.299999999999999,230,83.40548340548341,16.017316017316016,"tree"
"IPW","data_train_enc_0.1_2",3000,2,100.0,3600,2,1804.5161525138476,0.0,17.79426860809326,468,84.39999999999999,15.1,215,84.48773448773449,15.512265512265513,"tree"
"IPW","data_train_enc_0.1_2",3000,3,100.0,3600,9,1822.5637843816528,2.2737225476788208,3610.6427223682404,449,85.03333333333333,15.533333333333331,203,85.35353535353535,14.862914862914863,"tree"
"IPW","data_train_enc_0.1_2",3000,4,100.0,3600,9,1822.1749885927197,12.04690033116588,3621.1597621440887,446,85.13333333333334,14.899999999999999,208,84.992784992785,15.367965367965366,"tree"
"IPW","data_train_enc_0.1_3",3000,1,100.0,3600,2,1800.352032882458,0.0,1.9167475700378418,508,83.06666666666666,15.666666666666668,221,84.05483405483406,15.223665223665222,"tree"
"IPW","data_train_enc_0.1_3",3000,2,100.0,3600,2,1809.6113338202254,0.0,16.212302446365356,491,83.63333333333334,15.666666666666668,219,84.19913419913419,15.295815295815295,"tree"
"IPW","data_train_enc_0.1_3",3000,3,100.0,3600,9,1825.7671472281259,9.524683645511223,3610.26784157753,445,85.16666666666667,15.1,192,86.14718614718615,13.78066378066378,"tree"
"IPW","data_train_enc_0.1_3",3000,4,100.0,3600,9,1849.8438593998821,11.410839332104294,3620.6102759838104,462,84.6,15.566666666666668,215,84.48773448773449,15.223665223665222,"tree"
"IPW","data_train_enc_0.1_4",3000,1,100.0,3600,2,1791.0149236728207,0.0,2.0065183639526367,490,83.66666666666667,15.5,239,82.75613275613276,15.584415584415584,"tree"
