"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.697743440453265,0.588072658738577,0,0.9,0.697743440453265,0.781083663644414
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.497405726428175,0.496855989276603,1,0.9,0.496855989276603,0.566512765993715
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.544390836327522,0.435773685300964,0,0.9,0.544390836327522,0.857912330637874
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.749123496366891,0.743761564963315,1,0.9,0.743761564963315,0.963042699612627
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.507732273117525,0.448899787611159,0,0.9,0.507732273117525,0.368559741206239
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.465376402104793,0.37763841746634,0,0.9,0.465376402104793,0.861829989410538
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.621740776559271,0.59162217197181,1,0.9,0.59162217197181,0.719430396012013
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.893634765727101,0.868831169760623,1,0.9,0.868831169760623,0.838929744394398
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.492556279576339,0.468041869567119,1,0.9,0.468041869567119,0.737186019827863
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.600205877563676,0.54426005532392,1,0.9,0.54426005532392,0.339754979627593
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.875162041958681,0.866085172945007,1,0.9,0.866085172945007,0.960594646807259
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.472111160220924,0.454243454786446,1,0.9,0.454243454786446,0.656279028619866
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.433206419822205,0.333369629045216,0,0.9,0.433206419822205,0.808414430931729
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.477517640728969,0.301107525983741,0,0.9,0.477517640728969,0.990468123022665
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.285677648181159,0.3155543795383,1,0.9,0.3155543795383,0.880364050544844
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.458708746570045,0.430871588885122,1,0.9,0.430871588885122,0.441938096912375
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.390511584279616,0.380249599787549,1,0.9,0.380249599787549,0.445291749553745
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.616030164936918,0.631841004177323,1,0.9,0.631841004177323,0.867617880296669
