"V1.1","V1.2","V1.3","V1.4","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V2.1","V2.2","V2.3","V2.4","V2.5","V2.6","V2.7","V2.8","V2.9","V2.10","y0","y1","t","prob_t","y","prob_t_pred"
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.574347030390426,0.611899580926003,0,0.1,0.574347030390426,0.152712393675194
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.504860791812489,0.413414487822913,0,0.9,0.504860791812489,0.562222384916609
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.230316113238723,0.130929073825438,1,0.1,0.130929073825438,0.0866548294447231
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.552697315835692,0.465281052053804,0,0.9,0.552697315835692,0.544153279016093
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.633860993405708,0.549218798611421,0,0.9,0.633860993405708,0.905989738228194
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.177690415062375,0.0679586136200046,0,0.9,0.177690415062375,0.873566610857079
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.645399228117933,0.521649868368377,0,0.9,0.645399228117933,0.689755583965341
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.272910467281897,0.267147971701804,0,0.1,0.272910467281897,0.344222359560779
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.445657777463529,0.525904054906732,1,0.9,0.525904054906732,0.961373881438939
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.525329300410907,0.381793888272387,0,0.9,0.525329300410907,0.951272452242651
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.122119023773942,0.00726803596169258,0,0.9,0.122119023773942,0.926816669597431
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.676801890927204,0.691953294459181,0,0.1,0.676801890927204,0.427733889393941
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.281557145846291,0.39957685514779,1,0.9,0.39957685514779,0.864239518924235
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.64578040481986,0.536419680041488,0,0.9,0.64578040481986,0.686165597906682
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.227009435234421,0.232966772661922,1,0.9,0.232966772661922,0.740250622994691
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.635459309722132,0.494612725166016,0,0.9,0.635459309722132,0.804082746375234
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.246540049202227,0.128033537032495,0,0.9,0.246540049202227,0.785601544550986
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.468664922224862,0.457407433309704,1,0.9,0.457407433309704,0.561039814517231
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.418604421288576,0.319252076386185,0,0.9,0.418604421288576,0.746141669018437
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.701845347968527,0.599864132076127,0,0.9,0.701845347968527,0.566417301595113
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.590517117070912,0.455974033708297,0,0.9,0.590517117070912,0.963758096324414
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.760806408955287,0.767067649552168,1,0.9,0.767067649552168,0.913637370450356
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.382798202698094,0.410773169437913,1,0.9,0.410773169437913,0.824853098791325
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.617143680396822,0.667667612545489,1,0.9,0.667667612545489,0.916540252408999
0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.447735090237343,0.429668705226304,1,0.9,0.429668705226304,0.700625909609067
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.261278546749085,0.0880348746042587,0,0.9,0.261278546749085,0.895380388277052
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.60442095572944,0.44846880718709,0,0.9,0.60442095572944,0.941981488021287
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0.573573937967346,0.624270397153903,1,0.9,0.624270397153903,0.952606207487632
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.312160832641281,0.140344409733522,0,0.9,0.312160832641281,0.965287310219992
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.837876160217106,0.729766590228673,0,0.9,0.837876160217106,0.700073754925879
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.336742612612249,0.375550894901069,0,0.1,0.336742612612249,0.355900416183777
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.311195998613179,0.317987587226056,1,0.9,0.317987587226056,0.507564895517383
0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.378754331961706,0.354727181357265,1,0.9,0.354727181357265,0.529755586872152
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.189610876232604,0.0126161489685069,1,0.1,0.0126161489685069,0.0203358042527213
