"V1","V2","V3","y0","y1","t","prob_t","y","prob_t_pred_log","prob_t_pred_tree"
-1,1,1,0.814271482280547,0.642105211754533,"1",0.9,0.642105211754533,0.840203087869097,0.903614457831325
1,1,1,0.903307332401357,0.940000126307079,"1",0.9,0.940000126307079,0.989365544229749,0.903614457831325
-1,1,-1,0.219523937769487,0.321911711630906,"1",0.9,0.321911711630906,0.819346892535389,0.903614457831325
1,-1,-1,0.187750887877004,0.325825043873984,"1",0.9,0.325825043873984,0.78519510242729,0.868613138686131
-1,1,1,0.773727698492725,0.650419656452221,"1",0.9,0.650419656452221,0.840203087869097,0.903614457831325
1,-1,-1,0.267455443802306,0.352642302015719,"1",0.9,0.352642302015719,0.78519510242729,0.868613138686131
1,-1,1,0.808823002654668,0.678892423669072,"1",0.9,0.678892423669072,0.809075332998411,0.868613138686131
1,-1,1,0.799717689067866,0.683000736128022,"1",0.9,0.683000736128022,0.809075332998411,0.868613138686131
-1,-1,-1,0.0840312025555542,0.0347075395096648,"0",0.9,0.0840312025555542,0.828782434011353,0.903508771929825
1,-1,-1,0.250864302401657,0.287433355348078,"0",0.1,0.250864302401657,0.21480489757271,0.131386861313869
-1,-1,-1,0.055608190009659,0.0365512395303353,"0",0.9,0.055608190009659,0.828782434011353,0.903508771929825
-1,1,1,0.825488035717637,0.688907456181695,"1",0.9,0.688907456181695,0.840203087869097,0.903614457831325
1,1,1,0.904353065204016,0.97668683727101,"1",0.9,0.97668683727101,0.989365544229749,0.903614457831325
-1,-1,1,0.620355467685424,0.386000585555801,"0",0.9,0.620355467685424,0.806778441161983,0.903508771929825
-1,1,1,0.817763829486341,0.678701359225233,"1",0.9,0.678701359225233,0.840203087869097,0.903614457831325
1,1,-1,0.390245544643282,0.602685079864011,"1",0.9,0.602685079864011,0.987692390411026,0.903614457831325
-1,1,1,0.817594869784754,0.644639537656492,"1",0.9,0.644639537656492,0.840203087869097,0.903614457831325
-1,-1,1,0.664422611571713,0.42746252387422,"0",0.9,0.664422611571713,0.806778441161983,0.903508771929825
-1,-1,-1,0.0785204195123463,0.055502280380214,"0",0.9,0.0785204195123463,0.828782434011353,0.903508771929825
-1,-1,1,0.693812769839032,0.42544109060759,"0",0.9,0.693812769839032,0.806778441161983,0.903508771929825
1,-1,-1,0.215574184176703,0.315887396068691,"1",0.9,0.315887396068691,0.78519510242729,0.868613138686131
1,1,-1,0.412392839004688,0.590274001201109,"1",0.9,0.590274001201109,0.987692390411026,0.903614457831325
-1,-1,1,0.657315545363108,0.421241977745251,"1",0.1,0.421241977745251,0.193221558838017,0.0964912280701754
-1,1,-1,0.19148471015537,0.350003217096879,"1",0.9,0.350003217096879,0.819346892535389,0.903614457831325
-1,1,1,0.825726732311637,0.64019039395316,"0",0.1,0.825726732311637,0.159796912130903,0.0963855421686747
-1,-1,1,0.720070397739039,0.359877669170356,"0",0.9,0.720070397739039,0.806778441161983,0.903508771929825
1,1,1,0.918079322710836,0.951943586032877,"1",0.9,0.951943586032877,0.989365544229749,0.903614457831325
1,-1,-1,0.173632095578531,0.295082683853709,"1",0.9,0.295082683853709,0.78519510242729,0.868613138686131
1,-1,-1,0.232186876552873,0.31587112424118,"1",0.9,0.31587112424118,0.78519510242729,0.868613138686131
-1,-1,-1,0.106275562550941,0.0433066927567282,"0",0.9,0.106275562550941,0.828782434011353,0.903508771929825
1,1,-1,0.38395914155404,0.576222292169012,"1",0.9,0.576222292169012,0.987692390411026,0.903614457831325
-1,1,1,0.780117568338073,0.677990861224546,"1",0.9,0.677990861224546,0.840203087869097,0.903614457831325
1,1,-1,0.335660681617901,0.574771569207939,"1",0.9,0.574771569207939,0.987692390411026,0.903614457831325
-1,1,-1,0.211346119104496,0.322142846210135,"1",0.9,0.322142846210135,0.819346892535389,0.903614457831325
-1,-1,-1,0.138177369056998,0.0391062746218166,"0",0.9,0.138177369056998,0.828782434011353,0.903508771929825
1,1,-1,0.360643545108413,0.577525271901631,"0",0.1,0.360643545108413,0.0123076095889739,0.0963855421686747
1,-1,1,0.779922185540002,0.68231857656562,"1",0.9,0.68231857656562,0.809075332998411,0.868613138686131
-1,-1,-1,0.0325711368470157,0.0393411258205978,"0",0.9,0.0325711368470157,0.828782434011353,0.903508771929825
-1,1,-1,0.265891485941572,0.336743414113181,"1",0.9,0.336743414113181,0.819346892535389,0.903614457831325
-1,1,1,0.738263525690418,0.675665295400808,"0",0.1,0.738263525690418,0.159796912130903,0.0963855421686747
-1,1,-1,0.175506139015196,0.329925542243822,"1",0.9,0.329925542243822,0.819346892535389,0.903614457831325
1,-1,1,0.813935144599027,0.664252905727009,"1",0.9,0.664252905727009,0.809075332998411,0.868613138686131
1,-1,1,0.818978470622717,0.708667180280171,"1",0.9,0.708667180280171,0.809075332998411,0.868613138686131
-1,-1,1,0.649313957860837,0.418709606173695,"0",0.9,0.649313957860837,0.806778441161983,0.903508771929825
-1,1,-1,0.183105673620579,0.321113660270522,"0",0.1,0.183105673620579,0.180653107464611,0.0963855421686747
-1,1,-1,0.225997775275252,0.332824544379608,"1",0.9,0.332824544379608,0.819346892535389,0.903614457831325
-1,-1,1,0.645651171539984,0.410010005655581,"1",0.1,0.410010005655581,0.193221558838017,0.0964912280701754
-1,1,1,0.801416760856223,0.694896308614982,"1",0.9,0.694896308614982,0.840203087869097,0.903614457831325
1,-1,1,0.763161519639834,0.694373311169745,"1",0.9,0.694373311169745,0.809075332998411,0.868613138686131
-1,-1,-1,0.0722103561467195,0.055094398780485,"0",0.9,0.0722103561467195,0.828782434011353,0.903508771929825
-1,-1,-1,0.0639588615432489,0.0500581303517354,"0",0.9,0.0639588615432489,0.828782434011353,0.903508771929825
1,-1,-1,0.219143328147585,0.343629024680479,"1",0.9,0.343629024680479,0.78519510242729,0.868613138686131
-1,-1,-1,0.110860219951872,0.0322741877756097,"0",0.9,0.110860219951872,0.828782434011353,0.903508771929825
1,-1,-1,0.245028308912665,0.327043401097505,"0",0.1,0.245028308912665,0.21480489757271,0.131386861313869
-1,1,-1,0.197532665707122,0.299934612966288,"1",0.9,0.299934612966288,0.819346892535389,0.903614457831325
-1,1,1,0.716651047706183,0.676863853122433,"1",0.9,0.676863853122433,0.840203087869097,0.903614457831325
-1,1,1,0.769339150798882,0.661997927215472,"1",0.9,0.661997927215472,0.840203087869097,0.903614457831325
1,-1,-1,0.18649276533262,0.316055926907998,"1",0.9,0.316055926907998,0.78519510242729,0.868613138686131
-1,-1,1,0.639537723804607,0.409571379378583,"0",0.9,0.639537723804607,0.806778441161983,0.903508771929825
1,-1,-1,0.208218627511873,0.325007997029099,"1",0.9,0.325007997029099,0.78519510242729,0.868613138686131
1,1,-1,0.33824700814031,0.602877547692658,"0",0.1,0.33824700814031,0.0123076095889739,0.0963855421686747
1,1,-1,0.344590304585521,0.56265386600687,"1",0.9,0.56265386600687,0.987692390411026,0.903614457831325
1,1,-1,0.371446217685804,0.549109475670065,"1",0.9,0.549109475670065,0.987692390411026,0.903614457831325
1,-1,-1,0.190656479436067,0.326278436455824,"1",0.9,0.326278436455824,0.78519510242729,0.868613138686131
-1,-1,1,0.666440914582467,0.419174300780427,"1",0.1,0.419174300780427,0.193221558838017,0.0964912280701754
-1,1,1,0.819363883890362,0.691870264855726,"1",0.9,0.691870264855726,0.840203087869097,0.903614457831325
1,1,-1,0.369090722207915,0.585679303468866,"1",0.9,0.585679303468866,0.987692390411026,0.903614457831325
1,-1,1,0.817323330013879,0.674357264140459,"1",0.9,0.674357264140459,0.809075332998411,0.868613138686131
-1,-1,-1,0.0987275958216524,0.0716592852873628,"0",0.9,0.0987275958216524,0.828782434011353,0.903508771929825
1,1,1,0.935995719255821,0.957628815991121,"1",0.9,0.957628815991121,0.989365544229749,0.903614457831325
-1,1,-1,0.254127735939037,0.33099122662551,"1",0.9,0.33099122662551,0.819346892535389,0.903614457831325
1,1,1,0.975369312122305,0.909399584725675,"1",0.9,0.909399584725675,0.989365544229749,0.903614457831325
1,1,-1,0.370461481433983,0.589146716421568,"1",0.9,0.589146716421568,0.987692390411026,0.903614457831325
1,1,-1,0.351329924696633,0.571561413881514,"1",0.9,0.571561413881514,0.987692390411026,0.903614457831325
1,-1,-1,0.19124491520282,0.29626774199796,"1",0.9,0.29626774199796,0.78519510242729,0.868613138686131
-1,-1,1,0.645925145332461,0.412505500766454,"0",0.9,0.645925145332461,0.806778441161983,0.903508771929825
1,-1,1,0.808384225455328,0.678979501597331,"1",0.9,0.678979501597331,0.809075332998411,0.868613138686131
-1,1,1,0.828594379408027,0.679918492432022,"1",0.9,0.679918492432022,0.840203087869097,0.903614457831325
1,1,-1,0.319746934362949,0.592889978063196,"1",0.9,0.592889978063196,0.987692390411026,0.903614457831325
-1,-1,1,0.640037741226178,0.438075706618611,"0",0.9,0.640037741226178,0.806778441161983,0.903508771929825
1,1,-1,0.423138275529494,0.583815588915674,"1",0.9,0.583815588915674,0.987692390411026,0.903614457831325
1,-1,1,0.760004296307256,0.68044825899972,"1",0.9,0.68044825899972,0.809075332998411,0.868613138686131
-1,1,-1,0.180304787455274,0.311942476656549,"1",0.9,0.311942476656549,0.819346892535389,0.903614457831325
