Direct,data_train_enc_1,2000,0,3600,600,0,0.317987919,897,55.15,25.85,1105,53.68818106,26.73931266,1
Direct,data_train_enc_1,2000,1,3600,754,0,5.788914919,733,63.35,22.75,872,63.45347863,23.72170997,1
Direct,data_train_enc_1,2000,2,3600,783,0,165.9916282,719,64.05,22.65,878,63.20201174,23.55406538,1
Direct,data_train_enc_2,2000,0,3600,537,0,0.343122005,937,53.15,27.85,1065,55.36462699,25.06286672,1
Direct,data_train_enc_2,2000,1,3600,709,0,7.37390995,735,63.25,23.5,870,63.53730092,23.09304275,1
Direct,data_train_enc_2,2000,2,3600,735,0,156.6924911,742,62.9,24.05,855,64.16596815,22.38055323,1
Direct,data_train_enc_3,2000,0,3600,539,0,0.317391872,881,55.95,25.55,1121,53.01760268,26.99077955,1
Direct,data_train_enc_3,2000,1,3600,654,0,5.378848076,740,63,22.85,865,63.74685666,23.63788768,1
Direct,data_train_enc_3,2000,2,3600,672,0.005952381,284.0432389,739,63.05,22.85,858,64.0402347,23.38642079,1
Direct,data_train_enc_4,2000,0,3600,555,0,0.64604187,907,54.65,25.7,1095,54.10729254,26.8650461,1
Direct,data_train_enc_4,2000,1,3600,714,0,6.774393082,735,63.25,23.2,870,63.53730092,23.34450964,1
Direct,data_train_enc_4,2000,2,3600,725,0.000870777,213.3919959,722,63.9,23.05,870,63.53730092,23.34450964,1
Direct,data_train_enc_5,2000,0,3600,622,0,0.356260061,893,55.35,26.15,1109,53.52053646,26.48784577,1
Direct,data_train_enc_5,2000,1,3600,768,0,6.393894196,727,63.65,23.3,878,63.20201174,23.26068734,1
Direct,data_train_enc_5,2000,2,3600,779,0,161.9936368,737,63.15,23.9,930,61.02263202,24.39228835,1
