V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.642541465171329,0.6145642656065501,0,0.9,0.642541465171329,0.796662132141292,0.8979591836734692,0.562116097313063,0.6407297733979374
0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.39438118744454,0.444755122682673,0,0.9,0.39438118744454,0.611230341219286,0.8979591836734692,0.42826261359838613,0.5839640746003024
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.691691186651946,0.7683119216842249,1,0.9,0.7683119216842249,0.9867337967876341,0.933333333333333,0.5288739194668346,0.6266321541008648
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.474047752047339,0.5292488171588211,1,0.9,0.5292488171588211,0.584716566687406,0.933333333333333,0.47088136464445857,0.6020381890564469
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.444901387350765,0.524217060713402,1,0.9,0.524217060713402,0.6224375821593221,0.933333333333333,0.4684190980607799,0.6009939705619435
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.6621136976589549,0.788769565061653,1,0.9,0.788769565061653,0.991227621149127,0.933333333333333,0.5288310591166491,0.626613977527036
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.954810481203773,0.918350211581587,1,0.9,0.918350211581587,0.792316068809151,0.933333333333333,0.6836307706869993,0.6922627268692224
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.43856090683482796,0.383442229804858,0,0.9,0.43856090683482796,0.9620013839871341,0.8979591836734692,0.4794569447948945,0.6056749924202823
0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.33780006641292,0.34727031599407504,0,0.9,0.33780006641292,0.841726886457275,0.8979591836734692,0.416367143271925,0.5789193445950119
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.667583610274511,0.626176057332157,0,0.9,0.667583610274511,0.742585173110551,0.8979591836734692,0.5663186480835757,0.6425120260864756
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.49176619082375705,0.6145304459630171,1,0.9,0.6145304459630171,0.9686366622806759,0.933333333333333,0.45706067624132163,0.5961769965547951
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.5101556139379729,0.584527371624718,1,0.9,0.584527371624718,0.7529042094312629,0.933333333333333,0.47851138656438463,0.6052739922205179
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.37002728960865006,0.4584418836723889,1,0.9,0.4584418836723889,0.775525915199932,0.933333333333333,0.4061500945489047,0.5745864135848037
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.596667133669994,0.6105710338436291,1,0.9,0.6105710338436291,0.608082950544469,0.933333333333333,0.5174106518507066,0.6217707162161334
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.251109991705247,0.31306763053649606,0,0.9,0.251109991705247,0.787429791844993,0.8979591836734692,0.3656886331241366,0.5574271804560909
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.38553688688426,0.564910078588766,0,0.1,0.38553688688426,0.00702490709548331,0.0666666666666667,0.3859459398971819,0.5660180676173182
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.5989205379648199,0.6481748460664589,1,0.9,0.6481748460664589,0.8136796068501679,0.933333333333333,0.5199673373613035,0.6228549766745627
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.616688242921434,0.535075239088256,0,0.9,0.616688242921434,0.994135666938824,0.8979591836734692,0.5934541742511749,0.6540198857431487
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.707075503711172,0.734080395920977,1,0.9,0.734080395920977,0.881913679096918,0.933333333333333,0.5544120158961188,0.637462562466327
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6659729072359829,0.6013700335031011,1,0.1,0.6013700335031011,0.24473209584150502,0.10204081632653099,0.5434091026446105,0.6327963554898766
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.185118917670436,0.21228075453123998,0,0.9,0.185118917670436,0.9356217117454458,0.8979591836734692,0.3554922619026598,0.5531030185327374
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.594278190418261,0.5734445294964399,0,0.9,0.594278190418261,0.608266366683684,0.8979591836734692,0.5190294016938442,0.6224572091147429
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.327022304390293,0.37709749541095794,0,0.9,0.327022304390293,0.92954418517288,0.8979591836734692,0.4234698901133374,0.5819315365577921
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.450234032489495,0.471542851831748,0,0.9,0.450234032489495,0.8580658453646941,0.8979591836734692,0.487264752338994,0.6089861923907143
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.6924806822507871,0.667297121372191,0,0.9,0.6924806822507871,0.8241275561519308,0.8979591836734692,0.5906432822498787,0.652827819281596
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17238180711168,0.18040625864162502,0,0.9,0.17238180711168,0.9870270573023,0.8979591836734692,0.35705899019648896,0.5537674496999889
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.6824198714881159,0.739579937584351,1,0.9,0.739579937584351,0.914951298155127,0.933333333333333,0.5539195838770018,0.6372537277994977
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.172536512707062,0.321827177192794,1,0.9,0.321827177192794,0.6443234134537629,0.933333333333333,0.3340968915031346,0.5440294918821186
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20477077471124,0.251418023472125,0,0.9,0.20477077471124,0.9462280345650959,0.8979591836734692,0.3701447757100256,0.5593169784711286
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.615978482243194,0.707607438967606,0,0.1,0.615978482243194,0.0293075030121527,0.0666666666666667,0.5002427410522984,0.614490005798133
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.816960039618336,0.827835717265882,1,0.9,0.827835717265882,0.77939408700248,0.933333333333333,0.6146646610148829,0.6630150054035856
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.419352286409915,0.446093250449224,0,0.9,0.419352286409915,0.652005197607296,0.8979591836734692,0.43650175832276605,0.5874581996301091
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.408129623751581,0.514838560697812,1,0.9,0.514838560697812,0.9283256208310379,0.933333333333333,0.4087943085955803,0.5757077938728955
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.51610376025957,0.603915497611144,1,0.9,0.603915497611144,0.9241337747573809,0.933333333333333,0.48041684438363036,0.6060820746225379
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.722078464609951,0.7644648791549592,1,0.9,0.7644648791549592,0.911354631452065,0.933333333333333,0.5630006719161962,0.6411049111537281
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7094654745953821,0.717820427683491,1,0.9,0.717820427683491,0.878399921940874,0.933333333333333,0.5513006776722924,0.6361430802715433
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.502054982420829,0.6071049115908729,1,0.9,0.6071049115908729,0.83672953913657,0.933333333333333,0.47474499719715174,0.6036767104879729
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.696069719616801,0.6598074966235771,0,0.9,0.696069719616801,0.508142024906297,0.8979591836734692,0.5635703022983016,0.6413464847444873
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.531173172867383,0.5490066424757529,0,0.9,0.531173172867383,0.661591926306333,0.8979591836734692,0.4968037118279824,0.6130315536780528
0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.465471523597967,0.49060239462033006,0,0.9,0.465471523597967,0.703702606664817,0.8979591836734692,0.47582933303707253,0.6041365646507203
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.485974934693779,0.48937487204173297,0,0.9,0.485974934693779,0.8465149751315659,0.8979591836734692,0.48558478553961126,0.6082737380960836
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.687897453634786,0.688404784248299,0,0.9,0.687897453634786,0.6047949161767691,0.8979591836734692,0.5745897604672389,0.6460197082271455
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.318156871107422,0.315052382271423,0,0.9,0.318156871107422,0.961526216057585,0.8979591836734692,0.4172993098378387,0.5793146655462594
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0.416528883044926,0.626391019456652,1,0.9,0.626391019456652,0.997452176493012,0.933333333333333,0.39934859840517123,0.5717019785237675
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.532707818062238,0.611229459776419,1,0.9,0.611229459776419,0.9673014427076558,0.933333333333333,0.45688710788569054,0.5961033882427578
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.46191434696689504,0.408361606312615,0,0.9,0.46191434696689504,0.9453412682883421,0.8979591836734692,0.473141620719262,0.602996737253977
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.594504019266458,0.579239362972261,0,0.9,0.594504019266458,0.7184268877589292,0.8979591836734692,0.5286325224072186,0.6265297804278269
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.586667243431233,0.558560004071682,0,0.9,0.586667243431233,0.7510157827252829,0.8979591836734692,0.5143422610157559,0.6204694475072703
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.874276777926094,0.8530980081889691,1,0.9,0.8530980081889691,0.90068559889872,0.933333333333333,0.6265578018372574,0.6680587474934058
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.440967704850599,0.47959588873719106,0,0.9,0.440967704850599,0.516655783845077,0.8979591836734692,0.4587261531915991,0.5968833058736872
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.8635154618454941,0.819182516514978,1,0.9,0.819182516514978,0.688725648126308,0.933333333333333,0.6368215658442647,0.6724114899098357
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.760318758142672,0.708784301288255,0,0.9,0.760318758142672,0.48764031795123,0.8979591836734692,0.5959969304433737,0.6550982389403643
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.6454937950289671,0.6376216501003841,0,0.9,0.6454937950289671,0.49465857796099394,0.8979591836734692,0.5500062203736333,0.6355941160527359
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.6187925075593039,0.733080323252908,1,0.9,0.733080323252908,0.978238409594048,0.933333333333333,0.5071529599259126,0.6174205488988376
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.527621647641774,0.552954822809101,0,0.9,0.527621647641774,0.6121622707512889,0.8979591836734692,0.49892352615150065,0.6139305421694712
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.282671951458492,0.473362073543948,1,0.9,0.473362073543948,0.985798041501324,0.933333333333333,0.33162765213843104,0.5429823163126369
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160774746829307,0.15555601025252,0,0.9,0.160774746829307,0.981356552955605,0.8979591836734692,0.35933099749626524,0.5547309814547549
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.39408351122628493,0.50082861679462,0,0.1,0.39408351122628493,0.15073863322935502,0.0666666666666667,0.41790305785835713,0.5795707080289152
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.550273670226162,0.560763422456055,1,0.9,0.560763422456055,0.617944127261806,0.933333333333333,0.4888664678402691,0.6096654612239312
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.7393496402271991,0.7467752049196899,1,0.9,0.7467752049196899,0.669492775840443,0.933333333333333,0.5842751319233931,0.6501271611194079
0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.392722707787066,0.452177282982307,1,0.9,0.452177282982307,0.7656033138154079,0.933333333333333,0.4044338298562793,0.5738585657776726
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.535349340550316,0.541600868211297,0,0.9,0.535349340550316,0.768131517144486,0.8979591836734692,0.5069916492352657,0.6173521389193287
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.132657546099005,0.21843495214431896,0,0.9,0.132657546099005,0.668381242845298,0.8979591836734692,0.3061395788397597,0.5321731221725088
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.8903075461396942,0.7614842791257609,0,0.9,0.8903075461396942,0.9319553055723679,0.8979591836734692,0.6811366505819861,0.6912049996684265
0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.41559780049618,0.39719757764184793,0,0.9,0.41559780049618,0.937711941058159,0.8979591836734692,0.46627931931764527,0.6000865153933855
