V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.5924018996704069,0.600568965974938,1,0.9,0.600568965974938,0.944220372647932,0.8927203065134101,0.49887877229115973,0.5275418069045728
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.505160283651545,0.442146964916204,1,0.1,0.442146964916204,0.4529431665470561,0.112970711297071,0.48493033060556323,0.5160827971284767
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23105389004097196,0.158506013941753,0,0.9,0.23105389004097196,0.888370335014953,0.8870292887029291,0.40175654321919463,0.44775335472492017
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.568579338550148,0.460276943536391,0,0.9,0.568579338550148,0.521023764310278,0.8870292887029291,0.501109900729967,0.5293747372897941
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.71162845678588,0.523575330833302,0,0.9,0.71162845678588,0.9210807805849021,0.8870292887029291,0.5769118580725614,0.5916480284440998
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160672349455491,0.0484518378576716,0,0.9,0.160672349455491,0.909244723369264,0.8870292887029291,0.368061233325587,0.4200717760810385
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.70555789199635,0.54064753408704,0,0.9,0.70555789199635,0.68125613785167,0.8870292887029291,0.5509107985622694,0.5702874777938464
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.324541793443547,0.29925283631061106,1,0.9,0.29925283631061106,0.807667678367668,0.8927203065134101,0.38096931898201164,0.43067610616046204
0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.434421669696851,0.532045170541361,1,0.9,0.532045170541361,0.9788073972798109,0.8927203065134101,0.4334078428573493,0.47375572546675615
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.555320603870947,0.39785253006838,1,0.1,0.39785253006838,0.0338426013695372,0.112970711297071,0.5218541906960396,0.5464167142272509
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11195718391777901,0.0,0,0.9,0.11195718391777901,0.953747843765203,0.8870292887029291,0.36088754901893777,0.41417840673889866
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.724528032119854,0.667514407017015,1,0.9,0.667514407017015,0.771195791085992,0.8927203065134101,0.5524341183946491,0.5715389248905772
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.32912775111611503,0.31300549981087,1,0.9,0.31300549981087,0.8981255940063371,0.8927203065134101,0.38952368731569065,0.43770374355347463
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.671485887066777,0.544498185931755,0,0.9,0.671485887066777,0.676951932489192,0.8870292887029291,0.5509590838580674,0.5703271454276266
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22174899754423302,0.233882034912214,1,0.9,0.233882034912214,0.76912770306053,0.8927203065134101,0.3662763094146635,0.4186054143894683
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.603913501118749,0.5048024807858771,0,0.9,0.603913501118749,0.8161047307708509,0.8870292887029291,0.5433843080346941,0.5641042689107895
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.232809114576674,0.16286803772332997,0,0.9,0.232809114576674,0.8219553725187271,0.8870292887029291,0.3923279026260534,0.4400074797972808
