V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082438698206866,0.0136804084417078,0,0.1,0.082438698206866,0.0475827971328102,0.10483870967741901,0.38342092445325593,0.2881646123995461
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.533709756917176,0.466118406454133,1,0.9,0.466118406454133,0.94952478088689,0.895161290322581,0.5000946201946239,0.4445335787867199
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.5073249355347821,0.550343616916764,1,0.1,0.550343616916764,0.41975651409922293,0.126984126984127,0.4759570723305158,0.412183841456052
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5582715878649711,0.52934962985451,1,0.9,0.52934962985451,0.5587032168535799,0.895161290322581,0.48451563106629214,0.4236542330878031
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.24547478969014802,0.37058850238473706,0,0.9,0.24547478969014802,0.9625234411009091,0.873015873015873,0.4039427470446409,0.31566846548832794
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.614173021348558,0.536834773607236,1,0.9,0.536834773607236,0.860152469168853,0.895161290322581,0.5055823276280754,0.4518883397184915
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.49807396701449497,0.49633070438604293,0,0.9,0.49807396701449497,0.532113905331425,0.873015873015873,0.4646990626226096,0.39709557901252435
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.428797576966448,0.42134708143158006,1,0.9,0.42134708143158006,0.5458199956611149,0.895161290322581,0.45507430495154777,0.3841962412553048
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.381098619997327,0.44291787539006605,0,0.9,0.381098619997327,0.8944889213106351,0.873015873015873,0.4363028001851639,0.35903820731114977
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.559367913228338,0.61302896007093,0,0.9,0.559367913228338,0.749043192421215,0.873015873015873,0.49035004452868053,0.43147365799580845
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.4683986526698521,0.475289985815575,1,0.9,0.475289985815575,0.580464452480453,0.895161290322581,0.4658259971528984,0.3986059244812913
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.320886214182088,0.375233645428697,0,0.9,0.320886214182088,0.849342982352364,0.873015873015873,0.42360101917192955,0.3420149669338291
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.45484303142062893,0.4294935271099021,1,0.9,0.4294935271099021,0.8039552156111479,0.895161290322581,0.4739336176672039,0.4094719575800601
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.442385822335734,0.343783292503785,1,0.9,0.343783292503785,0.975237032533715,0.895161290322581,0.47392392647789744,0.4094589692089857
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.410625916640719,0.461288959879474,0,0.9,0.410625916640719,0.788136486146155,0.873015873015873,0.4478671276043727,0.37453700431088677
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.426011298738036,0.46407809148840995,0,0.9,0.426011298738036,0.6652223746627479,0.873015873015873,0.45623407077686623,0.3857505880359041
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.5941300093461179,0.5779306801112679,0,0.1,0.5941300093461179,0.195411172041754,0.10483870967741901,0.5064428293917205,0.4530416054181895
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.52283917927996,0.548760020987218,1,0.1,0.548760020987218,0.18906646557412302,0.126984126984127,0.4709325790771731,0.4054498915999838
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375592576160008,0.449246202277731,0,0.9,0.375592576160008,0.819557945947745,0.873015873015873,0.43949796445341655,0.3633204453159476
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47745993171388396,0.425127872049118,1,0.9,0.425127872049118,0.824953577876022,0.895161290322581,0.4716790766566871,0.40645036607863483
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.454619471471584,0.583412838437167,0,0.9,0.454619471471584,0.9435515067635519,0.873015873015873,0.4537961180267371,0.3824831835946878
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.35745565054682893,0.373127009717767,0,0.9,0.35745565054682893,0.502659061251428,0.873015873015873,0.4420836882149319,0.3667858961134194
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.194937347292038,0.277966677839358,0,0.9,0.194937347292038,0.8609302892699342,0.873015873015873,0.3899126762685838,0.2968650183904138
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.502758870039902,0.582776732104007,0,0.9,0.502758870039902,0.8201399838674691,0.873015873015873,0.4738660068596509,0.4093813439072312
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.24560331200615398,0.21599429686840801,1,0.9,0.21599429686840801,0.8604781126721479,0.895161290322581,0.42109458392322086,0.3386557805579578
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.416779468473567,0.425054850024578,1,0.9,0.425054850024578,0.699165098755034,0.895161290322581,0.46429370364352546,0.39655230690502496
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.489931186873698,0.5354319647978929,1,0.1,0.5354319647978929,0.451034325569017,0.126984126984127,0.475362399544809,0.41138684631289923
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0.513583752019177,0.610013926614803,0,0.9,0.513583752019177,0.9109678987982289,0.873015873015873,0.4718676832267234,0.40670314125836154
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.438790617644701,0.483472889022577,0,0.9,0.438790617644701,0.501396295853761,0.873015873015873,0.46742837256684744,0.4007534675556005
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.5434970016151189,0.646814971136092,0,0.9,0.5434970016151189,0.942125565744817,0.873015873015873,0.47637486537946694,0.41274377801084366
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17147816415493,0.0552607985634011,1,0.9,0.0552607985634011,0.991314631612968,0.895161290322581,0.4093096555559279,0.32286132872345497
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.43345543335902603,0.518012229012205,1,0.1,0.518012229012205,0.32708427471884305,0.126984126984127,0.4623629908693986,0.39396471799766775
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22381517432233397,0.262655814346854,1,0.9,0.262655814346854,0.6658583913225219,0.895161290322581,0.4108555553398344,0.32493318176463626
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.564127526429687,0.5589346082110699,1,0.9,0.5589346082110699,0.72001253667097,0.895161290322581,0.4974588048867583,0.44100099406263543
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5424782477799189,0.5515184921812141,0,0.9,0.5424782477799189,0.568959914661797,0.873015873015873,0.48589154676106944,0.42549826925774786
0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.37086230626876704,0.365851708307086,1,0.9,0.365851708307086,0.79203706021235,0.895161290322581,0.45320741921060265,0.38169419491298573
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.44620697946079796,0.413603827374176,1,0.9,0.413603827374176,0.828768710441531,0.895161290322581,0.4682555610481485,0.4018620859721727
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18420081151700798,0.15643996545223599,1,0.9,0.15643996545223599,0.8653447480426179,0.895161290322581,0.403464897867389,0.3150280402282807
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7291063762945458,0.815802980738165,1,0.1,0.815802980738165,0.0693607198039056,0.126984126984127,0.5244626706069141,0.4771922413209636
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5556017031864201,0.569612634260459,0,0.9,0.5556017031864201,0.4463879346700779,0.873015873015873,0.4904532063162665,0.43161191796942944
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.433261906347415,0.5519333959428571,0,0.9,0.433261906347415,0.9829757518620821,0.873015873015873,0.44120795420792,0.3656122157852492
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47602882851209605,0.48088027707110703,1,0.9,0.48088027707110703,0.727428023294922,0.895161290322581,0.4775799042371639,0.414358800826716
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.358087989479844,0.43977344562202203,0,0.9,0.358087989479844,0.9204910096319759,0.873015873015873,0.4306480465717801,0.3514595669665511
0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.42822129466855197,0.447221576575933,0,0.9,0.42822129466855197,0.607992729582922,0.873015873015873,0.45253743057391294,0.3807962596076487
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.509180095163534,0.5542990683310389,0,0.9,0.509180095163534,0.7316092363460749,0.873015873015873,0.4737228093689975,0.40918942709633027
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.6805445952709951,0.7361932573020041,0,0.9,0.6805445952709951,0.888957090022271,0.873015873015873,0.5073775246665702,0.454294307092603
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.47643897937336,0.623887603970629,0,0.9,0.47643897937336,0.983088797976135,0.873015873015873,0.4524262686498261,0.38064727765365625
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.580572068999774,0.529284101799337,1,0.9,0.529284101799337,0.8765194900015171,0.895161290322581,0.5058220253789549,0.45220958855964805
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.253440136832804,0.24736497211983,1,0.9,0.24736497211983,0.704617981563029,0.895161290322581,0.4194267171971313,0.3364204644108778
0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.312426880967839,0.31744001067202005,1,0.9,0.31744001067202005,0.7049762562443641,0.895161290322581,0.4332972493821113,0.35501009395182603
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.42505584475602703,0.401081323079651,1,0.9,0.401081323079651,0.8328497289974359,0.895161290322581,0.46597085301928914,0.39880006388828193
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.487120572028276,0.43614375678615,0,0.1,0.487120572028276,0.0845417216947154,0.10483870967741901,0.487121493927446,0.42714667480361723
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.35822941550148396,0.334209125241292,1,0.9,0.334209125241292,0.802424931465847,0.895161290322581,0.44811104378121086,0.37486390679061826
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.541286625131275,0.474222048377948,1,0.9,0.474222048377948,0.9365980189383409,0.895161290322581,0.49401550922295395,0.43638620423796015
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14399797661342498,0.170890307447363,0,0.9,0.14399797661342498,0.553144756263636,0.873015873015873,0.38444245445061487,0.28953369211203417
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.46381513396269397,0.475993628030858,1,0.9,0.475993628030858,0.733097556993607,0.895161290322581,0.47335795004694825,0.4087004336286677
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.643918738739131,0.5940225177648709,1,0.9,0.5940225177648709,0.864868111758646,0.895161290322581,0.5221843664023402,0.4741388018004183
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.66107315590958,0.5740971482770351,1,0.9,0.5740971482770351,0.8751136121611959,0.895161290322581,0.5192297271132302,0.47017892130851024
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47794156309522895,0.492162054838113,1,0.9,0.492162054838113,0.5548841239465649,0.895161290322581,0.474978945498048,0.4108729317362845
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.19487115121895898,0.128130767803679,1,0.9,0.128130767803679,0.968745418431047,0.895161290322581,0.41629033977802415,0.33221701399208753
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.292555666069959,0.30456653892220004,1,0.9,0.30456653892220004,0.5776935051311579,0.895161290322581,0.42165628362454133,0.3394085843596833
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.7048899562298371,0.6556376975137811,1,0.9,0.6556376975137811,0.845528295627335,0.895161290322581,0.5363158132037522,0.493078115549341
0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.40635359131534204,0.47642461784993,0,0.9,0.40635359131534204,0.796689522913114,0.873015873015873,0.4526546860745,0.38095340832324825
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.45314552666883795,0.489655173357699,1,0.1,0.489655173357699,0.286777591471177,0.126984126984127,0.4595733414973457,0.3902259610643355
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.345256296614945,0.328165016746021,1,0.9,0.328165016746021,0.8580627960324492,0.895161290322581,0.44857816375710724,0.37548995251022615
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.6900846967421751,0.7210975485760799,0,0.9,0.6900846967421751,0.877558619292851,0.873015873015873,0.509276373345414,0.45683919095309755
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20897444990731304,0.21730464246182501,0,0.1,0.20897444990731304,0.398211635920716,0.10483870967741901,0.4077595177545287,0.32078379578664107
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.287972426193052,0.10332191119173,1,0.9,0.10332191119173,0.9985218229915971,0.895161290322581,0.44759071822803825,0.37416655364330054
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0.473455421225616,0.551847824946696,0,0.9,0.473455421225616,0.8964981185548889,0.873015873015873,0.45806642708801176,0.38820635718426455
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0.608562343110568,0.578623459130745,1,0.9,0.578623459130745,0.860431590418622,0.895161290322581,0.51217286054947,0.46072113458549857
