V1.1,V1.2,V1.3,V1.4,V1.5,V1.6,V1.7,V1.8,V1.9,V1.10,V2.1,V2.2,V2.3,V2.4,V2.5,V2.6,V2.7,V2.8,V2.9,V2.10,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.082438698206866,0.0136804084417078,0,0.9,0.082438698206866,0.972886997136555,0.9112903225806451,0.31073449597638453,0.4621051806404138
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.533709756917176,0.466118406454133,0,0.9,0.533709756917176,0.948402045577215,0.9112903225806451,0.4621231655780821,0.5592191398260014
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.5073249355347821,0.550343616916764,1,0.9,0.550343616916764,0.627761838972152,0.912698412698413,0.4308037560455785,0.5391281259670477
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0.5582715878649711,0.52934962985451,0,0.9,0.5582715878649711,0.5111196503171379,0.9112903225806451,0.44190881972325,0.5462518869696654
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.24547478969014802,0.37058850238473706,0,0.1,0.24547478969014802,0.0341346175010686,0.0873015873015872,0.3373623609820379,0.47918662671006973
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.614173021348558,0.536834773607236,0,0.9,0.614173021348558,0.8405264208429458,0.9112903225806451,0.46924367995139177,0.5637868617304829
0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.49807396701449497,0.49633070438604293,1,0.9,0.49633070438604293,0.5625473457271409,0.912698412698413,0.416196049473731,0.5297574628682452
0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.428797576966448,0.42134708143158006,1,0.1,0.42134708143158006,0.46523457333627394,0.0887096774193548,0.40370755110396384,0.5217462456208665
0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.381098619997327,0.44291787539006605,1,0.9,0.44291787539006605,0.9087924128433891,0.912698412698413,0.3793507917251899,0.5061216857219868
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0.559367913228338,0.61302896007093,1,0.9,0.61302896007093,0.8080544011949541,0.912698412698413,0.44947919868797537,0.551108191445648
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.4683986526698521,0.475289985815575,1,0.1,0.475289985815575,0.440842359164169,0.0887096774193548,0.41765829096856477,0.5306954727022861
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.320886214182088,0.375233645428697,1,0.9,0.375233645428697,0.8566794519484828,0.912698412698413,0.36286973558869634,0.49554929204691306
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.45484303142062893,0.4294935271099021,0,0.9,0.45484303142062893,0.799399140181346,0.9112903225806451,0.4281782447207535,0.537443892924303
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.442385822335734,0.343783292503785,0,0.9,0.442385822335734,0.979225573035149,0.9112903225806451,0.42816567002474654,0.5374358264123374
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.410625916640719,0.461288959879474,1,0.9,0.461288959879474,0.811380530789932,0.912698412698413,0.3943559574714886,0.515747313965454
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0.426011298738036,0.46407809148840995,1,0.9,0.46407809148840995,0.6936625156038191,0.912698412698413,0.40521239248426666,0.5227115827545635
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.5941300093461179,0.5779306801112679,0,0.9,0.5941300093461179,0.7719626766485369,0.9112903225806451,0.4703602145426754,0.5645031048615738
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0.52283917927996,0.548760020987218,1,0.9,0.548760020987218,0.8498371220822329,0.912698412698413,0.4242842801327523,0.5349459628013671
0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.375592576160008,0.449246202277731,1,0.9,0.449246202277731,0.836701958949809,0.912698412698413,0.3834966419500932,0.5087811973656924
0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.47745993171388396,0.425127872049118,0,0.9,0.47745993171388396,0.8243414782950941,0.9112903225806451,0.4252528898498391,0.5355673139551848
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0.454619471471584,0.583412838437167,1,0.9,0.583412838437167,0.958134276092542,0.912698412698413,0.4020490537295572,0.5206823400673578
0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.35745565054682893,0.373127009717767,1,0.9,0.373127009717767,0.501528228134235,0.912698412698413,0.3868517193540098,0.5109334380249551
