V1,V2,V3,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
-1,-1,-1,0.11247133245798699,0.0438796178854314,0,0.75,0.11247133245798699,0.65335218993559,0.755081300813008,0.2726151787205655,0.48023733813440517
1,-1,1,0.771756433315064,0.670643308113298,1,0.75,0.670643308113298,0.65138293545298,0.7478176527643059,0.6370824516964143,0.6235138885234277
-1,1,1,0.78742531713387,0.6979868949202691,1,0.75,0.6979868949202691,0.657441454664135,0.7476070528967249,0.6370824516964143,0.6235138885234277
1,-1,1,0.7505024036388521,0.6750545523500051,1,0.75,0.6750545523500051,0.65138293545298,0.7478176527643059,0.6370824516964143,0.6235138885234277
1,1,-1,0.412631353758919,0.594145240187099,0,0.25,0.412631353758919,0.15014449979711902,0.252392947103275,0.2726151787205655,0.48023733813440517
-1,1,1,0.7766851496651659,0.682848386494376,1,0.75,0.682848386494376,0.657441454664135,0.7476070528967249,0.6370824516964143,0.6235138885234277
1,1,1,0.948861812026318,0.9619349954425559,1,0.75,0.9619349954425559,0.860824625398899,0.7476070528967249,0.6370824516964143,0.6235138885234277
1,-1,1,0.7468608333095791,0.6892479085399449,1,0.75,0.6892479085399449,0.65138293545298,0.7478176527643059,0.6370824516964143,0.6235138885234277
1,1,1,0.934843519481177,0.948426479665157,1,0.75,0.948426479665157,0.860824625398899,0.7476070528967249,0.6370824516964143,0.6235138885234277
-1,1,1,0.7808416177090051,0.679578200390535,1,0.75,0.679578200390535,0.657441454664135,0.7476070528967249,0.6370824516964143,0.6235138885234277
1,-1,1,0.7689779702760821,0.660865511829528,1,0.75,0.660865511829528,0.65138293545298,0.7478176527643059,0.6370824516964143,0.6235138885234277
-1,-1,1,0.647121739716045,0.44577830691643394,0,0.75,0.647121739716045,0.633002473001087,0.755081300813008,0.6370824516964143,0.6235138885234277
1,-1,1,0.799526007916313,0.673137192010548,1,0.75,0.673137192010548,0.65138293545298,0.7478176527643059,0.6370824516964143,0.6235138885234277
1,1,1,0.91842183905256,0.9585443531562009,0,0.25,0.91842183905256,0.139175374601101,0.252392947103275,0.6370824516964143,0.6235138885234277
-1,1,-1,0.255217701267793,0.34664569661906103,1,0.75,0.34664569661906103,0.637198493089237,0.7476070528967249,0.2726151787205655,0.48023733813440517
1,1,-1,0.38886388185239895,0.588564427218612,0,0.25,0.38886388185239895,0.15014449979711902,0.252392947103275,0.2726151787205655,0.48023733813440517
-1,1,1,0.7919693279763641,0.6633498895002039,1,0.75,0.6633498895002039,0.657441454664135,0.7476070528967249,0.6370824516964143,0.6235138885234277
-1,-1,-1,0.10665752050876301,0.0704920488829879,1,0.25,0.0704920488829879,0.34664781006441,0.24491869918699202,0.2726151787205655,0.48023733813440517
