V1,V2,V3,y0,y1,t,prob_t,y,prob_t_pred_log,prob_t_pred_tree,reg0,reg1
-1,-1,-1,0.119743797487256,0.0493009631413185,1,0.9,0.0493009631413185,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
1,1,-1,0.334445169664628,0.607146132375908,0,0.9,0.334445169664628,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
-1,1,-1,0.158333000186124,0.32974937062736,1,0.1,0.32974937062736,0.21306439807496202,0.114636642784033,0.3515032717698321,0.2650467903290814
1,1,1,0.969601560759832,0.969124977610897,0,0.9,0.969601560759832,0.9828807749598009,0.885363357215967,0.7097111963783311,0.43344849597306595
-1,-1,1,0.6368099943197391,0.411076102586945,1,0.9,0.411076102586945,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
1,-1,1,0.803855375756945,0.686545762456447,0,0.9,0.803855375756945,0.7872775270711372,0.878048780487805,0.7097111963783311,0.42630884349539366
1,-1,1,0.7810841277514879,0.665907948357295,0,0.9,0.7810841277514879,0.7872775270711372,0.878048780487805,0.7097111963783311,0.42630884349539366
1,1,-1,0.381408943124353,0.603125625355562,0,0.9,0.381408943124353,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
-1,1,-1,0.229203177209081,0.30848139024654603,0,0.9,0.229203177209081,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
1,1,1,0.919550805292244,0.9861404402602271,1,0.1,0.9861404402602271,0.0171192250401986,0.114636642784033,0.7097111963783311,0.43344849597306595
-1,1,-1,0.24997429272815,0.31586922110099497,0,0.9,0.24997429272815,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
-1,1,1,0.7798066322063841,0.682631911375776,0,0.9,0.7798066322063841,0.792594119199145,0.885363357215967,0.7097111963783311,0.40657635725998187
1,1,-1,0.37288944570648297,0.598069583067063,0,0.9,0.37288944570648297,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
-1,1,1,0.761882580739598,0.7064846145346301,0,0.9,0.761882580739598,0.792594119199145,0.885363357215967,0.7097111963783311,0.40657635725998187
-1,-1,1,0.63840653172124,0.416228364416615,1,0.9,0.416228364416615,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
1,1,-1,0.328761813311839,0.592420915446322,0,0.9,0.328761813311839,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
-1,-1,1,0.626519560129334,0.4316472547975879,1,0.9,0.4316472547975879,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
-1,-1,1,0.630576859080895,0.417667991079524,1,0.9,0.417667991079524,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
-1,-1,-1,0.0410255752322359,0.0777198125185377,1,0.9,0.0777198125185377,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
-1,-1,-1,0.0283958584164332,0.0437970605825363,1,0.9,0.0437970605825363,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
1,-1,-1,0.22708193997218698,0.330477921405958,0,0.9,0.22708193997218698,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
1,1,-1,0.3197940078121839,0.5884577239590439,0,0.9,0.3197940078121839,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
-1,1,-1,0.19791207150433301,0.330420214223255,0,0.9,0.19791207150433301,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
-1,-1,-1,0.108374838880254,0.0508578288173904,1,0.9,0.0508578288173904,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
-1,-1,1,0.657752514132866,0.398635388629981,0,0.1,0.657752514132866,0.19764801350551697,0.100881488736533,0.7097111963783311,0.3994367047823095
-1,1,-1,0.18891260101052398,0.34227525974830897,0,0.9,0.18891260101052398,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
1,1,-1,0.36079728113883897,0.570190867016046,0,0.9,0.36079728113883897,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
1,-1,-1,0.22162884940683,0.334249720325584,0,0.9,0.22162884940683,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
1,-1,-1,0.214010643101299,0.32200624708884495,0,0.9,0.214010643101299,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
-1,1,1,0.74758903185402,0.6967552425656409,0,0.9,0.74758903185402,0.792594119199145,0.885363357215967,0.7097111963783311,0.40657635725998187
1,-1,-1,0.24459708142773698,0.30959472171591995,0,0.9,0.24459708142773698,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
-1,-1,1,0.578099519138105,0.39741033817521504,0,0.1,0.578099519138105,0.19764801350551697,0.100881488736533,0.7097111963783311,0.3994367047823095
1,1,1,0.9352665450343589,0.932006984530085,0,0.9,0.9352665450343589,0.9828807749598009,0.885363357215967,0.7097111963783311,0.43344849597306595
-1,-1,1,0.6377630344009151,0.44621504083359004,1,0.9,0.44621504083359004,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
-1,1,-1,0.178888572287529,0.308884328487422,0,0.9,0.178888572287529,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
1,-1,-1,0.221086635541287,0.331490769621109,0,0.9,0.221086635541287,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
1,-1,1,0.7966804909699641,0.688870858629338,0,0.9,0.7966804909699641,0.7872775270711372,0.878048780487805,0.7097111963783311,0.42630884349539366
-1,-1,1,0.612995469444058,0.435706151726406,0,0.1,0.612995469444058,0.19764801350551697,0.100881488736533,0.7097111963783311,0.3994367047823095
-1,-1,1,0.641888579164227,0.432729103632795,1,0.9,0.432729103632795,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
-1,1,-1,0.22173844299850304,0.32314392301409,0,0.9,0.22173844299850304,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
-1,-1,-1,0.0578051245636593,0.0241964831621726,1,0.9,0.0241964831621726,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
1,-1,1,0.7639940465547042,0.71894959305811,0,0.9,0.7639940465547042,0.7872775270711372,0.878048780487805,0.7097111963783311,0.42630884349539366
1,1,1,0.9418524057557859,0.928077194578913,0,0.9,0.9418524057557859,0.9828807749598009,0.885363357215967,0.7097111963783311,0.43344849597306595
-1,1,1,0.768322437467732,0.6819287619664979,1,0.1,0.6819287619664979,0.207405880800855,0.114636642784033,0.7097111963783311,0.40657635725998187
-1,1,-1,0.193503405428102,0.33492488854340097,0,0.9,0.193503405428102,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
-1,1,1,0.842775809656583,0.6840723650800601,0,0.9,0.842775809656583,0.792594119199145,0.885363357215967,0.7097111963783311,0.40657635725998187
-1,1,1,0.82476660411048,0.6715833557310981,0,0.9,0.82476660411048,0.792594119199145,0.885363357215967,0.7097111963783311,0.40657635725998187
-1,-1,1,0.648667449017381,0.394072865322635,1,0.9,0.394072865322635,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
1,1,1,0.9139966303786179,0.9439261864108079,0,0.9,0.9139966303786179,0.9828807749598009,0.885363357215967,0.7097111963783311,0.43344849597306595
-1,1,-1,0.15495347990794198,0.37543764652357603,0,0.9,0.15495347990794198,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
-1,-1,-1,0.0762591310456847,0.0765909567072212,1,0.9,0.0765909567072212,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
1,-1,1,0.7742998265153779,0.681156698979401,0,0.9,0.7742998265153779,0.7872775270711372,0.878048780487805,0.7097111963783311,0.42630884349539366
-1,-1,-1,0.10291760161769198,0.0278260165166823,1,0.9,0.0278260165166823,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
1,-1,-1,0.22611144091780896,0.3719024085751429,1,0.1,0.3719024085751429,0.218486055120785,0.12195121951219501,0.3515032717698321,0.2847792765644932
-1,1,-1,0.207869983174707,0.33801798082983897,1,0.1,0.33801798082983897,0.21306439807496202,0.114636642784033,0.3515032717698321,0.2650467903290814
-1,-1,1,0.627707621642699,0.4132111855011599,1,0.9,0.4132111855011599,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
-1,1,-1,0.23019281075008702,0.270373731908643,0,0.9,0.23019281075008702,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
1,-1,-1,0.181743427081702,0.312235186261557,1,0.1,0.312235186261557,0.218486055120785,0.12195121951219501,0.3515032717698321,0.2847792765644932
-1,-1,1,0.608585857900348,0.382240787299567,1,0.9,0.382240787299567,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
1,1,-1,0.372134970516617,0.6110747762928261,0,0.9,0.372134970516617,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
1,1,-1,0.347577939605629,0.5925284034578461,0,0.9,0.347577939605629,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
1,-1,1,0.7520521628429649,0.69685461392791,1,0.1,0.69685461392791,0.21272247292886398,0.12195121951219501,0.7097111963783311,0.42630884349539366
1,-1,-1,0.18580809300796503,0.34810748316542306,0,0.9,0.18580809300796503,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
1,-1,-1,0.20557597505357197,0.313967144893527,0,0.9,0.20557597505357197,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
-1,-1,1,0.684896739681614,0.470686706267531,1,0.9,0.470686706267531,0.8023519864944829,0.8991185112634671,0.7097111963783311,0.3994367047823095
-1,-1,-1,0.0572826604498009,0.0343614020457767,1,0.9,0.0343614020457767,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
1,1,1,0.920239572325701,0.9894989947709301,0,0.9,0.920239572325701,0.9828807749598009,0.885363357215967,0.7097111963783311,0.43344849597306595
1,1,-1,0.38730608819166795,0.5982902774524681,0,0.9,0.38730608819166795,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
-1,1,-1,0.212538845161896,0.360089724782606,0,0.9,0.212538845161896,0.786935601925038,0.885363357215967,0.3515032717698321,0.2650467903290814
1,1,1,0.956678672385297,0.9531039255657092,1,0.1,0.9531039255657092,0.0171192250401986,0.114636642784033,0.7097111963783311,0.43344849597306595
-1,-1,-1,0.0953273826382423,0.0462122652605975,1,0.9,0.0462122652605975,0.80770112761799,0.8991185112634671,0.3515032717698321,0.2579071378514091
1,1,1,0.9481998130525191,0.9528088776064899,0,0.9,0.9481998130525191,0.9828807749598009,0.885363357215967,0.7097111963783311,0.43344849597306595
1,-1,-1,0.188501514607656,0.334462722448182,0,0.9,0.188501514607656,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
1,-1,-1,0.232614192412281,0.32639180518219,1,0.1,0.32639180518219,0.218486055120785,0.12195121951219501,0.3515032717698321,0.2847792765644932
1,-1,-1,0.213807745587548,0.36769411256660706,0,0.9,0.213807745587548,0.7815139448792149,0.878048780487805,0.3515032717698321,0.2847792765644932
-1,1,1,0.773486150261705,0.674444492049814,0,0.9,0.773486150261705,0.792594119199145,0.885363357215967,0.7097111963783311,0.40657635725998187
1,1,-1,0.33640767671128197,0.597311434921178,0,0.9,0.33640767671128197,0.982297773494038,0.885363357215967,0.3515032717698321,0.29191892904216554
-1,1,1,0.735243592877198,0.7155004877074692,0,0.9,0.735243592877198,0.792594119199145,0.885363357215967,0.7097111963783311,0.40657635725998187
1,1,1,0.93725399196374,0.9757420952706508,1,0.1,0.9757420952706508,0.0171192250401986,0.114636642784033,0.7097111963783311,0.43344849597306595
